TemplateID	LmQuery	Query
2110	журнал проведение текущий уборка форма	форма журнала проведения текущих уборок
2112	выдача журнал маска	журнал выдачи масок
2112	выдача журнал образец сизый	образец журнала выдачи сиз
2496	организовывать работа сестра совет	как организовать работу совета сестер
2496	медсестра совет совет структура	совет медсестер структура совета
2492	дополнительный медсестра нагрузка	дополнительная нагрузка медсестры
2492	медсестра рабочий час	рабочие часы для медсестры
2493	медсестра нагрузка отделение приемный	нагрузка на медсестру приемного отделения
2493	медсестра норма час	норма часов для медсестер
1292	лексредство сопа	сопы лексредства
1292	и лекарство оборот сопа хранение	соп по хранению и обороту лекарств
1292	лп обращение сопа	соп по обращению лп
1292	использование лек операционный процедура средство стандартный учет хранение	стандартные операционная процедура по учету .хранению .использованию лек средств
1292	главный лекарственный медсестра сопа средство	сопы по лекарственным средствам для главной медсестры
1292	весь главный длсанпин лекарство медсестра отходы сопа	все сопы по лекарствам длсанпин по отходам главной медсестры
1293	весь дезинфекция сопа	дезинфекция все сопы
1293	дезинфекция сопа стерилизация	соп дезинфекция стерилизация
1293	дезинфекция проведение сопа	соп проведение дезинфекции
1293	дезинфекционный мероприятие проведение сопа стерилизационный	сопы проведение дезинфекционно-стерилизационных мероприятий
1294	и нс пв сопа	сопы по нс и пв
1294	наркотический работа с сопа средство	сопы по работе с наркотическими средствами
1294	главный и комплект медсестра нс оборот организовывать пв помощь соп	«как организовать оборот нс и пв: комплект сопов в помощь главной медсестре»
1294	дейсвия ми наркотич порядок работа с сопа	соп порядок дейсвия при работе с наркотич в-ми
1294	алгоритм и нс пв	алгоритм нс и пв
1294	вещество и наркотический оборот психотропный сопа	соп оборот наркотических и психотропных веществ
1376	сизый сопа	соп сиз
1376	защита применение сопа средство	соп по применению средств защиты
1376	заражение инфекция коронавирусный применение профилактика сизый сопа	соп применение сиз для профилактики заражения коронавирусной инфекцией
1376	использование правило сизый сопа	соп правила использования сиз
1290	алгоритм обработка персонал рука	алгоритм обработки рук персонала
1290	обработка рука сопа	сопы по обработке рук
1290	обеззараживание рука	обеззараживание рук
1290	мытье сопа	соп по мытью
1368	защита обеспечение сопа травмирование	соп по обеспечению защиты от травмирования
1368	падение сопа	сопы при падении
1367	автомобиль дезинфекция оои салон	дезинфекция салона автомобиля при оои
1367	внутри дезинфекция проведение сопа транспорт	соп проведения дезинфекции транспорта внутри
1369	заключительный пандемия сопа уборка	соп по заключительной уборка при пандемии
1369	алгоритм бокс инфекционный уборка	алгоритм уборки инфекционных боксов
1366	дезинфекционный лпу приказ режим усиление	приказ о усилении дезинфекционного режима в лпу
1366	01 03 2020 алгоритм действие инфекция коронавирусный медицинский новый подозрение работник роспотребнадзор	информация роспотребнадзора от 01.03.2020. алгоритм действия медицинского работника при подозрении на новую коронавирусную инфекцию
2111	генеральный журнал сестра уборка хозяйка	журнал генеральных уборок для сестры-хозяйки
2111	генеральный журнал уборка форма	формы журналов генеральных уборок
2111	гендер журнал уборка	журнал гендер уборки
2113	журнал контроль разведение ц	журнал контроля разведения ц
2113	дез журнал контроль концентрация средство	журнал контроля концентрации дез средств
2113	дезинфицировать журнал и контроль концентрация рабочий раствор средство стерилизовать	журнал контроля концентраций рабочих растворов дезинфицирующих и стерилизующих средств
2113	дезраствор журнал разведение	журнал разведения дезрастворов
2516	дезинфекция пандемия сопа усилять	соп усиленная дезинфекция при пандемии
2516	дезинфекционный инфекция коронавирусный режим усиление	усиление дезинфекционного режима при коронавирусной инфекции
2516	19 covid дезинфекционный каждый мероприятие подразделение проведение распространение усиленный условие	проведения усиленных дезинфекционных мероприятий в условиях распространения covid-19 в каждом подразделении
2516	дезинфекционный проведение сопа усиленный	соп по проведению усиленных дезинфекционных
2516	алгоритм дезинфекция и организация проведение	алгоритм организации и проведении дезинфекции
2500	лист медсестра навык оценка подбирать работа чек	подобрать чек-листы для оценки навыков работы медсестер
2500	медсестра оценка работа стоматология эффективность	оценка эффективности работы медсестер в стоматологии
2500	квалификационный кто медсестра оценивать пригодность	кто оценивает квалификационную пригодность медсестер
1817	инъекция калильный постановка сопа	соп на постановку в/в калильной инъекции
1817	алгоритм делать и инъекция сопа	как делать инъекции сопы и алгоритмы
1820	идентификация пациент сопа	сопы идентификация пациента
1820	пациент распознавание	распознавание пациента
1820	весь идентификация личность сопа	все сопы идентификация личности
2478	диетический должностной инструкция медсестра	должностные инструкции медсестры диетической
2478	алгоритм диетический медсестра работа	алгоритм работы диетической медсестры
2480	кабинет медсестра прививочный	медсестра прививочного кабинета
2480	кабинет медсестра образование прививочный	образование медсестры прививочного кабинета
2481	должностной инструкция медсестра палатный	должностная инструкция медсестры палатной
2481	должностной инструкция медицинский медсестра палатный сестра	должностная инструкция медсестры палатной медицинской сестры
2481	должностной медсестра полатный	полатная медсестра должностная
2482	должностной инструкция медсестра покой приемный	должностная инструкция медсестры приемного покоя
2482	медсестра обязанность покой приемный	обязанности медсестры приемного покоя
2483	медсестра перевязочный работа	работа перевязочной медсестры
2483	должностной инструкция кабинет медсестра перевязочный	должностная инструкция медсестры перевязочного кабинета
2486	водолечебница должностной инструкция медсестра	должностная инструкция медсестры водолечебницы
2486	медсестра узи	медсестра узи
2486	должностной инструкция медсестра	должностная инструкция медсестры
2486	должностной интенсивный медсестра обязанность терапия	должностные обязанности медсестры интенсивной терапии
2488	анализ медсестра отд работа стационар хирургический	анализ работы медсестры хирургического отд. стационара
2488	медсестра операционный	медсестра операционная
2488	медсестра отделение работа хирургический	работа медсестры хирургического отделения
2533	алгоритм гигиена и обработка рука хирургический	хирургическая гигиена и обработка рук алгоритм
2533	алгоритм рука уборка	алгоритм уборки рук
2533	алгоритм дезинфицирующий завершение медицинский обработка оказание пациент перчатка помощь рука средство	алгоритм обработка рук в перчатках дезинфицирующим средством; по завершении оказания медицинской помощи пациенту
2533	алгоритм аптека обработка рука	алгоритм обработки рук в аптеке
1818	забор кровь сопа	соп забор крови
1818	кровь сопа	соп по крови
1818	забор капиллярный кровь сопа	забор капиллярной крови соп
1818	забор кровь палец сопа	забор крови из пальца соп
1819	алгоритм неотложный помощь	алгоритм неотложной помощи при
1819	доврачебный неотложный помощь сопа	соп неотложная доврачебная помощь
1819	неотложный поликлиника сопа состояние	соп неотложные состояния в поликлиники
1819	оказание помощь сопа экстренный	сопы по оказанию экстренной помощи
1621	организация пролежень профилактика работа	организация работы по профилактике пролежней
1621	лист назначение пролежень	лист назначений пролежней
1621	гост новый определять пролежень пролежень профилактика работать развитие стадия	как работать по новому госту «профилактика пролежней. определите стадию развития пролежней
1621	пролежень работа с	работа с пролежнями
1621	и лечение пролежень профилактика	профилактика и лечение пролежней
1621	новый правило пролежень	пролежни новые правила
1621	положение пролежень сестринский уход	положение сестринского ухода за пролежнями
1622	2019 covid алгоритм выбор дезсредство	алгоритм выбора дезсредств при covid-2019
1622	алгоритм дезинфекция дезинфицирующий и наличие средство тактика	наличие алгоритма дезинфицирующих средств и тактики дезинфекции
1622	алгоритм выбор дез ср	алгоритм выбора дез.ср-в
1812	алгоритм использовать костюм обработка	алгоритм по обработке использованных костюмов
1812	алгоритм дезинфекция костюм	алгоритм дезинфекции костюма
1812	алгоритм дезинфекция костюм многоразовый противочумный	алгоритм по дезинфекции многоразового противочумного костюма
2476	анестезист должностной медсестра	должностная на медсестру анестезиста
2476	анестезистка должностной медсестра обязанность	должностные обязанности медсестры анестезистки
2476	анестезиология и медсестра отделение реанимация	медсестра отделения анестезиологии и реанимации
2534	алгоритм надевание перчатка	алгоритм надевания перчаток
2534	и одевание перчатка снятие техника	техника снятия и одевания перчаток
2535	алгоритм действие инструкция коронавирус пандемия схема	пандемия коронавируса алгоритмы действий схемы инструкции
2535	алгоритм выявление заболевание инфекция коронавирусный пациент подозрительный	алгоритм при выявлении подозрительного на заболевание коронавирусной инфекцией пациента.
2535	2019 covid алгоритм контактный медицинский работа работник с	алгоритм работы медицинских работников при контактных с covid-2019
2535	2019 covid алгоритм	covid-2019 алгоритмы
2535	алгоритм действие короновирус медработник стационар	алгоритм действий медработников в стационаре при короновирусе
2535	алгоритм весь действовать инфекция источник коронавирусный медсестра	как действовать при коронавирусной инфекции: все алгоритмы для медсестер источник:
2535	2019 ncov алгоритм действие инфекция коронавирусный подозрение	алгоритм действий при подозрении на коронавирусную инфекцию 2019- ncov
2537	алгоритм измерение тело температура	алгоритм измерения температуры тела
2537	алгоритм без измерение контактный тело температура термометр	алгоритм измерения температуры тела без контактным термометром
2538	кто машина обработка проводить скорый	кто проводит обработку машин скорой
2538	алгоритм биологический исследование коронавирус материал обработка санитарный транспорт транспортировка	алгоритм обработки санитарного транспорта при транспортировке биологического материала по исследованию на коронавирус
2538	дезинфекция лист помощь салон скорый чек	чек-лист по дезинфекции салона скорой помощи
2538	автотранспорт алгоритм дезинфекция медицинский помощь	алгоритм дезинфекции автотранспорта медицинской помощи
1617	19 covid алгоритм допуск медицинский пост сотрудник условие	алгоритм допуска сотрудников на медицинских постах в условиях covid-19
1617	алгоритм вход допуск допуск медицинский мо пост работа сотрудник сотрудник учет форма	алгоритм допуска сотрудников на медицинских постах при входе в мо .форма учета допуска сотрудников к работе
1617	алгоритм вход допуск сотрудник	алгоритм допуска сотрудников при входе
1619	памятка	памятка
1619	алгоритм анафилактический действие шок	алгоритм действий при анафилактическом шоке
1619	алгоритм оказание помощь шок	алгоритм оказания помощи при шоке
1619	анафилактический действовать шок	как действовать при анафилактический шок
1620	действие инфекция опасный особо подозрение порядок	порядок действий при подозрении на особо опасную инфекцию
1620	инструкция оои	инструкция при оои
1620	больной выявление локализация оои оперативный очаг план	Оперативный план по локализации очага при выявлении больного ООИ
1620	личный оои проведение профилактика экстренный	проведение экстренной личной профилактики оои
1620	алгоритм действие инфекция опасный особо период	алгоритм действий в период особо опасных инфекций
1620	алгоритм больной выявление действие медперсонал оои подозрительный	алгоритм действия медперсонала при выявлении больного подозрительного на оои
1801	алгоритм все медсестра	все алгоритмы для медсестер
1801	алгоритм действие	алгоритм действий при
2330	лист мед отходы работа с чек	чек лист по работе с мед отходами
2330	безопасный лист медицинский обращение отходы проверочный	проверочный лист безопасное обращение медицинских отходов
2328	г класс отход работать с	как работать с отходами класса Г
2328	г класс относиться отходы	класс отходов г относятся
2328	г обращение организовывать отходы	как организовать обращение отходов г
2328	г и инструкция класс медицинский мера образование обращение отход с состав	инструкция состав, образование и меры обращения с медицинскими отходами класса г
2331	г журнал отходы	журнал отходов г
2331	журнал и образование отходы ртутьсодержащий учет	журнал учета и образования ртутьсодержащих отходов
2331	г журнал класс отходы регистрация	журнал регистрации отходов класса г
2331	журнал отходы регистрация	журнал регистрации отходов
2168	алгоритм взятие вич кровь	алгоритм взятия крови на вич
2170	алгоритм дело пациент сестринский уход	сестринское дело: алгоритмы по уходу за пациентами
2170	алгоритм	алгоритм
1926	мз приказ спирт этиловый	приказ мз по этиловому спирту
1926	медицинский приказ спирт учет учреждение этиловый	приказ по учету спирта этилового в медицинских учреждениях
1926	19 325 covid приказ спирт списание	приказ 325 по списанию спирта при covid-19
1926	внутренний приказ спирт	внутренний приказ по спирту
1926	1834 приказ спирт	приказ по спирту 1834
1926	норма приказ расход спирт	приказ спирт нормы расхода
1926	лпу приказ спирт учет этиловый	приказ о учете этилового спирта в лпу
1926	254 приказ спирт	приказ по спирту 254
1926	08 1991 245 30 приказ	приказ № 245 от 30.08.1991
1926	приказ работа с этанол	приказ по работе с этанолом
2115	журнал контроль сотрудник температура	журнал контроля температуры сотрудников
2115	где журнал персонал термометрия храниться	журнал термометрии персонала где хранится
2115	журнал пациент термометрия	журнал термометрии пациентов
2115	журнал коронавирус температура	коронавирус журнал температуры
2115	журнал температурить	журнал температурящих
2115	влажность гигрометр журнал и режим температурный	журнал температурного режима и влажности гигрометра
2115	журнал карантин оформление режим сотрудник срб температурный	оформление журнала температурного режима сотрудников срб при карантине
2116	журнал контрольный рентгеновский технический установка	контрольно-технический журнал рентгеновской установки
2116	журнал приходный расходный рентгенкабинет	приходно-расходный журнал в рентгенкабинете
2124	весь журнал поликлиника	все журналы поликлиники
2124	ведение журнал массаж форма	форма ведения журнала по массажу
2124	вестись журнал какой лпу	какие журналы ведутся в лпу
2124	учет форма	формы учета
2124	журнал манипуляционный	манипуляционный журнал
2124	быть главный должный журнал какой медсестра	какие журналы должны быть у главной медсестры
2124	меддокументация первичный	в первичной меддокументации
2124	весь журнал	все журналы
2124	журнал ивл продлять	журнал продленной ивл
2541	алгоритм выход инфекция коронавирусный лпу текущий уборка	алгоритм текущей уборки в лпу при выходе из коронавирусной инфекции
2541	ткать уборка	что ткущая уборка
2541	алгоритм весь уборка	алгоритмы всех уборок
2541	лпу уборка эпидемия	уборка в лпу в эпидемию
2543	алгоритм заключительный коронавирус уборка	алгоритм заключительной уборки при коронавирусе
2543	алгоритм дезинфекция заключительный проведение	алгоритм проведения заключительной дезинфекции
2543	алгоритм дезинфекция заключительный инфекция коронавирусный	алгоритм заключительной дезинфекции при коронавирусной инфекции
2543	дезинфекция заключительный инструкция образец очаговый	образец инструкция по заключительной очаговой дезинфекции
2547	алгоритм ген проведение уборка	алгоритм проведения ген уборки
2547	алгоритм генеральный кабинет уборка	алгоритм генеральной уборки кабинета
2555	2019 2019 covid алгоритм анализ забор	алгоритм забора анализов на covid-2019- 2019
2555	алгоритм взятие инфекция коронавирусный кровь	алгоритм взятия крови на коронавирусную инфекцию
2555	алгоритм биоматериал коронавирус транспортировка	алгоритм транспортировки биоматериала на коронавирус
2555	алгоритм взятие зев и мазок нос	алгоритм взятия мазка из зева и носа
2555	алгоритм антитело забор кровь	алгоритм забора крови на антитела
1299	алгоритм и коронавирус сопа	коронавирус сопы и алгоритмы
1299	коронавирус профилактика сопа	соп профилактика при коронавирусе
1299	внедрение и инфекция коронавирусный разработка сопа	соп по коронавирусной инфекции: разработка и внедрение
1299	19 ковид пример сопа	пример сопа при ковид 19
1299	весь ковид сопа	все сопы по ковиду
1299	2021 ковидплан сопа	соп ковидплан на 2021
1299	ковид организация работа с сопа	сопы по организации работы с ковидом
1299	весь коронавирус сопа	все сопы по коронавирусу
1299	бесплатный вебинара ковид нмо система сопа	соп ковид бесплатные вебинары в системе нмо
3495	ген график уборка	график ген уборки
3495	генеральный график и проведение текущий уборка	график проведения текущих и генеральных уборок
3495	ген и лаборатория лпу проводить текущий уборка часто	как часто проводить текущую и ген уборку в лаборатории лпу
2556	алгоритм защитный костюм самостоятельный снятие	алгоритм самостоятельного снятия защитного костюма.
2556	алгоритм инфекция использование коронавирусный сизый	алгоритм использования сиз при коронавирусной инфекции
2556	алгоритм защита индивидуальный использование персонал средство	алгоритм использования индивидуальных средств защиты персоналом
3135	карта технологический уборка	технологическая карта уборки
3135	карта уборка	карта уборки
3135	задание карта уборка	карта-задание на уборку
3119	влажный моп проведение процедура с сопа уборка	соп процедура проведения влажной уборки с мопами
3119	инструкция помещение текущий уборка	текущая уборка помещений инструкция
3119	ведро влажный два применение с уборка	влажная уборка с применением двух ведер
3119	xnj влажный уборка	xnj такое влажная уборка
3126	2020 пандемия период уборка	уборки 2020 в период пандемии
3126	правило уборка	правила уборок
3126	2630 санпин уборка	санпин 2630 уборка
3126	алгоритм готовый организовывать роспотребнадзор требование уборка	как организовать уборки по требованиям роспотребнадзора: готовые алгоритмы
3055	качество лист проверка уборка чек	чек-лист проверки качества уборки
3055	коронавирус лист уборка чек	чек лист по уборке при коронавирусу
3055	лпу проверка уборка	проверка уборок в лпу
2745	аптечка журнал спирт форма	форма журнала по спирту в аптечку
2745	анти вич журнал спирт укладка учет этиловый	журнал учета этилового спирта для укладки анти-вич
2745	анти аптечка вич журнал спирт учет	журнал учета спирта для аптечки анти вич
2745	аптечка спирт	спирт в аптечку
2745	антивич журнал медсестра спирт старший укладка учет этиловый	журнал учета этилового спирта старшей медсестры для укладки антивич
2754	дез отравление средство укладка	укладка при отравлении дез средствами
2754	аптечка дезсредства первый получать помощь работать с	аптечка первой помощи для работающих с дезсредствами получает
2754	аптечка дезсредства оказание отравление помощь	аптечка для оказания помощи при отравлениями дезсредствами
2754	дезсредство заражать микроорганизм обеззараживание объект патогенный различный укладка	укладка дезсредств для обеззараживания различных объектов зараженных патогенными микроорганизмами
2981	введение маркировка приказ систам црб	приказы о введении систамы маркировки для црб
2981	введение лечебный мдлп приказ учреждение	приказ о введении мдлп в лечебном учреждении
2981	лекарство маркировка подготовка приказ	приказ о подготовке к маркировке лекарств
2751	ссмп укладка	укладка ссмп
2751	аварийный аптечка первый помощь	аптечка первой помощи при аварийных ситуациях
2751	анонсировать минздрав набор новый оказание помощь скорый состав	минздрав анонсировал новый состав наборов для оказания скорой помощи
2751	оказание помощь укладка экстренный	укладки по оказанию экстренной помощи
2751	набор оказание оснащение помощь посиндромный требование	требования к оснащению наборов по оказанию посиндромной помощи
2751	аптечка помощь экстренный	аптечка экстренной помощи
2751	аптечка лекарственный перечень средство	перечень лекарственных средств для аптечек
2751	медицинский помощь скорый состав укладка	состав укладки скорой медицинской помощи
2751	аптечка помощь скорый	аптечка скорой помощи
1297	алгоритм низкотемпературный сопа стерилизация	соп алгоритм низкотемпературной стерилизации
1297	измерение сопа тело температура	соп измерение температуры тела
1297	использование правило термометр	правила использования термометр
1297	бесконтактный пациент проведение сопа термометр термометрия	соп проведение термометрии пациентов бесконтактным термометром
1297	сопа тепловизор	соп тепловизор
1296	использование перчатка сопа	соп использования перчаток
1296	перчатка работа сопа	соп работы в перчатках
1296	медицинский перчатка применять сопа	соп применяя медицинских перчаток
3562	больной лист покой прие5мном сортировка чек	чек лист сортировки больных в прие5мном покое
3562	алгоритм больной лист покой приемный сортировка чек	чек лист алгоритм сортировки больных в приемном покое
3335	инструктаж первичный	первичный инструктаж
3335	инструктаж прием работа	прием на работу инструктаж
3198	колл положение центр	Положение о колл-центре
3198	колл поликлиника приказ работа регистратор регламентировать центр	приказы регламентирующие работу регистраторов колл-центров поликлиник
3198	call центр	call-центр
3340	журнал инструктаж проведение тб	журнал проведения инструктажа по тб
3340	журнал инструктаж место рабочий электробезопасность	журнал инструктажа по электробезопасности на рабочем месте
3027	карантин медорганизация	карантин в медорганизации
3027	карантин	карантин
3195	перевозка специализированный транспорт труп	специализированный транспорт для перевозки трупов
3195	пао сопа	сопы пао
3195	захоранивать кто невостребованный труп	невостребованный труп кто захоранивает
