TemplateID	LmQuery	Query
423618	детский проведение проверка сад тематический	информация о проведении тематической проверки в детском саду
423619	доу контроль оперативный	оперативный контроль в доу
423619	контроль оперативный	оперативный контроль
423619	контроль предупредительный	предупредительный контроль
423619	вести документация контроль предупредительный	как вести документацию по предупредительному контролю
424732	контроль циклограмма	циклограмма контроля
424732	год деятельность контроль образовательный циклограмма	циклограмму контроля образовательной деятельности на год
424732	годовой контроль оперативный циклограмма	годовая циклограмма оперативного контроля
424732	контроль месяц план	план контроля на месяц
424732	2022 23 год контроль учебный циклограмма	циклограмма контроля на 2022/23 учебный год
424732	воспитатель контроль оперативный старший циклограмма	циклограмма оперативного контроля старшего воспитателя
426352	доо программа развитие шаблон	программа развития доо шаблон
426352	программа развитие	программы развития
426352	написание программа развитие рекомендация	рекомендации по написанию программы развития
426352	swot анализ детский итог основание программа развитие разработка сад	основания для разработки программы развития детского сада по итогам swot-анализа
425664	воспитатель доу индивидуальный маршрут образовательный	индивидуальный образовательный маршрут воспитателя доу
425664	индивидуальный маршрут педагог	индивидуальный маршрут педагога
426453	аттестация положение	положение об аттестации
426453	аттестация пед положение работник	положение об аттестации пед. работников
426988	доо мероприятие план программа развитие	план мероприятий программа развития доо
426988	доу план программа развитие	план программы развития доу
426988	мероприятие программа развитие	мероприятия программы развития
426992	положение программа развитие	положение программы развития
426992	год писаться программа развитие сколько	на сколько лет пишется программа развития
426992	изменение программа развитие	изменения в программе развития
425981	аттестация воспитатель характеристика	характеристика на воспитателя для аттестации
425981	портфолио	портфолио
425981	воспитатель портфолио	портфолио воспитателя
425981	аттестационный папка	аттестационная папка
426532	аттестация пед работник	аттестация пед. работников
426532	аттестация	аттестация
426532	аттестация соответствие	аттестация на соответствие
426532	аттестация заведовать заместитель	аттестация заместителя заведующего
426532	аттестация педагог подготовка	подготовка педагогов к аттестации
426587	воспитание модуль программа	модули программа воспитания
426587	воспитание записка ли пояснительный программа рабочий	нужна ли в рабочей программе воспитания пояснительная записка
426587	воспитание доу план стратегия	план стратегии воспитания в доу
427815	всоко педсовет	всоко педсовет
427815	всоко доо организация педагогический протокол совет тематический	протокол тематического педагогического совета организация всоко в доо
427815	всоко протокол	всоко протокол
427817	всоко итоговый отчет	итоговый отчет всоко
427817	всоко доо результат	результат всоко в доо
427821	внутренний доу качество образование программа система	программа внутренней системы качества образования доу
427821	всоко программа реализация	программа реализации всоко
427804	доу качество образование положение система управление	положение система управления качеством образования доу
427804	всоко положение	положение всоко
427804	внутренний качество образование оценка положение	положение о внутренней оценке качества образования
427804	всоко планирование положение	положение о планировании всоко
427805	воспитание всоко программа	программа воспитания всоко
427805	во воспитание всоко изменение программа с связь	изменения во всоко в связи с программой воспитания
430457	карта момент режимный	карта режимных моментов
430457	анализ карта прогулка	карта анализ прогулки
430457	день контроль режим	контроль режима дня
430457	вечерний дневной и карта контроль прогулка	карта контроля дневной и вечерней прогулки
430457	воспитанник выполнение деятельность карта контроль прогулка трудовой	карта контроля выполнения трудовой деятельности воспитанников на прогулке
430457	во время деятельность и исследовательский карта контроль организация планирование познавательный прогулка	карта контроля планирования и организации познавательно-исследовательской деятельности во время прогулки
430634	группа предметный развивать среда	предметно развивающая среда в группе
430634	ппрс фоп	ппрс по фоп
430634	предметный пространственный развивать среда	развивающая предметно-пространственная среда в
430451	воспитание карта контроль художественно эстетический	карта контроля художественно-эстетического воспитания
430451	деятельность доу изо карта контроль	карты контроля по изо деятельности в доу
430451	анализ карта оод	карта анализа оод
430451	занятие карта контроль	карта контроля на занятиях
430451	анализ занятие карта развитие речь	карта анализа занятия по развитию речи
430451	анализ группа занятие карта мир ознакомление окружающий с старший	карта анализ занятия в старшей группе по ознакомлению с окружающим миром
430451	анализ карта нод образовательный технология	карты анализа нод образовательные технологии
430452	рппс состояние	состояние рппс
430452	анализ и карта комплексный оценка рппс состояние	карта комплексного анализа и оценки состояния рппс
430452	карта контроль рппс тематический	карты для тематического контроля по рппс
430452	группа карта оценка развивать развитие речь среда	карта оценки развивающей среды в группе по развитию речи
430455	воспитатель карта оценка план работа	карта оценки планов работы воспитателя
430455	деятельность контроль образовательный	контроль образовательной деятельности
430455	документация карта контроль специалист	карта контроля документации специалистов
430455	доу и мониторинг организация планирование работа специалист	мониторинг планирование и организация работы специалистов доу
430456	карта контроль проведение родительский собрание	карта контроля проведение родительских собраний
430456	взаимодействие карта контроль родитель с	Карта контроля взаимодействия с родителями
431549	педсовет установочный	установочный педсовет
431549	вводный педагогический совет	вводный педагогический совет
431549	августовский педсовет	августовский педсовет
431708	годовой консультация план родитель	годовой план консультаций для родителей
431708	консультация план семья составлять	как составить план консультаций семей
431708	консультация родитель сентябрь	консультации для родителей в сентябре
431708	доо консультация семья	консультации семей в доо
431708	консультация родитель	консультации родителям
431708	консультация родитель январь	консультации для родителей в январе
431711	итоговый педсовет план подготовка	план подготовки к итоговому педсовету
431711	итоговый обязанность педсоыету план подготовка распределение	план распределения обязанностей по подготовке к итоговому педсоыету
430956	деятельность дошкольный образовательный организация подлежать показатель самообследование	показатели деятельности дошкольной образовательной организации, подлежащей самообследованию
430956	база доу нормативный проведение самообследование	нормативная база проведения самообследования доу
430956	документ организация самообследование	документы по организации самообследования
430956	2022 год порядок самообследование	самообследование порядок в 2022 году
431693	групповой педсовет протокол	протокол группового педсовета
431693	педагогический протокол совет	протокол педагогического совета
431693	воспитательный заседание образовательный организация педагогический протокол процесс система совет	протокол заседания педагогического совета система организации воспитательно-образовательного процесса
433576	анкета финграмотность	анкета финграмотность
433576	анкета грамотность родитель финансовый	анкета для родителей финансовая грамотность
433579	план тематический финграмотность	тематический план по финграмотности
433579	грамотность неделя план финансовый	план неделя финансовой грамотности
433584	игровой паспорт центр	паспорт игрового центра
433584	группа паспорт рппс старший	паспорт рппс для старшей группы
433584	возраст группа каждый паспорт составлять	как составить паспорт группы в каждом возрасте
433584	группа паспорт	паспорт групп
433584	группа младший паспорт первый рппс	паспорт рппс первой младшей группы
433535	грамотность доу финансовый формирование	формирование финансовой грамотности в доу
433535	культура основа финансовый	основы финансовой культуры
433572	грамотность доу работа родитель с финансовый	работа с родителями по финансовой грамотности в доу
433572	грамотность родитель собрание финансовый	финансовая грамотность собрание для родителей
433572	грамотность памятка финансовый	памятки по финансовой грамотности
434419	детский работа родитель с сад	работе с родителями в детском саду
434419	работа родитель родитель с	работа с родителями родителей
434419	детский консультативный не посещать работа ребенок родитель с сад	консультативная работа с родителями детей, не посещающих детский сад
434420	и метод работа родитель с форма	формы и методы работы с родителями
434420	работать родитель с сад	как работать с родителями в саду
434420	работать с семья	как работать с семьями
434573	план работа родитель с	план работы с родителями
434573	годовой доу план работа родитель с	годовой план работы доу с родителями
434596	оценивать педагог работа родитель с	оценить работу педагогов с родителями
434596	детский оценка работа с сад семья	оценка работы детского сада с семьями
435656	итоговый педсовет	педсовет итоговый
435656	итоговый май педсовет проводить	Как провести итоговый педсовет в мае
435656	2023 итоговый педсовет	итоговый педсовет 2023
435656	майский педсовет	майский педсовет
436816	нод просматривать рэп справка	справка по просмотренным нод рэп
436816	мероприятие проводить сайт справка	справки для сайта о проведенных мероприятиях
436816	контроль оперативный справка	справка оперативный контроль
436816	итог контроль оод справка	справка по итогам контроля оод
436816	контроль логопед работа справка тематический	справка тематического контроля работы логопеда
436816	детский контроль образец организация питание сад составление справка тематический	образец составления тематической справки по контролю за организацией питания в детском саду
436816	санитарный состояние справка	справка по санитарному состоянию
436816	аналитический год справка циклограмма	циклограмма аналитических справок на год
438156	группа приказ творческий	приказ о творческих группах
438156	группа приказ создание творческий	приказ о создании творческой группы
438156	группа мбдоу приказ творческий	приказ о творческой группе мбдоу
438137	выпускной	выпускной
438137	выпускной доу	выпускной в доу
438138	выпускной	выпускного
438138	выпускной навстречу приключение сценарий утренник	сценарий выпускного утренника навстречу приключениям
438138	выпускной сценарий	выпускные сценарии
438139	выпускной ясли	выпускной из яслей
438139	выпускной группа развитие ранний	выпускной группа раннего развития
438697	детский мониторинг наставник работа сад	мониторинг работы наставников в детском саду
438697	доу мониторинг наставничество	мониторинг наставничества в доу
438697	наблюдение наставник работа	наблюдение работы наставников
440716	внесение деятельность дошкольный и изменение образование образовательный образовательный общеобразовательный организация основной осуществление порядок программа программа	о внесении изменений в порядок организации и осуществления образовательной деятельности по основным общеобразовательным программам - образовательным программам дошкольного образования
440716	внесение ооп приказ	приказ о внесении в ооп
440716	внесение воспитание изменение ооп приказ программа с связь скачать	скачать приказ о внесении изменений в ооп до в связи с программой воспитания
440716	2020 2021уч год изменение ооп приказ	изменения в ооп до за 2020-2021уч.год приказ
440717	доу ооп приказ утверждение	приказ об утверждении ооп в доу
440717	ооп приказ утверждение	приказ утверждения ооп до
440719	оп презентация раздел родитель	презентация разделы для родителей в оп
440719	краткий ода оп презентация раздел	раздел краткая презентация оп од
440719	краткий образовательный презентация программа с учет фоп	краткая презентация образовательной программы с учетом фоп до
440720	группа написание ооп приказ рабочий создание	приказ о создании рабочей группы по написанию ооп
440720	приказ программа разработка	приказ на разработку программы
441225	2022 быть год документ должный доу перечень прием ребенок	перечень документов для приема детей в доу должны быть в 2022 году
441225	воспитанник документ доу прием	прием в доу воспитанников документы
441225	документ доу прием	документы для приема в доу
441225	детский документ перечень прием сад	перечень документов необходимых при приеме в детский сад
441191	2021 документ доу прием проверка	прием в доу проверка документов в 2021
441191	дошкольный правило прием	правила приема в дошкольные
441191	воспитанник доу нарушение правило прием прием таблица	правила приема в доу. таблица нарушений при приеме воспитанника
441191	положение прием ребенок сад	положение о приеме детей в сад
441191	воспитанник правило прием	правила приема воспитанников
441191	доу правило прием	правила приема доу
441191	правило прием приказ утверждение	приказ об утверждении правил приема
441191	воспитание дошкольный образовательный обучение основной правило прием программа	правила приема на обучение по основным образовательным программам дошкольного воспитания
441032	мониторинг ооп	мониторинг ооп
441032	воспитанник дошкольный итог мониторинг образование образовательный освоение основной программа результат	результаты освоения воспитанниками основной образовательной программы дошкольного образования по итогам мониторингов
442726	занятие карта технологический	технологическая карта занятия
442726	карта оод технологический	технологическая карта оод
443286	педагог самообразование тема	темы самообразования педагогов
443286	выбирать самообразование тема	как выбрать тему по самообразованию
443286	доу педагог самообразование тема	темы для самообразования педагогов доу
443286	воспитатель группа самообразование средний тема	темы самообразования для воспитателя средней группы
443862	лето план	план на лето
443862	деятельность лето регламентировать	на лето регламентированная деятельность
443862	лето работа сад	как работу сада летом
443862	2023 лето	лето 2023
443673	детский наставничество положение сад	положение о наставничестве в детском саду
443673	2021 2022 год наставничество положение	положение о наставничестве в 2021-2022 году
443673	акт локальный наставничество	локальные акты о наставничестве
443673	наставничество образовательный организация педагогический положение примерный работник система	примерное положение о системе наставничества педагогических работников в образовательной организации
444507	индивидуальный консультация маршрут составление	консультация по составлению индивидуального маршрута
444507	иом ребенок составление форма	форма составления ИОМ ребенка
444507	иом утверждать форма	утвержденная форма ИОМ
444512	индивидуальный маршрут недоразвитие образовательный ребенок речь с фонематический фонетико	индивидуальный образовательный маршрут ребенка с фонетико-фонематическим недоразвитием речи
444512	иом примерный ребенок с тнр ффнр	примерный иом для детей с тнр, ффнр
444512	иом фннр	ИОМ ФННР
444512	зпрр индивидуальный маршрут образовательный ребенок с	индивидуальный образовательный маршрут для детей с зпрр
443281	воспитатель план самообразование старший	план по самообразованию старшего воспитателя
443281	воспитатель самообразование старший тема	темы самообразования старшего воспитателя
443281	заведовать заместитель самообразование	самообразование заместителя заведующего
443339	положение самообразование	положение о самообразовании
443339	педагог положение самообразование	положение о самообразовании педагогов
444472	индивидуальный когнитивный маршрут нарушение развитие	индивидуальный маршрут .нарушение когнитивного развития
444472	инвалид иом ребенок	иом для детей инвалидов
444472	индивидуальный маршрут образцова	индивидуальный маршрут образцова
444472	иом овз педагог психолог ребенок с	иом педагога-психолога на ребенка с овз
444472	иом музыкальный нарушение ода ребенок руководитель с	иом музыкального руководителя для ребенка с нарушением ода
444472	доу индивидуальный маршрут обучающийся	индивидуальный маршрут обучающегося доу
444472	индивидуальный консультация маршрут составление	консультация по составлению индивидуального маршрута
443249	педагог самообразование	самообразование педагогов
443249	документация доу педагог самообразование	самообразование педагогов доу +документация
445837	воспитатель документ должный доу знать какой нормативный	какие нормативные документы должен знать воспитатель доу
445837	воспитатель документация	документации воспитателя
445837	анализ внесение воспитатель данные документация заполнение и информационный нагрузка оценка система часть	анализ оценки нагрузки на воспитателей в части заполнения документации и внесения данных в информационные системы
445837	воспитатель документация сад фгос	документация воспитателя сада по фгос
444125	годовой доу ли план приказ работа утверждение	нужен ли приказ на утверждение годового плана работы доу
444125	23 24 год годовой план утверждать	как утвердить годовой план на 23/24 год
444132	годовой записка план пояснительный	пояснительная записка годовой план
444132	годовой доу записка план пояснительный	пояснительная записка к годовому плану доу
444133	годовой оформление план	оформление годового плана
444133	годовой доу план форма	форма годового плана доу
446768	доу провожать сайт самообследование	как проводить самообследование доу для сайта
446768	отчет приказ самообследование утверждение	приказ об утверждении отчета о самообследовании
446769	доо коронавирус раздел сайт стоп	сайт доо раздел стоп коронавирус
446769	доо коронавирус сайт стоп	сайт доо стоп коронавирус
445857	годовой доу образец план приказ утверждение	приказ доу об утверждении годового плана образец
445857	введение внесение годовой и изменение план приказ с связь утверждение фоп	приказ об утверждении и внесении изменений в годовой план в связи с введением фоп
445857	годовой план приказ утверждение	приказ на утверждение годового плана
447596	лоп план	план лоп
447596	лето оздоровительный работа физкультурный	физкультурно оздоровительная работа летом
447596	2023 доу летний оздоровительный план работа	план летней оздоровительной работы в доу на 2023
447596	2023 готовый летний оздоровительный план программа	готовый план летней оздоровительной программы на 2023
447596	детский лето план работа сад	план работы на лето в детском саду
447596	комплексно лето образовательный план работа ребенок с тематический	комплексно-тематический план образовательной работы с детьми на лето
447596	календарный лето образец план	календарные планы лето образец
447597	лоп план работа родитель с	план работы с родителями на лоп
447597	лето работа родитель с	работа с родителями летом
447597	лето план родитель	план для родителей на лето
447597	летний оздоровительный период план работа родитель с	план работы с родителями на летний оздоровительный период
446712	доу логопедический положение служба	положение о логопедической службе доу
446712	логопедический положение помощь	логопедическая помощь положение
446712	доо логопедический оказание положение помощь	положение в доо об оказании логопедической помощи
446703	вести документ какой логопед методический организационно	какие организационно-методические документы ведет логопед
446703	документация доу логопед логопункт перечень учитель	перечень документации у учителя логопеда в доу на логопункте
446707	логопедический работа	логопедическая работа
446707	логопункт	логопункт
446707	детский логопедический организовывать помощь сад	как организовать логопедическую помощь в детском саду
447561	вебинар	вебинар
447561	вебинара	вебинары
447561	вебинар ершов	вебинар - Ершова
445867	2023 24 годовой планирование	годовое планирование на 2023/24
445867	годовой доу план работа	годовой план работы в доу
445867	23 24 год годовой план работа учебный	годовой план работы на 23/24 учебный год
445867	воспитание год детский новый план проверять программа работа сад учебный	проверенный план работы детского сада на новый учебный год по программе воспитания
445867	2023 2024 годовой план работа	годовой план работы на 2023 2024
445867	годовой детский и пдд план приложение работа сад	годовой план работы детского сада и приложение по пдд
446852	летний оздоровительный работа	летняя оздоровительная работа
446852	лор	лор
446852	лето организовывать педагог	как организовать педагогов летом
446852	год не оздоровительный	лет не оздоровительная
446852	активность двигательный лето распределение ребенок	распределение двигательной активности детей летом
447675	2021 22 год план ппк работа учебный	план работы ппк на 2021/22 учебный год
447675	консилиум педагогический план психолого	план психолого-педагогического консилиума
447675	годовой план ппк работа	годовой план работы ппк
447675	доу план ппк работа	план работы ппк в доу
448036	анкетирование взаимодействие дистанционный родитель	анкетирование родителей по дистанционному взаимодействию
448036	занятие оценка родитель удаленный	оценка родителями удаленных занятий
448036	анкетировать дистанционный родитель	как анкетировать родителей по дистанционному
448225	встреча онлайн родитель с	онлайн встреча с родителями
448225	год детский дистанционный жизнь и начало начало новый общесадовский ребенок родительский сад собрание учебный этап	дистанционное общесадовское родительское собрание начало учебного года - начало нового этапа в жизни детского сада и детей
448225	родительский собрание удаленке	родительское собрание на удаленке
448225	онлайн родитель с собрание формат	онлайн формат собрание с родителями
446761	доу логопед логопункт программа рабочий учитель	рабочая программа учителя логопеда доу на логопункте
446761	доу логопед программа рабочий	рабочая программа логопеда доу
446797	деятельность карта логопед наблюдение	карта наблюдения за деятельностью логопеда
446797	контроль логопед учитель	контроль учителя-логопеда
446797	анализ аналитический год логопед работа справка	аналитическая справка анализа работы логопеда за год
