bot	sys	pubid	text	templateId	templateText	timestamp	etalon_text
kuber	8.0	196	"вопрос по приказу 767н ""Единые типовые нормы выдачи СИЗ"	552511	С 1 сентября работодатель вправе выдавать СИЗ по единым типовым нормам (далее — ЕТН), которые утвердили приказом Минтруда от 29.10.2021 № 767н «Об утверждении Единых типовых норм выдачи СИЗ и смывающих средств». Подробнее см. https://ot.action360.ru/#/document/16/139286/actual/	2023-12-26T13:19:29.948	норма выдача сизый 767н
kuber	8.0	67	Добрый вечер. Вопрос. Мы провели СОУТ, сейчас идет стадия проверки документов.	522370	Для проведения спецоценки выберите организацию, которая соответствует требованиям законодательства. Далее см. https://1otruda.ru/#/document/16/133663/actual/	2023-12-26T13:32:30.309	проверка организация проведение соут
kuber	8.0	200	найти положение об оценке рисков матричным методом?	397691	Положение о системе управления профессиональными рисками понадобится при организации системы управления профессиональными рисками и разработке положения о системе управления профессиональными рисками. Подробнее в материале https://plus.1otruda.ru/#/document/118/70502/actual/	2023-12-26T14:22:08.349	положение идентификация риск оценка профессиональный риск
kuber	8.0	196	Добрый день. Нужны тесты для сдачи экзамета по электробезопасности в Ростехнадзоре	566646	Когда подходит срок плановой проверки знания, работодатель направляет работников, которые указаны в пункте 78 Порядка обучения № 2464, в учебный центр на обучение и проверку знания.Учебный центр назначает работнику тестирование в ЕИСОТ после обучения. Далее см. https://ot.action360.ru/#/document/86/657536/actual/	2023-12-26T13:02:55.680	тест минтруд 2023
kuber	8.0	196	Добрый день! Интересует периодичность прохождения психоосвидетельствование водителей?	450090	Если работника перевели на работу, где есть основания для психиатрического освидетельствования, с работы, где таких оснований не было, направьте работника на освидетельствование в общем порядке. Подробнее смотрите https://ot.action360.ru/#/document/86/467170/actual/	2023-12-27T05:52:49.683	какой периодичность прохождение обязательный психиатрический освидетельствование
kuber	8.0	68	типовая инструкция по охране труда для машиниста башенного крана	551981	Доработайте инструкцию с учетом результатов СОУТ, анализа расследований несчастных случаев и оценки профессиональных рисков и опасностей при выполнении работ. Подробнее см. https://vip.1otruda.ru/#/document/118/128842/actual/	2023-12-27T06:09:24.114	инструкция охрана труд машинист мостовой кран 2023
kuber	8.0	200	Добрый день подскажите пожалуйста для ДОУ нужно подавать отчет в росстат ?	569092	Отчитайтесь по охране труда в Росстат в 2024 году по двум отчетам:1-Т (условия труда);7-травматизм.Заполните формы в конструкторе Системы и получите готовые файлы, которые подгрузите на сайте Росстата.По приложению к форме № 7-травматизм отчитываться в 2024 году не нужно. Далее читайте https://plus.1otruda.ru/#/document/16/142553/actual/	2023-12-27T06:14:45.345	отчет охрана труд 2023 отчитываться росстат срок и без ошибка
kuber	8.0	200	Добрый день, могу ли я сама по новым ЕТН, добавить к должности зимнюю спецодежду?	567897	Обеспечить специалистов СИЗ необходимо, если это установлено по результатам спецоценки или оценки профрисков (п. 13 Правил выдачи СИЗ). Вот ссылка по вашему вопросу https://plus.1otruda.ru/#/document/12/494535/actual/	2023-12-27T06:29:13.833	выдавать сизый специалист должность который нет приложение 1 етна
kuber	8.0	68	Добрый день! Помогите найти программу Б для машиниста крана управляемого с пола	458863	Скачайте программы обучения Б из справочника. Подробнее в материале https://vip.1otruda.ru/#/document/16/124031/actual/	2023-12-27T07:30:21.820	программа обучение машинист кран
kuber	8.0	68	Добрый день! Кто проводит испытание стропов?	398174	Журнал учета и периодических осмотров съемных грузозахватных приспособлений и тары необязательный. Подробнее см. https://vip.1otruda.ru/#/document/118/95709/actual/	2023-12-27T07:38:54.692	форма журнал учет и осмотр строп
kuber	8.0	200	Добрый день,интересует программа обучения по 2464 для инженера-энергетика?	478564	Получите доступ к базе готовых программ стажировок, которые составили по порядку обучения № 2464. Подробнее в материале https://plus.1otruda.ru/#/document/16/124782/actual/	2023-12-27T07:39:37.122	программа стажировка главный инженер 2464
kuber	8.0	68	Добрый день! Можно ли включить в наряд-допуск лицо, не трудоустроенное в организации (подрядчик)?	540057	Работы на высоте, для которых работодатель принял меры безопасности и обеспечил минимальный допустимый риск падения работника, можно проводить без наряда допуска.Также к таким работам относятся периодически повторяющиеся работы на высоте из пункта 7 Правил, которые работники выполняют на постоянных местах, с постоянными условиями и характером работ, где применяют средства коллективной защиты, и определен постоянный состав квалифицированных исполнителей. Смотрите подробнее https://vip.1otruda.ru/#/document/86/610643/actual/	2023-12-27T07:39:44.290	какой случай наряд допуск высота не оформляться
kuber	8.0	68	Добрый день! Можно ли заключить договор ГПХ на предрейсовые и послерейсовые осмотры?	558942	Направьте на предрейсовый медосмотр всех водителей компании. Подробнее см. https://vip.1otruda.ru/#/document/16/140818/actual/	2023-12-27T08:09:49.157	прохождение предрейсовый и послерейсовый медосмотр
kuber	8.0	67	Здравствуйте, какие  дерматологические сиз и смывающие средства нужно выдать  библиотекарю.	555786	Работодатели за свой счет выдают работникам дерматологические СИЗ (далее – ДСИЗ) и смывающие средства (ст. 214 ТК). Подробнее см. https://1otruda.ru/#/document/16/139919/actual/	2023-12-27T03:16:19.453	дерматологический средство индивидуальный защита и смывать средство
kuber	8.0	79	как часто проходят психиатрическое освидетельствование водители легкового транспорта, трактористы	480832	Скачайте шаблон направления на психосвидетельствование. Подробнее смотрите https://budget.1otruda.ru/#/document/118/104487/actual/	2023-12-27T03:16:41.299	направление психиатрический освидетельствование вредный фактор медосмотр профессия тракторист
kuber	8.0	68	Почему из реестра минтруда пропали записи?	540959	Внесите данные в ЕИСОТ автоматически с помощью программы, которую разработали эксперты Системы для формирования xml-файла. Подробнее в материале https://vip.1otruda.ru/#/document/86/611999/actual/	2023-12-27T03:21:05.433	форма шаблон файл загрузка реестр минтруд
kuber	8.0	79	какой паспорт безопасности должен быть в Управлении образования	548740	Паспорт безопасности отражает состояние антитеррористической защищенности объекта и содержит:мероприятия по предупреждению террористических актов;последствия, которые может нанести теракт;меры, которые используют для защиты граждан;действия в случае террористического акта.Организуйте три мероприятия, чтобы разработать паспорт безопасности.Определите, по какому НПА разрабатывать паспорт.Проведите обследование и категорирование объекта.В срок оформите и согласуйте документы. Далее читайте https://budget.1otruda.ru/#/document/16/137982/actual/	2023-12-27T04:45:09.164	обязательно ли составлять паспорт безопасность
kuber	8.0	67	Добрый день! беруши не являются дежурными СИЗ?	567819	За рабочим местом можно закрепить в качестве дежурных СИЗ, которые перечислены в таблице. Читайте подробнее https://1otruda.ru/#/document/16/141843/actual/	2023-12-27T04:57:20.055	какой сизый относить дежурный
kuber	8.0	67	беруши не являются дежурными СИЗ?	567819	За рабочим местом можно закрепить в качестве дежурных СИЗ, которые перечислены в таблице. Читайте подробнее https://1otruda.ru/#/document/16/141843/actual/	2023-12-27T04:57:59.582	какой сизый относить дежурный
kuber	8.0	67	как часто проходить дополнительную профессиональную переподготовку охрана и безопасность труда?	521215	Работодатель обязан проводить оценку уровня профрисков перед вводом в эксплуатацию производственных объектов и вновь организованных рабочих мест (абзац 7 ч. 3 ст. 214 ТК, п. 25 примерного положения СУОТ).Далее работодатель обязан постоянно выявлять опасности и оценивать риски (абзац 5 ч. 3 ст. 214 ТК). Подробнее см. https://1otruda.ru/#/document/86/443263/actual/	2023-12-27T10:32:06.796	часто провожать оценка профессиональный риск
kuber	8.0	68	Добрый день! Подскажите, известна ли дата возобновления работы сайта Минтруда и реестра?	572312	С 27 ноября 2023 года перестал работать сайт Минтруда. Далее см. https://vip.1otruda.ru/#/document/16/137921/actual/	2023-12-27T11:03:03.086	когда планироваться возобновление работа личный кабинет сайт минтруд
kuber	8.0	200	подскажите в Системе есть образец карты оценки профрисков на инженера-технолога?	558757	Карты оценки профрисков рисков для работников транспорта:водительводитель-экспедиторводитель автобусаводитель легкового автомобиляслесарь по ремонту автомобилеймашинист автогрейдераводитель грузового автомобилямашинист бульдозератрактористводитель погрузчикамашинист экскаваторамеханикводитель пожарного автомобиляводитель бетоновозамашинист железнодорожных строительных машинпомощник машиниста железнодорожных строительных машин Далее читайте https://plus.1otruda.ru/#/document/16/121204/actual/	2023-12-27T11:03:10.149	карта оценка профриск слесарь ремонт автомобиль
kuber	8.0	68	"где найти ""пункт типовых норм?"	552511	С 1 сентября работодатель вправе выдавать СИЗ по единым типовым нормам (далее — ЕТН), которые утвердили приказом Минтруда от 29.10.2021 № 767н «Об утверждении Единых типовых норм выдачи СИЗ и смывающих средств». Смотрите подробнее https://vip.1otruda.ru/#/document/16/139286/actual/	2023-12-27T11:27:17.202	единый типовой норма
kuber	8.0	68	какой приказ заменит 29н и есть ли проект	557362	С 1 марта 2022 года действует примерное положение, которое утвердил Минтруд приказом от 29.10.2021 № 776н. Подробнее см. https://vip.1otruda.ru/#/document/86/641304/actual/	2023-12-27T11:37:39.747	проект приказ суот
kuber	8.0	196	Здравствуйте! Выдаются ли протоколы по повышению квалиффикации?	522397	Проведите внеплановую специальную оценку условий труда, если создали новые рабочие места, изменили технологический процесс, заменили оборудование, получили предписание ГИТ, были несчастные случаи, изменили материалы для работы или СИЗ работников. Смотрите подробнее https://ot.action360.ru/#/document/86/584269/actual/	2023-12-27T11:40:17.521	проводить соут повышение разряд
kuber	8.0	68	Добрый день. прошу дать пояснения по единым нормам выдачи СИЗ:	552511	С 1 сентября работодатель вправе выдавать СИЗ по единым типовым нормам (далее — ЕТН), которые утвердили приказом Минтруда от 29.10.2021 № 767н «Об утверждении Единых типовых норм выдачи СИЗ и смывающих средств». Смотрите подробнее https://vip.1otruda.ru/#/document/16/139286/actual/	2023-12-27T11:48:31.944	новый норма выдача сизый
kuber	8.0	68	к какому виду работ можно отнести работу по спиливанию сучьев деревьев	430045	Методы оценки профрисков работодатель определяет с учетом характера своей деятельности и сложности выполняемых операций. Далее читайте https://vip.1otruda.ru/#/document/86/443278/actual/	2023-12-27T10:05:04.270	метод дерево причина
kuber	8.0	68	здравствуйте, какой минимальный пакет документов для организации в 7 человек ?	569093	Подайте сведения о травматизме на производстве и профессиональных заболеваниях с 20 февраля по 1 марта года, следующего за отчетным. Читайте подробнее https://vip.1otruda.ru/#/document/86/661450/actual/	2023-12-28T04:15:19.067	какой организация сдавать отчетность 7 травматизм
kuber	8.0	67	Добрый день! С какой периодичность необходимо обучать сотрудников применению СИЗ и первой помощи?	558452	Обучите применению и использованию средств индивидуальной защиты в течение 60 календарных дней после приема работу или перевода на другую работу (п. 41 Порядка обучения № 2464). Смотрите подробнее https://1otruda.ru/#/document/86/497307/actual/	2023-12-28T05:12:38.336	с какой периодичность обучать применение и использование средство индивидуальный защита
kuber	8.0	67	А повторно с какой периодичностью?	564818	Возвращенные СИЗ можно перевести в дежурные, если выполняются два условия одновременно:не истек нормативный срок эксплуатации и срок годности;СИЗ сохранили защитные свойства и целостность.Для перевода в дежурные СИЗ издайте приказ и проведите мероприятия по уходу: стирку, чистку, дезинфекцию, ремонт. Смотрите подробнее https://1otruda.ru/#/document/12/492973/actual/	2023-12-28T05:13:23.952	какой сизый можно выдавать повторно
kuber	8.0	200	инструкция по охране труда при обслуживании самоходных погрузочно-разгрузочных машин типа  Р6 -КШП	563210	Возьмите в работу базу готовых инструкций по охране труда, которые с учитывают требования № 772н. Смотрите подробнее https://plus.1otruda.ru/#/document/16/141471/actual/	2023-12-28T12:41:04.837	инструкция охрана труд погрузочный разгрузочный работа
kuber	8.0	196	Добрый день. Подскажите пожалуйста какие положения по охране труда должны быть в организации ?	549486	Проверьте по чек-листу, все ли документы по охране труда есть в вашей организации. Далее читайте https://ot.action360.ru/#/document/16/139396/actual/	2023-12-28T14:08:10.572	какой положение область охрана труд должный быть
kuber	8.0	68	Добрый день! Можно ли в рамках Системы обучить сотрудника?	551357	Обучение специалистов проводят по программе Б внутри организации. Ссылка по вашему вопросу https://vip.1otruda.ru/#/document/86/630273/actual/	2023-12-28T05:40:29.115	обучать специалист подразделение
kuber	8.0	68	ДОБЫРЫЙ ДЕНЬ. ПЕРИОДИЧНОСТЬ ОБУЧЕНИЯ ОКАЗАНИЮ ПОМОЩИ ДЛЯ ВОДИТЕЛЕЙ ТАКЖЕ 3 ГОДА?	558434	Обучите оказанию первой помощи пострадавшим в течение 60 календарных дней после приема на работу или перевода на другую работу (п. 36 Порядка обучения № 2464). Ссылка по вашему вопросу https://vip.1otruda.ru/#/document/86/483423/actual/	2023-12-28T06:12:29.109	периодичность обучение оказание первый помощь
kuber	8.0	68	Добрый день, подскажите пожалуйста сколько часов в день должна быть стажировка ?	551232	Продолжительность стажировки работодатель определяет самостоятельно в ЛНА, минимальная продолжительность – не менее двух смен. Смотрите подробнее https://vip.1otruda.ru/#/document/86/630146/actual/	2023-12-28T06:19:58.426	стажировка рабочий место сколько день
kuber	8.0	196	Здравствуйте, можно получить от Вас консультацию?	557362	С 1 марта 2022 года действует примерное положение, которое утвердил Минтруд приказом от 29.10.2021 № 776н. Далее читайте https://ot.action360.ru/#/document/86/641304/actual/	2023-12-28T07:00:49.132	требоваться ли включать положение суот раздел консультация и участие работник
kuber	8.0	68	уточните, пожалуйста, что считается датой аттестации РМ СОУТ?	522410	Идентификация и измерение вредных и опасных факторов проводят при штатных производственных и технологических процессах на конкретном рабочем месте (п. 15 Методики, утвердил приказом Минтруда от 24.01.2014 № 33н). Подробнее в материале https://vip.1otruda.ru/#/document/86/594055/actual/	2023-12-28T07:18:46.321	уточнять срок проведение соут вакантный рабочий место
kuber	8.0	67	Доброе утро! Периодичность проверки знаний при работ е на высоте.	567103	После обучения работники сдают экзамен (п. 24 ПОТ № 782н). Читайте подробнее https://1otruda.ru/#/document/86/587488/actual/	2023-12-28T07:40:45.702	проверять знание работа высота
kuber	8.0	67	Периодичность проверки знаний работников работающих на высоте?	567103	После обучения работники сдают экзамен (п. 24 ПОТ № 782н). Читайте подробнее https://1otruda.ru/#/document/86/587488/actual/	2023-12-28T07:45:29.801	проверять знание работа высота
kuber	8.0	68	срок хранеи журнала инструктажа на рабочем месте?	560391	Журнал вводного инструктажа и журнал регистрации инструктажей на рабочем месте хранят 45 лет. Вот ссылка по вашему вопросу https://vip.1otruda.ru/#/document/12/490509/actual/	2023-12-28T07:53:00.032	срок хранение журнал инструктаж рабочий место
kuber	8.0	68	Здравствуйте! Подскажите пожалуйста где можно скачать форму отчета 1-Т условия труда в формате xml	569094	Сведения о состоянии условий труда и компенсациях на работах с вредными и (или) опасными условиями труда подайте в Росстат с первого рабочего дня по 21 января 2024 года. Подробнее в материале https://vip.1otruda.ru/#/document/86/661449/actual/	2023-12-28T08:06:54.914	заполнять форма 1 т условие труд
kuber	8.0	79	шаблон отчета по форме 7	569093	Подайте сведения о травматизме на производстве и профессиональных заболеваниях с 20 февраля по 1 марта года, следующего за отчетным. Ссылка по вашему вопросу https://budget.1otruda.ru/#/document/86/661450/actual/	2023-12-28T08:38:41.839	отчет 7 т
kuber	8.0	200	шаблон отчета по форме № 7	569093	Подайте сведения о травматизме на производстве и профессиональных заболеваниях с 20 февраля по 1 марта года, следующего за отчетным. Подробнее смотрите https://plus.1otruda.ru/#/document/86/661450/actual/	2023-12-28T08:39:06.738	отчет 7 т
kuber	8.0	200	Здравствуйте! проводят ли оценку Профрисков для ИП если все сотрудники работают дистанционно?	522411	Спецоценку не проводят на рабочих местах:надомников;дистанционных работников;работников, которые вступили в трудовые отношения с работодателями – физическими лицами, которые не являются индивидуальными предпринимателями, или с работодателями – религиозными организациями;госслужащих и муниципальных служащих.Это указано в части 3 статьи 3 Закона № 426-ФЗ. Читайте подробнее https://plus.1otruda.ru/#/document/86/584357/actual/	2023-12-28T09:47:39.585	спецоценка оформлять дистанционно и работать командировка
kuber	8.0	68	Какие требования существуют по содержанию раздевалок и моек для рабочих?	556116	С 1 сентября действуют новые правила обеспечения ДСИЗ и смывающими средствами, которые утвердили приказом Минтруда от 29.10.2021 № 766н (далее – Правила). Смотрите подробнее https://vip.1otruda.ru/#/document/86/633822/actual/	2023-12-28T10:43:29.451	какой рабочий специальность можно выдавать смывать и дезинфицирующий средство
kuber	8.0	67	какие подъемные сооружения подлежат регистрации в ростехнадзоре.	561632	В справочнике федеральные нормы и правила в области промышленной безопасности и атомной энергии. Ссылка по вашему вопросу https://1otruda.ru/#/document/16/141214/actual/	2023-12-28T11:40:21.815	фнп пользование подъемный сооружение
kuber	8.0	68	старые карточки сиз надо менять на новые	557826	Заведите карточки нового образца, если в организации все еще продолжают вести документы по старой форме, утвержденной приказом Минздравсоцразвития от 01.06.2009 № 290н. Читайте подробнее https://vip.1otruda.ru/#/document/12/488346/actual/	2023-12-28T11:46:04.716	вести старый карточка выдача сизый оставаться старый норма
kuber	8.0	68	Обязательна ли аттестация генерального директора?	568245	Аттестация по промбезопасности проходит по единым правилам с аттестацией по вопросам безопасности в сфере электроэнергетики и по вопросам безопасности ГТС. Далее читайте https://vip.1otruda.ru/#/document/16/118775/actual/	2023-12-28T11:53:53.640	организовывать аттестация промбезопасность
kuber	8.0	68	Обязательна ли аттестация генерального директора?	568245	Аттестация по промбезопасности проходит по единым правилам с аттестацией по вопросам безопасности в сфере электроэнергетики и по вопросам безопасности ГТС. Далее читайте https://vip.1otruda.ru/#/document/16/118775/actual/	2023-12-28T11:54:45.193	организовывать аттестация промбезопасность
kuber	8.0	68	Обязательна ли аттестация генерального директора? председателя или  члена ПДЭК?????????????????	568245	Аттестация по промбезопасности проходит по единым правилам с аттестацией по вопросам безопасности в сфере электроэнергетики и по вопросам безопасности ГТС. Далее читайте https://vip.1otruda.ru/#/document/16/118775/actual/	2023-12-28T11:55:30.376	организовывать аттестация промбезопасность
kuber	8.0	79	Добрый день! Нужно ли издавать приказ об окончании проведения спецоценки?	17474	Скачайте приказ о завершении работ по специальной оценке условий труда. Вот ссылка по вашему вопросу https://budget.1otruda.ru/#/document/118/31149/actual/	2023-12-28T12:15:41.925	приказ н а окончание работа спецоценка
kuber	8.0	68	какое максимальное количество дней должно быть в стажировке	551232	Продолжительность стажировки работодатель определяет самостоятельно в ЛНА, минимальная продолжительность – не менее двух смен. Далее см. https://vip.1otruda.ru/#/document/86/630146/actual/	2023-12-28T12:18:03.757	сколько смена мочь быть стажировка
kuber	8.0	200	Здравствуйте, прошу прислать инструкцию по охране труда для уборщицы в банном комплексе.СПАСИБО.	563210	Возьмите в работу базу готовых инструкций по охране труда, которые с учитывают требования № 772н. Смотрите подробнее https://plus.1otruda.ru/#/document/16/141471/actual/	2023-12-29T06:09:59.036	инструкция охрана труд уборщица
kuber	8.0	68	Необходимо ли ознакамливать под роспись работников с СУОТ?	463705	Составьте положение о СУОТ в организации с учетом примерного положения, которое утвердили приказом Минтруда от 29.10.2021 № 776н. Далее читайте https://vip.1otruda.ru/#/document/118/106390/actual/	2023-12-29T06:10:34.623	образец суот
kuber	8.0	79	С наступающим Новым Годом Актион	523379	Пройдите обучение по охране труда в Высшей школе Охраны труда. Далее читайте https://budget.1otruda.ru/#/document/86/585577/actual/	2023-12-29T06:52:39.020	высокий школа актион
kuber	8.0	68	Добрый день! Сегодня сокращенный рабочий день?	557409	В условиях внешнего санкционного давления работодатели начали сокращать расходы в организации, в том числе на охрану труда. Ссылка по вашему вопросу https://vip.1otruda.ru/#/document/16/140557/actual/	2023-12-29T06:53:40.914	делать работодатель резко сокращать расход охрана труд
kuber	8.0	67	Какой инструктаж надо провести работникам, работающих в праздничные дни?	463354	Проведите вводный инструктаж с персоналом подрядчиков, которые работают на территории вашей организации.Инструктажи на рабочем месте – первичный, повторный, внеплановый и целевой, проводят по условиям договора между вашей и подрядной организацией. Подробнее смотрите https://1otruda.ru/#/document/12/428786/actual/	2023-12-29T08:13:08.758	какой инструктаж проводить сторонний организация
kuber	8.0	200	форму 1т все учреждения сдают?	569094	Сведения о состоянии условий труда и компенсациях на работах с вредными и (или) опасными условиями труда подайте в Росстат с первого рабочего дня по 21 января 2024 года. Подробнее в материале https://plus.1otruda.ru/#/document/86/661449/actual/	2023-12-29T08:36:05.547	какой организация должный сдавать отчет форма 1 т
kuber	8.0	68	Добрый день! нужен ли журнал УЧЕТА ВЫДАЧИ НАПРАВЛЕНИЙ НА ПСИХИАТРИЧЕСКОЕ ОСВИДЕТЕЛЬСТВОВАНИЕ	480827	Организуйте учет выданных направлений на психиатрическое освидетельствование в соответствии с пунктом 6 Порядка № 342н. Подробнее в материале https://vip.1otruda.ru/#/document/118/67859/actual/	2023-12-29T11:20:41.008	журнал учет выдача направление псих освидетельствование
kuber	8.0	200	добрый день! как зарегистрировать (завести) личный кабинет на сайте минтруда?	540939	Директор организации должен войти в личный кабинет (ЕИСОТ) и выдать специалисту по охране труда права доступа двух видов:уведомление о намерении обучения охране труда;работа с реестром обученных лиц.Доступ в личный кабинет выполняется через единую систему идентификации и аутентификации (ЕСИА). Смотрите подробнее https://plus.1otruda.ru/#/document/86/611954/actual/	2023-12-29T12:04:49.596	регистрация личный кабинет работодатель сайт минтруд рф обучение внутри организация
kuber	8.0	68	Добрый день. Нужно ли план мероприятий по улучшению условий труда согласовывать с профсоюзом?	444539	В плане укажите наименование мероприятий, ожидаемый результат по каждому мероприятию, сроки реализации по каждому мероприятию, ответственных лиц за реализацию мероприятий, выделяемые ресурсы и источники финансирования мероприятий. Подробнее см. https://vip.1otruda.ru/#/document/118/98382/actual/	2023-12-29T12:21:00.627	план мероприятие улучшение условие и охрана труд
kuber	8.0	68	где найти документы ПРИ ЧС?	570910	В организации по ГО и ЧС должны быть:приказ о назначении ответственных по ГО и ЧС;положение об организации и ведении ГО;программа вводного инструктажа по ГО;программа обучения работников организации;расписание занятий по обучению работников организации;журналы учета занятий;план проведения тренировки по ГО и ЧС, противопожарной тренировки;инструкция по мерам безопасности.Полный перечень документов смотрите в рекомендации. Вот ссылка по вашему вопросу https://vip.1otruda.ru/#/document/12/488317/actual/	2024-01-09T05:43:03.653	документ чс
