bot	sys	pubid	text	templateId	templateText	timestamp	etalon_text
kuber	3.0	17	как определяет рыночную стоимость товара налоговая	506840	Оплачивать нужно только частный сервитут. Подробнее см. https://vip.1jur.ru/#/document/86/551925/actual/	2023-12-27T06:51:21.053	установление стоимость сервитут
kuber	3.0	22	вопрос. где нужно зарегистрироваться, чтобы юрлицу отгружали алкоголь, в какой программе?	567928	Перечень товаров, которые можно реализовывать через параллельный импорт, утвердил Минпромторг. Подробнее в материале https://budget.1jur.ru/#/document/16/142316/actual/	2023-12-27T06:56:50.625	учет алкоголь параллельный импорт
kuber	3.0	17	а можно форму отзыва согласия и форму фиксации акта уничтожения	30270	Чтобы зафиксировать, что организация уничтожила архивные документы, необязательные для хранения, нужно составить акт. Далее см. https://vip.1jur.ru/#/document/118/91441/actual/	2023-12-27T07:43:21.879	акт уничтожение показанийстепература лейла
kuber	3.0	11	Добрый день, когда будут готовы ответы на эти запросы?	565504	Срок ответа на запрос зависит от его сути. Подробнее см. https://www.1jur.ru/#/document/86/655592/actual/	2023-12-27T07:55:51.242	срок ответ запрос прокурор
kuber	3.0	11	Нужны позиции ВС согласно которых через банкротство нельзя решать корпоративный конфликт.	567496	Если гражданин не может погасить долги, то он сам, кредиторы или контролирующие органы вправе инициировать процедуру банкротства. Смотрите подробнее https://www.1jur.ru/#/document/16/142243/actual/	2023-12-27T07:57:50.477	банкротство фл
kuber	3.0	17	есть ли форма соглашения о передаче в собственность имущества  при подписании договора купли-продажи	33483	Чтобы заключить договор купли-продажи недвижимости, нужно указать в договоре предмет и цену. Вот ссылка по вашему вопросу https://vip.1jur.ru/#/document/118/92027/actual/	2023-12-27T08:04:56.211	форма договор купля продажа недвижимость
kuber	3.0	11	Подскажите, может ли один из учредителей управлять банковскими счетами вместо директора?	450964	Уставный капитал можно увеличить за счет вкладов всех участников, некоторых участников на основании заявлений или третьих лиц, которых участники принимают в общество.Рекомендуем использовать таблицу-алгоритм для каждого варианта. Читайте подробнее https://www.1jur.ru/#/document/86/277576/actual/	2023-12-27T08:17:48.758	увеличивать уставный капитал счет один участник
kuber	3.0	17	матрица бозоров судебной практики на 2023	540805	В матрице – только актуальные выводы судов, на которые можно ссылаться для обоснования своей позиции. Подробнее см. https://vip.1jur.ru/#/document/16/136950/actual/	2023-12-27T09:07:27.039	матрица hfpwоd судебный практика 2023
kuber	3.0	17	матрица обзоров судебной практики на 2023г.	540805	В матрице – только актуальные выводы судов, на которые можно ссылаться для обоснования своей позиции. Подробнее см. https://vip.1jur.ru/#/document/16/136950/actual/	2023-12-27T05:22:58.643	матрица обзор судебный практика 2023 год
kuber	3.0	223	как написать в договоре что место работы является для директора внешним совместительством	522503	Затребуйте от соискателя паспорт и другие документы для приема на работу. Подробнее см. https://plus.1jur.ru/#/document/16/128683/actual/	2023-12-26T17:30:31.986	должный ли сотрудник сообщать основный место работа он устраиваться другой организация совместительство
kuber	3.0	17	Здравствуйте, какой срок привлечения к административной ответственности по ч 4 ст 5.27 коап?	445886	Срок зависит от состава правонарушения. Вот ссылка по вашему вопросу https://vip.1jur.ru/#/document/86/155192/actual/	2023-12-27T11:47:44.357	какой срок привлечение административный ответственность ч 2 ст 14 5 коап рф
kuber	3.0	223	добрый день . подскажите есть ли в система поиск положительной практики	492338	Искать судебные акты нужно в разделе Судебная практика. Далее читайте https://plus.1jur.ru/#/document/86/155468/actual/	2023-12-27T12:28:12.472	поиск практика
kuber	3.0	11	Добрый день. Подскажите как открыть НКО , порядок оформления.	555737	Мы учли требования закона и составили образцы решений о создании организаций как единственным учредителем, так и несколькими. Смотрите подробнее https://www.1jur.ru/#/document/86/637966/actual/	2023-12-27T12:40:40.541	решение создание нко образовательный учреждение
kuber	3.0	17	Добрый день. Обязан ли нотариус уведомлять наследников о долгах по имуществу?	565609	Чтобы оформить переход доли умершего участника к обществу, когда участники отказали в переходе доли наследнику, в заявлении нужно заполнить первую страницу титульного листа, листы Г, З и П. Как это сделать смотрите в видеоинструкции. Далее читайте https://vip.1jur.ru/#/document/86/655678/actual/	2023-12-27T13:26:58.084	заполнять 13014 участник отказывать наследник
kuber	3.0	17	определении Судебной коллегии Верховного Суда от 11 мая 2021 г. N 18-КГ21-20-К4.	442609	Если нужно найти закон, приказ или другой нормативно-правовой документ по номеру, дате, названию принявшего органа и другим признакам, воспользуйтесь поиском по реквизитам. Ссылка по вашему вопросу https://vip.1jur.ru/#/document/16/51224/actual/	2023-12-27T13:56:17.819	постановление 11 ноябрь 2021 г дело 25 ад21 4 к4
kuber	3.0	11	Приказ Минрегиона России от 23.03.2012 № 126	491377	Закон о связи устанавливает правовые основы деятельности и определяет полномочия госорганов в области связи, а также права и обязанности лиц, которые участвуют в обеспечении связи и абонентов. Ссылка по вашему вопросу https://www.1jur.ru/#/document/86/524283/actual/	2023-12-27T14:17:05.310	126 фз
kuber	3.0	17	матрица обзоров судебной практики 2023	540805	В матрице – только актуальные выводы судов, на которые можно ссылаться для обоснования своей позиции. Подробнее см. https://vip.1jur.ru/#/document/16/136950/actual/	2023-12-27T10:09:18.867	матрица обзор судебный практика 2023 год
kuber	3.0	223	как отбить довод об аффилированности	519630	Представителями в суде могут выступать любые дееспособные лица, кроме тех, кому закон это прямо запрещает. Далее читайте https://plus.1jur.ru/#/document/16/117844/actual/	2023-12-28T14:14:41.008	представитель суд признак аффилированность
kuber	3.0	17	как отказаться от направления на ремонт по ОСАГО	501543	Взыскать ущерб с виновника ДТП без страховки по ОСАГО можно. Подробнее в материале https://vip.1jur.ru/#/document/12/453938/actual/	2023-12-28T17:49:50.961	отсутствовать договор страхование осаго
kuber	3.0	11	Добрый день! Необходимо дать судебную практику по 171 ст ук рф.	488915	Искать нормативно-правовые акты нужно в разделе Правовая база. Подробнее в материале https://www.1jur.ru/#/document/16/51224/actual/	2023-12-28T05:41:42.571	закон 171 фз
kuber	3.0	17	форма -  субабонентский договор энергоснабжения	10108	Используйте шаблон, чтобы сдать имущество в субаренду. Подробнее в материале https://vip.1jur.ru/#/document/118/53902/actual/	2023-12-28T05:43:06.280	форма договор субаренда
kuber	3.0	22	Нужен ли протокол решения комиссии по изменению общего количества материалов по смете 44 ФЗ	480079	Изменить объем работ, услуг, количество товаров можно в случаях, которые установил Закон № 44-ФЗ. Подробнее смотрите https://budget.1jur.ru/#/document/12/438090/actual/	2023-12-28T06:23:33.672	44 фз увеличение количество товар
kuber	3.0	192	добрый день, является ли акт утилизации  первичным бух документом ?	514045	Чтобы закрепить возможность использовать факсимиле с отношениях с контрагентом, сторонам нужно заключить соглашение об использовании факсимиле. Подробнее в материале https://jur.action360.ru/#/document/118/23383/actual/	2023-12-28T07:26:29.077	использование факсимиле первичный документ
kuber	3.0	192	добрый день, является ли акт утилизации первичным бух документом ?	514045	Чтобы закрепить возможность использовать факсимиле с отношениях с контрагентом, сторонам нужно заключить соглашение об использовании факсимиле. Подробнее в материале https://jur.action360.ru/#/document/118/23383/actual/	2023-12-28T07:28:18.116	использование факсимиле первичный документ
kuber	3.0	17	Взаимно, с наступающими праздниками - смелых, оригинальных решений в НГ)	491367	Федеральные праздничные дни устанавливает часть 1 статьи 112 ТК. Подробнее смотрите https://vip.1jur.ru/#/document/86/391138/actual/	2023-12-28T08:29:29.831	новогодний праздник
kuber	3.0	193	Здравствуйте. Необходимы ссылки на законы когда врач может оказаться от пациента	516464	Чтобы разрешить поверенному представлять интересы пациента, нужно выдать доверенность в простой письменной форме. Читайте подробнее https://gjur.action360.ru/#/document/118/119363/actual/	2023-12-28T08:40:38.873	доверенность пациент
kuber	3.0	17	Планируем в ЕГРЮЛ указать электронную почту юридического лица. Какие есть риски?	555950	Электронная подпись (далее — ЭП) бывает двух видов: простая и усиленная. Подробнее в материале https://vip.1jur.ru/#/document/86/638190/actual/	2023-12-28T12:08:25.265	электронный подпись юридический лицо с 01 01 2022
kuber	3.0	193	Здравствуйте. Форма анкеты для госслужбы	471741	Когда работодатель намерен принять на работу бывшего государственного или муниципального служащего, он должен проверить, подпадает ли будущий сотрудник под действие антикоррупционного законодательства. Подробнее см. https://gjur.action360.ru/#/document/16/51092/actual/	2023-12-29T06:30:42.201	анкета бывший гос служащий прием работа
kuber	3.0	223	государственная пошлина при подаче заявления о пропуске срока исковой давности в арбитражный суд	450443	Госпошлина или судебный сбор – плата за рассмотрение дела в арбитражном суде. Подробнее см. https://plus.1jur.ru/#/document/86/413510/actual/	2023-12-29T06:37:29.270	госпошлина подача иск арбитражный суд
kuber	3.0	11	Доброе утро! Подскажите, что нужно предъявить контрагенту чтобы подтвердить машиночитаемую доверенность?	555976	Выдать электронную доверенность – значит сформировать электронный документ. Смотрите подробнее https://www.1jur.ru/#/document/86/638218/actual/	2023-12-29T07:20:12.016	порядок оформление машиночитаемый доверенность
kuber	3.0	223	нужен список номенклатуры товара перевозка которого будет с применением эдо	555949	Мы дали ответы на самые частые вопросы юристов: можно ли использовать электронную подпись старого образца, как получить новые подписи на компанию и ее сотрудников, как выдать электронную доверенность. Ссылка по вашему вопросу https://plus.1jur.ru/#/document/16/140319/actual/	2023-12-29T07:30:39.294	применение эдо с 2023 год
kuber	3.0	223	нужен список номенклатуры товара перевозка которого будет с применением эдо	555949	Мы дали ответы на самые частые вопросы юристов: можно ли использовать электронную подпись старого образца, как получить новые подписи на компанию и ее сотрудников, как выдать электронную доверенность. Ссылка по вашему вопросу https://plus.1jur.ru/#/document/16/140319/actual/	2023-12-29T07:31:00.359	применение эдо с 2023 год
kuber	3.0	223	Как определить когда (дата?) в егрн была внесена информация о новой кадастровой стоимости?	468776	Изменять вид разрешенного использования земли нужно по правилам землепользования и застройки, которые устанавливает администрация муниципального образования. Вот ссылка по вашему вопросу https://plus.1jur.ru/#/document/86/488131/actual/	2023-12-29T08:35:59.875	вносить изменение егрн вид разрешать использование
kuber	3.0	22	договор пожертвования регулируется ли 44-фз?	10586	Чтобы компания пожертвовала другой организации деньги, нужно составить договор. Смотрите подробнее https://budget.1jur.ru/#/document/118/25754/actual/	2024-01-09T05:45:25.263	договор пожертвование н
kuber	3.0	17	положение о кассовой дисциплине в фз о банках и банковской системе	38988	Чтобы создать приемочную комиссию для приемки товаров, работ или услуг, результатов отдельного этапа исполнения контракта, нужно издать приказ. Читайте подробнее https://vip.1jur.ru/#/document/118/69418/actual/	2024-01-09T05:55:46.241	положение проведение экспертиза 44 фз
kuber	3.0	17	размер госпошлины при подаче встречного иска с арбитражном суде	550534	Госпошлина за подачу заявления о принятии обеспечительных мер — 3000 руб. Размер госпошлины не зависит от количества обеспечительных мер, которые просите суд применить, от цены иска и стоимости спорного имущества (подп. 9 п. 1 ст. 333.21 НК, абзац 4 п. 27 постановления Пленума ВАС от 11.07.2014 № 46). Подробнее см. https://vip.1jur.ru/#/document/86/611665/actual/	2024-01-09T06:21:42.275	размер госпошлина обеспечительный мера арбитражный суд
kuber	3.0	11	порядок регистрации замены двигателя на транспортном средстве	555734	Чтобы зарегистрировать НКО, деятельность которых регулирует Закон об НКО, нужно подавать документы в территориальное отделение Минюста. Подробнее см. https://www.1jur.ru/#/document/12/486861/actual/	2024-01-09T06:26:06.944	порядок регистрация некоммерческий организация
kuber	3.0	11	Добрый день. Как часто директор организации должен проходить обучение по охране труда?	564585	Руководитель организации должен пройти обучение общим вопросам охраны труда при приеме на работу, но не позднее 60 дней, затем – не реже одного раза в три года. Ссылка по вашему вопросу https://www.1jur.ru/#/document/12/492868/actual/	2024-01-09T07:13:34.977	обучение руководитель охрана труд
kuber	3.0	11	здравствуйте, нужна форма трудового договора с дистанционным сотрудником	9663	Чтобы принять на работу сотрудника на удаленную работу и платить ему ежемесячный оклад, оформите с ним трудовой договор на дистанционный труд. Подробнее в материале https://www.1jur.ru/#/document/118/85617/actual/	2024-01-09T07:36:50.927	трудовой договор дистанционный работник
kuber	3.0	17	Госпошлина при подаче апелляционной жалобы в арбитражный суд	547965	За подачу апелляционной жалобы в суд общей юрисдикции нужно заплатить госпошлину в размере 150 руб. для граждан и 3 тыс. руб. для организаций (подп. 9 п. 1 ст. 333.19 НК). Читайте подробнее https://vip.1jur.ru/#/document/16/111218/actual/	2024-01-09T07:55:15.652	госпошлина подача апелляционный жалоба суд общий юрисдикция
kuber	3.0	11	Продажа 100% доли ООО с одним учредителем родственнику.	445053	Чтобы продать 100 процентов долей в уставном капитале ООО, нужно собрать комплект документов, которые подтвердят полную оплату доли и право распоряжаться долей. Подробнее смотрите https://www.1jur.ru/#/document/12/353266/actual/	2024-01-09T07:56:06.799	решение единственный участник продажа 100 доля ооо
kuber	3.0	11	изменения законодательства в 2024 году	570811	В рекомендации — все изменения, которые нужно учитывать юристам в 2024 году. Смотрите подробнее https://www.1jur.ru/#/document/16/142508/actual/	2024-01-09T09:36:48.067	изменение законодательство 2024
kuber	3.0	17	Добрый день! Можно в одностороннем порядке Поставщику отказаться от договора поставки?	438603	Чтобы отказаться от исполнения договора поставки, поставщик должен направить покупателю уведомление о расторжении. Читайте подробнее https://vip.1jur.ru/#/document/16/50255/actual/	2024-01-09T10:57:56.536	продавец отказываться поставка товар
kuber	3.0	223	Необходима форма договора на продажу кузова автомобиля, бывшего в употреблении	11361	В договоре купли-продажи опишите предмет договора, укажите количество товара, подробно опишите его состояние и недостатки. Подробнее в материале https://plus.1jur.ru/#/document/118/82084/actual/	2024-01-09T11:39:02.869	договор разовый купля продажа товар бывший употребление
kuber	3.0	17	как в договоре прописать отлагательное условие - ипотека	405804	Пропишите в договоре, что права или обязанности стороны по определенному вопросу возникнут, только если произойдет конкретное обстоятельство. Далее читайте https://vip.1jur.ru/#/document/86/258062/actual/	2024-01-09T12:39:05.230	договор с отлагательный условие 157 гк
kuber	3.0	17	Добрый день. С какого момента новый генеральный директор вступает в свои полномочия	434298	Генеральный директор вступает в должность с даты избрания. Подробнее см. https://vip.1jur.ru/#/document/86/319479/actual/	2024-01-09T13:15:31.467	с какой момент действовать новый генеральный директор
kuber	3.0	17	как узаконить незаконную перепланировку квартиры в многоэтажном доме?	494818	Согласовывать перепланировку надо в органах местного самоуправления по месту нахождения недвижимого имущества (ч. 1 ст. 26 ЖК). Далее см. https://vip.1jur.ru/#/document/86/530998/actual/	2024-01-09T13:57:04.761	незаконный перепланировка квартира
kuber	3.0	11	Добрый день! что получает участник ооо при присоединении его ООО к другому ооо	45716	Перед тем как провести присоединение ООО, нужно подготовиться: принять решение о созыве общего собрания участников, провести инвентаризацию активов и обязательств. Далее читайте https://www.1jur.ru/#/document/16/72253/actual/	2024-01-09T14:31:17.329	присоединение ооо ооо
kuber	3.0	11	Можно ли установить директору ООО испытательный срок при заключении трудового договора?	422791	Если генеральный директор – один из учредителей, акционеров или наемный работник, трудовой договор заключают по общим правилам. Подробнее смотрите https://www.1jur.ru/#/document/86/429273/actual/	2024-01-09T14:54:40.130	кто подписывать трудовой договор с генеральный директор ооо единственный учредитель
kuber	3.0	11	Подскажите, может ли ответственный за пожарную безопасность устроен по совместительству, в нескольких организациях?	463089	Основные требования пожарной безопасности установило постановление Правительства от 16.09.2020 № 1479. Читайте подробнее https://www.1jur.ru/#/document/86/481275/actual/	2024-01-16T06:00:42.617	пожарный безопасность мкд
kuber	3.0	11	можно ли направить копию искового заявления через электронную почту	583784	Заявление о возбуждении исполнительного производства вместе с оригиналом исполнительного документа также можно направить в отделение ФССП по почте. Подробнее смотрите https://www.1jur.ru/#/document/16/144589/actual/	2024-01-16T06:05:40.873	направлять пристав заявление возбуждение исполнительный производство почта
kuber	3.0	22	Добрый день, какой документ замена утратившему силу Санитарными правилами по дератизации сп 3.5.3.3223-14 ?	13688	В договоре на дезинфекцию, дератизацию и дезинсекцию опишите перечень, объем и место оказания услуг. Смотрите подробнее https://budget.1jur.ru/#/document/118/83580/actual/	2024-01-16T06:10:42.287	договор дератизация дезинсекция
kuber	3.0	17	кто подписывает приказ о продлении полномочий наёмного директора в ООО где один учредитель	10080	Если директора переизбрали на новый срок, следует составить приказ о переизбрании. Читайте подробнее https://vip.1jur.ru/#/document/118/59345/actual/	2024-01-16T06:21:12.159	продление полномочие ли приказ директор
kuber	3.0	11	Добрый день! Для каких работ не требуется допуска СРО	523718	Из этого правила есть исключения — случаи, когда сделка отвечает всем признакам крупной, но одобрять ее не нужно. Ссылка по вашему вопросу https://www.1jur.ru/#/document/86/585929/actual/	2024-01-16T06:29:37.683	совершение крупный сделка не требоваться одобрение
kuber	3.0	192	Помогите найти документ: приказа минстроя 614 от 26.07.2022	442609	Если нужно найти закон, приказ или другой нормативно-правовой документ по номеру, дате, названию принявшего органа и другим признакам, воспользуйтесь поиском по реквизитам. Ссылка по вашему вопросу https://jur.action360.ru/#/document/16/51224/actual/	2024-01-16T07:26:03.025	постановление правительство рф 07 04 2022 611
kuber	3.0	223	259.3 гк рф, судебная практика по этой статье	526297	Устав автомобильного транспорта определяет, как перевозить пассажиров, багаж и грузы и предоставлять услуги пассажирам, фрахтователям, грузоотправителям, грузополучателям, перевозчикам и фрахтовщикам. Ссылка по вашему вопросу https://plus.1jur.ru/#/document/86/589674/actual/	2024-01-16T07:30:59.995	259 фз
kuber	3.0	17	как уволить инвалида 1 группы	472671	Принимать инвалида на работу нужно в общем порядке. Подробнее смотрите https://vip.1jur.ru/#/document/86/493583/actual/	2024-01-16T08:14:22.234	работа инвалид
kuber	3.0	11	Мораторий на проверки на 2024 год не продлен случайно?	571075	С 1 января к плановым контрольным мероприятиям профильных ведомств нужно готовиться организациям с высоким или чрезвычайно высоким риском, компаниям, которые работают с опасными производственными объектами II класса опасности или используют гидротехнические сооружения II класса. Читайте подробнее https://www.1jur.ru/#/document/86/665515/actual/	2024-01-16T08:42:32.639	путин продлять мораторий проверка 2024
kuber	3.0	192	практика взыскания задолженности с граждан -потребиетелей коммунальных услуг по разделенным платежным документам (лицевым счетам)	408161	Чтобы каждый собственник платил сам за себя, нужно подать в ТСЖ или управляющую компанию заявление с просьбой разделить лицевые счета и правоустанавливающий документ на помещение. Вот ссылка по вашему вопросу https://jur.action360.ru/#/document/86/262344/actual/	2024-01-16T09:24:49.844	разделять лицевой счет уплата коммунальный платеж
kuber	3.0	11	дополнительное соглашение трудовому договору в связи с реорганизацией в форме присоединения	10119	Используйте этот шаблон, когда хотите поменять сторону в договоре аренды. Подробнее см. https://www.1jur.ru/#/document/118/81538/actual/	2024-01-16T09:49:28.550	дополнительный соглашение заключать договор смена сторона договор связь с реорганизация юридический лицо путем присоединение
kuber	3.0	192	Подскажите какие АО должны составлять годовой отчет ( не бухгалтерский я имею ввиду)	450616	Рекомендуем использовать этот образец, чтобы составить годовой отчет акционерного общества. Подробнее смотрите https://jur.action360.ru/#/document/118/69401/actual/	2024-01-16T10:08:24.451	годовой отчет эмитент
kuber	3.0	223	Добрый день, при каких условиях можно отменить решение участника ООО ?	541400	Решение об отмене административки вступит в силу за 10 дней.Решение вступит в силу, если за это время его не обжаловали. Подробнее смотрите https://plus.1jur.ru/#/document/16/137935/actual/	2024-01-16T10:39:57.716	какой срок административка отменять решение арбитражный суд
kuber	3.0	223	Добрый день!  Нужна форма Приложения на изготовление и поставку продукции	521123	Приложения к договору нужно составлять в письменном виде, чтобы закрепить условия сделки. Вот ссылка по вашему вопросу https://plus.1jur.ru/#/document/86/580385/actual/	2024-01-16T10:46:22.693	впечатывать дата и номер договор приложение являться форма
kuber	3.0	17	Нужен устав для ООО, 1 учредитель	470323	Устав ООО с единственным участником нужно составить письменно в свободной форме. Смотрите подробнее https://vip.1jur.ru/#/document/118/94579/actual/	2024-01-16T11:30:26.093	устав ооо c один учредитель
kuber	3.0	11	добрый день, какой срок рассмотрения претензии по делам о защите прав потребителей	1439	Срок для ответа на претензию стороны могут указать в договоре или самой претензии. Смотрите подробнее https://www.1jur.ru/#/document/86/155194/actual/	2024-01-16T13:05:23.643	срок рассмотрение претензия
kuber	3.0	11	образец договора при оформлении через аккредитив	11630	В договоре купли-продажи квартиры укажите данные, которые позволяют установить объект для продажи. Смотрите подробнее https://www.1jur.ru/#/document/118/81916/actual/	2024-01-15T13:21:55.236	договор купля продажа альтернатива с аккредитив
kuber	3.0	17	Договор дарения на новогодний подарок ребенку сотрудника заключается или нет?	11852	Чтобы подарить работникам подарки, можно составить договор. Вот ссылка по вашему вопросу https://vip.1jur.ru/#/document/118/59272/actual/	2024-01-15T13:31:50.565	договор дарение новогодний подарок ребенок работник с акт прием передача
kuber	3.0	11	Каковы последствия неисполнения обязанности по доказыванию?	448213	Если должник подпадает под мораторий на банкротство и не заявлял об отказе от него, то для кредитора действуют ограничения на взыскание финансовых санкций и получение денег по исполнительным листам. Далее см. https://www.1jur.ru/#/document/86/464057/actual/	2024-01-15T15:22:45.817	последствие мораторий банкротство
kuber	3.0	11	Добрый день. Передайте, пожалуйста, мой вопрос экспрту.	555961	Передавать усиленную электронную подпись незаконно. Ссылка по вашему вопросу https://www.1jur.ru/#/document/12/486930/actual/	2024-01-16T03:47:38.577	владелец эцп передавать полномочие
kuber	3.0	223	Добрый день! какой сейчас действует санпин к содержанию общежитий для работников ?	399700	В таблице собрали информацию о том, какие санкции грозят за нарушение санитарных правил в отношении здоровья, жизни и питания граждан, содержания зданий, сооружений и транспорта, качества питьевой воды, товаров и услуг, отдыха, здоровья и воспитания детей, обращения с отходами, использования санитарной зоны источников питьевой воды, исполнения технических регламентов. Ссылка по вашему вопросу https://plus.1jur.ru/#/document/16/116056/actual/	2024-01-16T05:21:35.994	санпин 3685
