bot	sys	pubid	text	templateId	templateText	timestamp	etalon_text
kuber	2.0	16	когда сдавать форму 10 в военкомат?	559134	Чтобы поставить сотрудника на воинский учет, заполните карточку учета по форме №10. Далее читайте https://vip.1kadry.ru/#/document/86/644482/actual/	2023-12-26T12:59:40.311	форма 10 военкомат
kuber	2.0	16	а когда сдавать форму 10 в военкомат?	559134	Чтобы поставить сотрудника на воинский учет, заполните карточку учета по форме №10. Далее читайте https://vip.1kadry.ru/#/document/86/644482/actual/	2023-12-26T13:01:34.897	форма 10 военкомат
kuber	2.0	222	какие специальности могут работать дистанционно?	556275	У работодателя нет обязанности проводить обучение по охране труда и инструктажи по охране труда для дистанционного работника. Далее читайте https://plus.1kadry.ru/#/document/12/487321/actual/	2023-12-26T11:14:56.037	инструктаж работник работать дистанционно
kuber	2.0	16	всегда ли предоставляется учебный отпуск сотрудникам	453137	Сотрудникам, которые совмещают работу с получением образования, работодатели должны предоставлять дополнительные отпуска с сохранением среднего заработка, которые для удобства называют еще учебными отпусками. Далее см. https://vip.1kadry.ru/#/document/86/150112/actual/	2023-12-26T11:18:44.953	какой случай предоставляться учебный отпуск
kuber	2.0	16	Какие имеются риски при заключении дополнительного соглашения о продлении срока	496298	Максимальная продолжительность временного перевода – один год. В тех случаях, когда сотрудник заменяет другого, временно отсутствующего сотрудника, перевод может длиться и дольше – до тех пор пока другой сотрудник вновь не приступит к работе. Ссылка по вашему вопросу https://vip.1kadry.ru/#/document/86/532774/actual/	2023-12-26T11:23:48.502	прописывать дополнительный соглашение перевод испытательный срок
kuber	2.0	222	Добрый день! Можно ли уволить сотрудника по собственному желанию в последний день отпуска?	553757	Работник имеет право уволиться по собственному желанию в период отпуска, в том числе который предоставили авансом. Подробнее см. https://plus.1kadry.ru/#/document/12/485108/actual/	2023-12-26T11:27:05.583	увольнять собственный желание последний день отпуск
kuber	2.0	222	Добрый день, подскажите какая форма подается в военкомат при приеме и увольнении сотрудника	559153	Сдавайте в военкомат карточку учета организации по форме № 18. Подробнее в материале https://plus.1kadry.ru/#/document/86/644479/actual/	2023-12-26T11:29:42.590	какой отчет и когда подавать военкомат
kuber	2.0	10	Добрый день, подскажите как оплатить отгул за работу в праздничный день	405567	Вместо повышенной оплаты за работу в выходной или праздничный день сотрудник может взять другой день отдыха, его еще называют отгул. Ссылка по вашему вопросу https://www.1kadry.ru/#/document/16/45967/actual/	2023-12-26T11:36:21.909	оплачивать отгул работа выходной день
kuber	2.0	10	добрый день! какими документами подтверждается льготный стаж на электросварщика?	485970	Сотруднику предоставляют отпуск за каждый год работы. Подробнее в материале https://www.1kadry.ru/#/document/12/441462/actual/	2023-12-26T11:59:35.798	какой отпуск входить стаж
kuber	2.0	189	как правильно оформить дистанционного работника	556268	Отношения с дистанционным сотрудником оформляйте по общим правилам, но при этом в работе с дистанционным сотрудником учтите определенные особенности. Далее см. https://gkd.action360.ru/#/document/16/140369/actual/	2023-12-26T12:08:53.206	оформлять дистанционный работа
kuber	2.0	189	Как правильно оформить на работу дистанционного работника?	556268	Отношения с дистанционным сотрудником оформляйте по общим правилам, но при этом в работе с дистанционным сотрудником учтите определенные особенности. Далее см. https://gkd.action360.ru/#/document/16/140369/actual/	2023-12-26T12:09:15.105	оформлять дистанционный работа
kuber	2.0	10	здравствуйте. Можно ли заключить договор оказания услуг с несовершеннолетним (15 лет)?	541802	Организация вправе заключать трудовые договоры с подростками, которым исполнилось 16 лет. Далее читайте https://www.1kadry.ru/#/document/86/612918/actual/	2023-12-27T05:49:51.593	оформление трудовой договор с несовершеннолетний
kuber	2.0	16	Доброе утро. Вопрос - обязан ли кадровик хранить распечатку электронной трудовой книжки сотрудника?	490116	Закон не обязывает работодателя хранить в бумажном виде СЗВ-ТД. Подробнее в материале https://vip.1kadry.ru/#/document/12/443411/actual/	2023-12-27T05:53:26.753	обязывать ли работодатель хранить отчет сзв тд
kuber	2.0	10	Подскажите пожалуйста на каком бланке подать сведения в военкомат о рождении ребенка?	526687	Включите в персонифицированные сведения застрахованных лиц. Вот ссылка по вашему вопросу https://www.1kadry.ru/#/document/86/533269/actual/	2023-12-27T06:10:20.196	включать персонифицировать сведение материальный помощь рождение ребенок необлагаемый часть
kuber	2.0	16	внесение записи в трудовую книжку	472560	В трудовой книжке в графе 1 поставьте порядковый номер записи, а в графе 2 дату выдачи книжки на руки. Вот ссылка по вашему вопросу https://vip.1kadry.ru/#/document/86/356290/actual/	2023-12-27T06:19:54.370	внесение запись ведение трудовой книжка
kuber	2.0	16	МРОТ с 1 января 2024	565680	С 1 января 2024 года новый МРОТ – 19 242 руб. По сравнению с предыдущим годом МРОТ вырос на 18,5 процента (ст. 1 Федерального закона от 27.11.2023 № 548-ФЗ). Вот ссылка по вашему вопросу https://vip.1kadry.ru/#/document/16/141977/actual/	2023-12-27T06:21:06.164	мрот с 1 январь 2024 год
kuber	2.0	189	доброе утро, можете написать изменения по воинскому учету с 1 января	563340	С 1 октября действуют новые штрафы за воинский учет, а с 5 августа у работодателей появились новые обязанности. Подробнее см. https://gkd.action360.ru/#/document/86/644452/actual/	2023-12-27T06:21:45.161	изменение воинский учет с 14 04 2023 быть становиться
kuber	2.0	189	"а может еще сказать: ничего нового про ""Реестр воинского учета"" не появилось?"	559141	Закрепите должностные обязанности специалистов, которые будут вести воинский учет, в трудовом договоре или должностной инструкции. Читайте подробнее https://gkd.action360.ru/#/document/86/644474/actual/	2023-12-27T06:27:27.290	новый обязанность кадровик воинский учет
kuber	2.0	16	за время отсутствия сотрудника за свой счет, отпускные дни копятся?	485976	Если у сотрудника были периоды, которые не входят в стаж для ежегодного оплачиваемого отпуска, то дату окончания рабочего года сотрудника сдвигайте на количество календарных дней, которые не вошли в стаж (ст. 121 ТК, письма Роструда от 14.06.2012 № 854-6-1, Минтруда от 23.11.2018 № 14-2/В-933). Подробнее в материале https://vip.1kadry.ru/#/document/12/441445/actual/	2023-12-27T06:37:02.266	отпуск свой счет увеличивать отпускной период
kuber	2.0	16	Все изменения на 2024 год	565674	Мы собрали все изменения, которые повлияют на работу кадрового специалиста в 2024 году. Вот ссылка по вашему вопросу https://vip.1kadry.ru/#/document/16/141977/actual/	2023-12-27T06:37:44.518	изменение 2024 год
kuber	2.0	191	Добрый день, если у работника условия труда п. 4.7, 5.1 и 6.2.,	568030	Условия труда на рабочем месте в трудовом договоре укажите на основе результатов специальной оценки условий труда, которые указаны в карте спецоценки. Смотрите подробнее https://kd.action360.ru/#/document/12/494588/actual/	2023-12-27T06:37:49.211	2 класс условие труд трудовой договор
kuber	2.0	10	доброе утро помогите, пожалуйста, найти алгоритм перевода сотрудника с 0,5 ставки на 0,25	496245	Независимо от того, кто выступает инициатором перевода, чтобы оформить перевод необходимо внести изменения в трудовой договор. Смотрите подробнее https://www.1kadry.ru/#/document/86/532734/actual/	2023-12-27T06:43:05.845	оформлять перевод работник с 0 5 ставка 0 3 ставка
kuber	2.0	10	Вы можете проверить корректность расчета отпуска при увольнении?	449309	Компенсацию за неиспользованный отпуск рассчитайте за каждый год, в котором сотрудник не использовал или не полностью использовал отпуск. Далее см. https://www.1kadry.ru/#/document/86/154264/actual/	2023-12-27T07:04:26.247	правило расчет отпуск увольнение
kuber	2.0	10	добрый день, при вахтовом методе работы какова оплата новогодних праздников?	496223	Независимо от того, кто выступает инициатором перевода, получите согласие сотрудника на перевод. Ссылка по вашему вопросу https://www.1kadry.ru/#/document/16/128979/actual/	2023-12-27T07:24:03.830	перевод с вахтовый метод работа постоянный
kuber	2.0	10	Приветствую! В какие сроки сдается отчет по ЧАЗ в государственную инспекцию труда?	490052	Сведения по форме СЗВ-ТД подавайте не позднее следующего рабочего дня после даты издания приказа о приеме или увольнении сотрудника, либо приказа о приостановлении или возобновлении договора. Вот ссылка по вашему вопросу https://www.1kadry.ru/#/document/86/521002/actual/	2023-12-27T07:26:04.517	какой срок подавать отчет сзв тд
kuber	2.0	16	как заполнить и сдать сведения о трудовой деятельности по ефс-1 на 2024 год	565677	СФР принял новую форму сведений для персонифицированного учета ЕФС-1 и порядок ее заполнения. Смотрите подробнее https://vip.1kadry.ru/#/document/16/141977/actual/	2023-12-27T07:30:09.152	ефс 1 2024
kuber	2.0	10	в период с 1983 по 2002 год если отпуск не использован - он сгорает?	485970	Сотруднику предоставляют отпуск за каждый год работы. Смотрите подробнее https://www.1kadry.ru/#/document/12/441462/actual/	2023-12-27T07:41:19.916	использовать отпуск межвахтовый период
kuber	2.0	16	Кто должен делать временную регистрацию для иностранных граждан в общежитии работодателя	560457	Основание для заключения срочного трудового договора – временное отсутствие основного сотрудника. Далее читайте https://vip.1kadry.ru/#/document/12/490708/actual/	2023-12-27T07:45:46.003	прием иностранный гражданин работа с временный регистрация пребывание
kuber	2.0	222	День добрый. Есть ли информация по северным надбавкам по территориям	547690	Размер процентной надбавки за работу в северных и иных территориях с особыми климатическими условиями зависит от района, в котором работает сотрудник, его возраста и стажа работы. Смотрите подробнее https://plus.1kadry.ru/#/document/16/117899/actual/	2023-12-27T08:24:12.520	северный надбавка
kuber	2.0	191	сроки сдачи отчетности в центр занятости в январе 2024	509343	В центр занятости ежемесячно сдавайте сведения о вакансиях, сведения о квотируемых местах для инвалидов, сведения о профессиональной реабилитации и содействии занятости инвалидов, сведения о том, что ввели процедуру банкротства. Далее см. https://kd.action360.ru/#/document/16/131572/actual/	2023-12-27T08:38:30.020	отчетность центр занятость
kuber	2.0	12	здравствуйте. какие особенности нужно учесть при совмещении по должности водителя?	490129	Совмещение должностей в отчете СЗВ-ТД не отражайте. Ссылка по вашему вопросу https://budget.1kadry.ru/#/document/12/443249/actual/	2023-12-27T08:40:13.139	указываться ли совмещение должность сзв тд
kuber	2.0	222	Добрый день! На какие НПА  ссылаться при изменении нагрузки преподавателя СПО.	2641	В Системе Кадры есть готовые образцы трудовых договоров для различных работников в зависимости от условий приема на работу и должности. Ссылка по вашему вопросу https://plus.1kadry.ru/#/document/16/64929/actual/	2023-12-27T08:48:34.331	трудовой договор преподаватель организатор обж
kuber	2.0	10	Добрый день! Может ли внутренний совместитель не брать отпуск одновременно с основным?	7961	Сотрудникам-совместителям ежегодный отпуск предоставляют одновременно с отпуском по основному месту работы. Далее см. https://www.1kadry.ru/#/document/86/149060/actual/	2023-12-27T09:25:06.525	отпуск внутренний совместитель не менее 14 день
kuber	2.0	16	Добрый день! Как продлить срочный трудовой договор  еще на один год?	560443	Если собираетесь продлить трудовые отношения на определенный срок, сделать это можно через увольнение и прием на работу по новому срочному договору. Далее читайте https://vip.1kadry.ru/#/document/12/490704/actual/	2023-12-27T09:25:36.580	трудовой кодекс срочный трудовой договор продлять
kuber	2.0	16	Добрый день Нужно ли горничной в отеле предоставлять справку о судимости	560457	Основание для заключения срочного трудового договора – временное отсутствие основного сотрудника. Далее читайте https://vip.1kadry.ru/#/document/12/490708/actual/	2023-12-27T09:42:29.210	какой сотрудник должный прием приносить справка отсутствие судимость
kuber	2.0	222	Добрый день! Нужно ли горничной в отеле предоставлять справку о судимости?	560457	Основание для заключения срочного трудового договора – временное отсутствие основного сотрудника. Вот ссылка по вашему вопросу https://plus.1kadry.ru/#/document/12/490708/actual/	2023-12-27T09:46:53.221	какой сотрудник должный прием приносить справка отсутствие судимость
kuber	2.0	16	какие изменения будут с 2024 года	565674	Мы собрали все изменения, которые повлияют на работу кадрового специалиста в 2024 году. Вот ссылка по вашему вопросу https://vip.1kadry.ru/#/document/16/141977/actual/	2023-12-27T03:14:57.018	какой кадровый изменение 2024
kuber	2.0	16	Здравствуйте. Требования к должности зубного врача	513487	Укажите в графе 6 кодовое обозначение выполняемой функции. Смотрите подробнее https://vip.1kadry.ru/#/document/86/524144/actual/	2023-12-27T03:35:52.094	окт главный врач
kuber	2.0	191	Инвалида III группы можно уволить по сокращению штатов?	495797	Уволить сотрудника, который в день запланированного сокращения находится на больничном, можно только в первый день, когда он выйдет на работу (апелляционное определение Иркутского областного суда от 27.11.2014 № 33-9762/2014). Подробнее см. https://kd.action360.ru/#/document/12/448772/actual/	2023-12-27T04:13:06.460	увольнять сокращение штат сотрудник больничный
kuber	2.0	12	здравствуйте. как привлечь сотрудника к работе в праздничный день, с оплатой двойного размера	405529	Оплатить работу в выходные или праздники нужно не менее чем в двойном размере. Подробнее смотрите https://budget.1kadry.ru/#/document/16/64049/actual/	2023-12-27T04:50:33.249	привлечение работа выходной день полный рабочий день с оплата труд двойной размер
kuber	2.0	10	Доброе утро! Если работник идет в отпуск 9.01.2024, выплату отпускных какого числа можно сделать?	441131	Отпускные сотруднику нужно выплатить не позднее чем за три календарных дня до даты начала отпуска. Далее читайте https://www.1kadry.ru/#/document/86/152108/actual/	2023-12-27T05:11:31.334	выплата отпускной
kuber	2.0	16	здравствуйте) подскажите пожалуйста образец приказа, как добавить количество штатных единиц в ШР	573416	Работодатель сам решает, оформлять ему приказ о приеме на работу или нет. Ссылка по вашему вопросу https://vip.1kadry.ru/#/document/86/671043/actual/	2023-12-27T01:48:25.619	образец приказ прием работа 0 5 штатный единица
kuber	2.0	16	По ссылке вопрос по поводу присвоения разряда, возможно прикрепили не ту, которую хотели.	498616	Если сотруднику в период работы присвоили новый разряд, класс, категорию или он получил вторую и последующие профессии, то отразите это в трудовой книжке в разделе «Сведения о работе».В графе 1 поставьте очередной порядковый номер записи, а в графе 2 укажите дату, когда работнику установили новую профессию или присвоили разряд. Подробнее в материале https://vip.1kadry.ru/#/document/16/129348/actual/	2023-12-27T10:21:16.111	запись трудовой книжка присвоение разряд
kuber	2.0	10	для чего нужна при увольнении выписка из отчета ефс-1	525919	Срок сдачи персонифицированных сведений в ИФНС — не позднее 25-го числа каждого месяца, следующего за истекшим. Далее читайте https://www.1kadry.ru/#/document/86/533260/actual/	2023-12-27T10:32:00.154	увольнение работник выдавать выписка ефс 1 и персонифицировать сведение
kuber	2.0	10	Добрый день. Подскажите как правильно оформить работнику отгул	405567	Вместо повышенной оплаты за работу в выходной или праздничный день сотрудник может взять другой день отдыха, его еще называют отгул. Подробнее см. https://www.1kadry.ru/#/document/16/45967/actual/	2023-12-27T10:50:06.925	оформлять отгул работа выходной день
kuber	2.0	191	Мрот г. Москва, Московская область	569942	Для организаций, финансируемых из федерального бюджета, МРОТ составляет 16 242 руб. Подробнее в материале https://kd.action360.ru/#/document/16/142650/actual/	2023-12-27T11:03:20.785	мрот московский область
kuber	2.0	10	Добрый день! Подскажите с какого времени нужно сдавать новую форму отчета ЕФС-1	499910	С 1 января 2023 года в Социальный фонд нужно сдавать новый отчет ЕФС-1. Вот ссылка по вашему вопросу https://www.1kadry.ru/#/document/16/128518/actual/	2023-12-27T11:03:21.639	новый форма отчет ефс 1
kuber	2.0	10	Добрый день! Каков минимальный срок предупреждения сотрудника  о графике сменности? За 3 дня?	560458	Чтобы заключить срочный трудовой договор, сначала проверьте, есть ли для этого основания. Подробнее в материале https://www.1kadry.ru/#/document/16/141048/actual/	2023-12-27T11:04:42.361	срок предупреждение окончание срок трудовой договор
kuber	2.0	16	когда должен быть утверждён график отпусков на 2024г.	449022	Если составили график отпусков по унифицированной форме № Т-7, то в ней предусмотрен гриф утверждения документа, поэтому утверждать такой график отдельным приказом не нужно. Подробнее в материале https://vip.1kadry.ru/#/document/86/296268/actual/	2023-12-27T11:06:25.033	когда необходимо утверждать график отпуск
kuber	2.0	16	как правильно отменить работнику отпуск	553768	Работник имеет право уволиться по собственному желанию во время отпуску, в том числе который предоставили авансом. Ссылка по вашему вопросу https://vip.1kadry.ru/#/document/12/484988/actual/	2023-12-27T11:26:02.351	отменять отпуск увольнять работник
kuber	2.0	10	можно принять на работу 1 января	497642	Ежемесячный отчет содержит персональные данные физлиц и сведения о сумме выплат за отчетный месяц. Вот ссылка по вашему вопросу https://www.1kadry.ru/#/document/16/127207/actual/	2023-12-27T11:40:16.342	сдавать сзв м сотрудник принимать январь 2023
kuber	2.0	16	срок сдачи отчета п-4 нз в 2024 году	575319	Отчет по форме №П-4 (НЗ) сдают все работодатели, средняя численность сотрудников которых за предыдущий год превышает 15 человек. Читайте подробнее https://vip.1kadry.ru/#/document/86/674640/actual/	2023-12-27T12:13:47.566	рассчитать форма п 4 нз
kuber	2.0	222	если согласовывают компенсацию в 3 оклада	485993	Чтобы привлечь сотрудника к работе в выходной или праздничный день, уведомьте его о праве отказаться от такой работы, получите от него письменное согласие, оформите приказ и учтите мнение профсоюза, если он есть в организации. Подробнее смотрите https://plus.1kadry.ru/#/document/16/127601/actual/	2023-12-27T12:44:37.923	согласовывать привлечение работа выходной день с профсоюз
kuber	2.0	16	потеряет ли человек пособие по уходу за ребенком инвадидом при заключении договора гпх	498602	Если сотрудник потерял трудовую книжку, то должен подать заявление о выдаче дубликата трудовой книжки по последнему месту работы. Подробнее см. https://vip.1kadry.ru/#/document/16/129344/actual/	2023-12-27T13:15:19.163	человек потерять трудовой книжка
kuber	2.0	16	новая форма ЕФС-1 с 01.01.2024	565677	СФР принял новую форму сведений для персонифицированного учета ЕФС-1 и порядок ее заполнения. Смотрите подробнее https://vip.1kadry.ru/#/document/16/141977/actual/	2023-12-27T13:18:45.484	новый форма ефс 1
kuber	2.0	10	Нужно ли менять локальные акты при изменении наименования организации, добрый день	498711	"Чтобы внести запись о переименовании организации в трудовую книжку, в графе 3 следующей незаполненной строки раздела внесите запись, например: «Акционерное общество ""Альфа"" (АО ""Альфа"") 21.02.2021 переименовано в Акционерное общество ""Торговая фирма ""Гермес"" (АО ""Торговая фирма ""Гермес"")». Далее см. https://www.1kadry.ru/#/document/86/537626/actual/"	2023-12-27T13:58:25.799	запись трудовой книжка связь с изменение наименование организация
kuber	2.0	222	как составить трудовой договор с иностанными гражданами на основе патента	2641	В Системе Кадры есть готовые образцы трудовых договоров для различных работников в зависимости от условий приема на работу и должности. Ссылка по вашему вопросу https://plus.1kadry.ru/#/document/16/64929/actual/	2023-12-27T15:05:47.723	трудовой договор с гражданин украина патент
kuber	2.0	222	удерживается ли ндфл при выплате компенсации за отпуск при увольнении	449309	Компенсацию за неиспользованный отпуск рассчитайте за каждый год, в котором сотрудник не использовал или не полностью использовал отпуск. Ссылка по вашему вопросу https://plus.1kadry.ru/#/document/86/154264/actual/	2023-12-27T15:32:39.785	облагать ндфл компенсация отпуск увольнение
kuber	2.0	222	Добрый день, оплата труда в праздничные дни при сменном графике работы	405529	Оплатить работу в выходные или праздники нужно не менее чем в двойном размере. Ссылка по вашему вопросу https://plus.1kadry.ru/#/document/16/64049/actual/	2023-12-27T10:00:40.299	оплата труд выходной день график
kuber	2.0	16	должностные инструкции отдела главного механика	450279	В Системе Кадры самая большая база должностных инструкций – более 20000 готовых инструкций для типовых и уникальных должностей, по которым уже утверждены профстандарты. Подробнее см. https://vip.1kadry.ru/#/document/16/86472/actual/	2023-12-27T10:05:11.545	должностной инструкция главный механик
kuber	2.0	10	Здравствуйте, двойная оплата идет только праздничные дни или выходные тоже ?	405529	Оплатить работу в выходные или праздники нужно не менее чем в двойном размере. Подробнее смотрите https://www.1kadry.ru/#/document/16/64049/actual/	2023-12-28T04:07:04.647	расчет двойной оплата работа выходной день
kuber	2.0	12	Здравствуйте! Нужно ли подавать сведения ЕФС-1, если работник поменял фамилию?	498944	Чтобы внести изменения в кадровые документы при смене фамилии, сотрудник должен подать работодателю письменное заявление с просьбой внести такие изменения. Подробнее см. https://budget.1kadry.ru/#/document/12/451735/actual/	2023-12-28T04:16:33.459	сотрудница поменять фамилия
kuber	2.0	16	Как отказаться от ведения личный дел? какой приказ издать?	472550	Электронная трудовая книжка – это сведения о трудовой деятельности сотрудника в электронном виде. Ссылка по вашему вопросу https://vip.1kadry.ru/#/document/16/112198/actual/	2023-12-28T04:34:59.519	работник отказываться ведение электронный трудовой книжка
kuber	2.0	12	какие документы нужно запросить при приеме на работу	558785	Сотрудник должен принести обязательные документы: паспорт или другой документ, который удостоверяет личность, СНИЛС, документы воинского учета, документы об образовании, трудовую книжку. Далее читайте https://budget.1kadry.ru/#/document/16/140778/actual/	2023-12-28T12:39:45.669	список документ который запрашивать прием работа
kuber	2.0	12	продолжительность отпуска у муниципальных служащих	424785	Ежегодный отпуск государственных служащих состоит из основного и дополнительных отпусков. Читайте подробнее https://budget.1kadry.ru/#/document/12/415099/actual/	2023-12-28T12:45:10.707	отпуск государственный служащий
kuber	2.0	189	добрый день! нужен список всех действующих профстандаротов для медицинских работников (врачей)	498908	Отсутствие больничного листка на день болезни сотрудника означает, что работник не имеет права на больничное пособие за этот день. Читайте подробнее https://gkd.action360.ru/#/document/12/451597/actual/	2023-12-28T12:46:11.763	работник приносить справка врач ставить табель
kuber	2.0	16	Временный перевод он должен в конкретную дату до какого временный перевод или событие?	496286	Чтобы оформить временный перевод по соглашению сторон, заключите с сотрудником дополнительное соглашение к трудовому договору и оформите приказ о переводе. Подробнее см. https://vip.1kadry.ru/#/document/16/128980/actual/	2023-12-28T13:08:40.939	временный перевод какой время
kuber	2.0	10	добрый день, может ли первая часть отпуска быть меньше 14 календарных дней. Напрмер 5	498933	Если сотрудник согласен, то заключите дополнительное соглашение. Смотрите подробнее https://www.1kadry.ru/#/document/12/451795/actual/	2023-12-28T13:25:14.389	первый отпуск не изменение 14 кд
