sys	id	query	lem_query
1	557487	где в счет-фактуре указать номер прослеживаемого товара	где счет фактура указывать номер прослеживать товар
1	557487	счет-фактура с прослеживаемым товаром не заполнены графы 12 - 14	счет фактура с прослеживать товар не заполнять графа 12 14
1	557489	графа 20 книги продаж по прослеживаемым товарам	граф 20 книга продажа прослеживать товар
1	557489	как заполнить книгу продаж по операциям с прослеживаемыми товарами	заполнять книга продажа операция с прослеживать товар
1	557490	не заполнили в книге покупок по прослеживаемому товару пункты 16-19 .санкции	не заполнять книга покупка прослеживать товар пункт 16 19 санкция
1	557490	книга покупок при импорте прослеживаемых товаров	книга покупка импорт прослеживать товар
1	557490	заполнение книги покупок по прослеживаемому товару купленному для себя	заполнение книга покупка прослеживать товар купить себя
1	557490	как отражать прослеживаемые товары в книге покупок	отражать прослеживать товар книга покупка
1	557491	нужно ли сдавать журнал учета счетов-фактур неплательщики ндс с прослеживаемым товаров приобретенных у участников стран еаэс	сдавать журнал учет счет фактура неплательщик ндс с прослеживать товар приобретать участник страна еаэс
1	557492	вычет ндс при прослеживаемости	вычет ндс прослеживаемость
1	557492	вычет ндс по прослеживаемому товару	вычет ндс прослеживать товар
1	557492	перенос вычета по прослеживаемым	перенос вычет прослеживать
1	557492	перенос вычета по прослеживаемым ос	перенос вычет прослеживать ос
1	557493	прослеживаемость товаров продажа	прослеживаемость товар продажа
1	557494	ответ на требование по прослеживаемости	ответ требование прослеживаемость
1	557495	законодательство о прослеживаемости обязывает оформлять операции с прослеживаемыми товарами счетами-фактурами и упд в электронном виде прослеживаемых товаров у покупателя	законодательство прослеживаемость обязывать оформлять операция с прослеживать товар счет фактура и упд электронный вид прослеживать товар покупатель
1	557495	прослеживаемый товар счет-фактура или упд	прослеживать товар счет фактура или упд
1	557495	теперь счета-фактуры и универсальные передаточные документы по прослеживаемым товарам представляются в электронном виде	теперь счет фактура и универсальный передаточный документ прослеживать товар представляться электронный вид
1	557495	упд и счет-фактура прослеживаемость	упд и счет фактура прослеживаемость
1	557503	пример оформления корректировочной счет-фактуры по прослеживаемым товарам	пример оформление корректировочный счет фактура прослеживать товар
1	557503	корректировочный счет-фактура. продавец уменьшает стоимость прослеживаемых товаров	корректировочный счет фактура продавец уменьшать стоимость прослеживать товар
1	557503	корректировочный сф для прослеживаемых товаров	корректировочный сф прослеживать товар
1	557503	форма корректировочной сф с 1 июля не прослеживаемого товара	форма корректировочный сф с 1 июль не прослеживать товар
1	557503	корректировочный счет-фактура прослеживаемый товар в книге покупок	корректировочный счет фактура прослеживать товар книга покупка
1	557504	счет фактуры на аванс по прослеживаемым товарам	счет фактура аванс прослеживать товар
1	557506	что делать, если неверно указали номер прослеживаемости в упд	делать неверно указывать номер прослеживаемость упд
1	557506	как исправить счет-фактуру по прослеживаемым товарам	исправлять счет фактура прослеживать товар
1	557506	исправительные счета фактуры прослеживаемость	исправительный счет фактура прослеживаемость
1	557506	продавец не указал данные в счет-фактуре по прослеживаемости как исправить	продавец не указывать давать счет фактура прослеживаемость исправлять
1	557506	в счете-фактуре ошибочно реквизиты прослеживаемости в электронном счете фактуре	счет фактура ошибочно реквизит прослеживаемость электронный счет фактура
1	557506	как исправить декларацию если счета фактуры включены в отчет,но не указаны уау прослеживаемые товары	исправлять декларация счет фактура включать отчет но не указывать уау прослеживать товар
1	557506	прослеживаемый товар заполнение счет-фактуры ошибки	прослеживать товар заполнение счет фактура ошибка
1	557506	счет фактура внесена в декларацию ндс но не заполнен 8 лист прослеживаемых товаров как исправить?	счет фактура вносить декларация ндс но не заполнять 8 лист прослеживать товар исправлять
1	557507	кто обязан применять новые формы и форматы счетов-фактур с учетом старта системы прослеживаемости товаров?	кто обязывать применять новый форма и формат счет фактура с учет старт система прослеживаемость товар
1	557507	в какой форме выставляются счета-фактуры при реализации товаров, подлежащих прослеживаемости?	какой форма выставляться счет фактура реализация товар подлежать прослеживаемость
1	557507	отличие формы счет-фактуры для прослеживаемых товаров	отличие форма счет фактура прослеживать товар
1	557507	формат счет-фактуры с прослеживаемостью	формат счет фактура с прослеживаемость
1	557510	арендованное имущество включают в остаточную стоимость имущества обособленного подразделения для расчета налога на прибыль	арендовать имущество включать остаточный стоимость имущество обособленный подразделение расчет налог прибыль
1	524747	реорганизация в форме присоединения действия главного бухгалтера	реорганизация форма присоединение действие главный бухгалтер
1	524747	реорганизация ф форме присоединения	реорганизация ф форма присоединение
1	524747	реорганизация в форме присоединения учет	реорганизация форма присоединение учет
1	524747	реорганизация d форме присоединения	реорганизация d форма присоединение
1	524748	реорганизация в форме присоединения оценка обязательств	реорганизация форма присоединение оценка обязательство
1	524748	реорганизация в форме присоединения стоимость активов	реорганизация форма присоединение стоимость актив
1	524750	организация была реорганизована в форме присоединения к другой организации. завершение реорганизации пришлось на середину календарного квартала. при этом присоединенная организация не сдала	организация быть реорганизовывать форма присоединение другой организация завершение реорганизация приходиться середина календарный квартал это присоединять организация не сдавать
1	524750	реорганизация в форме присоединения отражение в бухотчетности правопреемника	реорганизация форма присоединение отражение бухотчетность правопреемник
1	524750	нужно ли правопреемнику предоставить бухгалтерскую отчетность в налоговую на дату реорганизации в форме присоединения	правопреемник предоставлять бухгалтерский отчетность налоговый дата реорганизация форма присоединение
1	524750	уведомление кредиторов о реорганизации в форме присоединения образец	уведомление кредитор реорганизация форма присоединение образец
1	524750	форма баланса при реорганизации в форме присоединения	форма баланс реорганизация форма присоединение
1	524751	необходимо ли заключать дополнительное соглашение к договору в случае реорганизации в форме присоединения	заключать дополнительный соглашение договор случай реорганизация форма присоединение
1	524751	реорганизация в форме присоединения трудовые отношения	реорганизация форма присоединение трудовой отношение
1	524751	при реорганизации в форме присоединения можно выплатить компенсацию за неиспользованный отпуск работнику который знает что его должности не будет у нового работодателя	реорганизация форма присоединение можно выплачивать компенсация неиспользованный отпуск работник который знать его должность не быть новый работодатель
1	524752	перевод сотрудников при реорганизации в форме присоединения	перевод сотрудник реорганизация форма присоединение
1	524753	когда увольнять сотрудников при реорганизации в форме присоединения	когда увольнять сотрудник реорганизация форма присоединение
1	524754	запись в трудовой книжке при реорганизации в форме присоединения	запись трудовой книжка реорганизация форма присоединение
1	524755	увольнение генерального директора при реорганизации компании в форме присоединения	увольнение генеральный директор реорганизация компания форма присоединение
1	524755	увольнение директора при реорганизации в форме присоединения	увольнение директор реорганизация форма присоединение
1	524755	реорганизация в форме присоединения один ген директор	реорганизация форма присоединение один ген директор
1	524755	при реорганизации в форме присоединения директорами обоих фирм является одно лицо	реорганизация форма присоединение директор оба фирма являться один лицо
1	524756	дополнительное соглашение к трудовому договору при реорганизации в форме присоединения в связи со сменой названия отдела	дополнительный соглашение трудовой договор реорганизация форма присоединение связь со смена название отдел
1	524762	реорганизация в форме присоединения обособка	реорганизация форма присоединение обособка
1	524772	согласие на распространение персональных данных от клиента организации	согласие распространение персональный данные клиент организация
1	557561	ввозной ндс по оказанным услугам по проектированию	ввозный ндс оказывать услуга проектирование
1	557561	ндс импорт транспортные услуги иностранный перевозчик	ндс импорт транспортный услуга иностранный перевозчик
1	557561	импорт услуг из армении в россию порядок налогообложения ндс	импорт услуга армения россия порядок налогообложение ндс
1	557561	импорт каких работ, услуг освобожден от ндс	импорт какой работа услуга освобождать ндс
1	33273	как оформить отпуск с последующим увольнением	оформлять отпуск с последующий увольнение
1	33274	Образец отпуска с последующим увольнением	образец отпуск с последующий увольнение
1	33275	запись в трудовую книжку отпуск с последующим увольнением	запись трудовой книжка отпуск с последующий увольнение
1	33276	трудовая книжка увольнение после отпуска	трудовой книжка увольнение после отпуск
1	33277	увольнение последним днем отпуска в выходной день	увольнение последний день отпуск выходной день
1	33278	расчет при отпуске с последующим увольнением	расчет отпуск с последующий увольнение
1	33279	компенсация при отпуске с последующим увольнением	компенсация отпуск с последующий увольнение
1	524803	срок уплаты налога на прибыль с дивидендов налоговым агентом	срок уплата налог прибыль с дивиденд налоговый агент
1	524803	кто платит налог на прибыль с дивидендов	кто платить налог прибыль с дивиденд
1	524803	налог на прибыль с дивидендов юридическому лицу	налог прибыль с дивиденд юридический лицо
1	524803	прибыль с дивидендов	прибыль с дивиденд
1	524808	Какие есть варианты отражения аренды по ФСБУ 25/2018	какой быть вариант отражение аренда фсба 25 2018
1	557581	как возместить из фсс пособие на погребение в 2023 году	возмещать фсс пособие погребение 2023 год
1	557581	как возместить пособие на погребение в фсс прямые выплаты	возмещать пособие погребение фсс прямой выплата
1	557581	как от фсс получить пособие на погребение	фсс получать пособие погребение
1	557585	отчетность ип 3-ндфл	отчетность ипать 3 ндфл
1	557585	3 ндфл ип осн	3 ндфл ипать осна
1	557592	3 ндфл ип на осно нулевая образец	3 ндфл ипать осно нулевой образец
1	557592	пример заполнения нулевую декларацию 3ндфл для ип на патенте?	пример заполнение нулевой декларация 3ндфл ипать патент
1	557592	3-ндфл нулевка ип	3 ндфл нулевка ипать
1	557599	сроки возмещения расходов по выплате пособия на погребение через фсс	срок возмещение расход выплата пособие погребение фсс
1	524834	объектами налогообложения по налогу на имущество	объект налогообложение налог имущество
1	426549	фсбу 25 аренда леса	фсба 25 аренда лес
1	426584	182н допущены ошибки	182н допускать ошибка
1	459355	электронный документооборот в учетной политике	электронный документооборот учетный политика
1	557681	налоговые вычеты по ндс налоговый агент нерезидент	налоговый вычет ндс налоговый агент нерезидент
1	557681	как налоговый агент принимает к вычету ндс	налоговый агент принимать вычет ндс
1	557681	ндс как агент вычет	ндс агент вычет
1	557681	приобретение услуг ндс налоговый агент вычет	приобретение услуга ндс налоговый агент вычет
1	557682	Приказ о проведении предсменных (предрейсовых) медицинских осмотров работников	приказ проведение предсменный предрейсовый медицинский осмотр работник
1	459381	возврат аванса при расторжении договора	возврат аванс расторжение договор
1	459381	как оформить в бухучете возврат аванса покупателю	оформлять бухучет возврат аванс покупатель
1	459381	как оформить и отразить в бухучете и при налогообложении возврат аванса по претензии контрагента	оформлять и отражать бухучет и налогообложение возврат аванс претензия контрагент
1	524917	индексация заработной платы. выберите самый выгодный для компании способ	индексация заработный плата выбирать самый выгодный компания способ
1	524917	индексация зарплаты задним числом как способ легализации зарплаты	индексация зарплата задний число способ легализация зарплата
1	524917	варианты индексации зарплаты	вариант индексация зарплата
1	524917	варианты индексации зарплаты-2023: выберите выгодный для вашей компании	вариант индексация зарплата 2023 выбирать выгодный ваш компания
1	524917	варианты индексации зпл в 2023	вариант индексация зпл 2023
1	524917	индексация заработной платы с июня 2023 варианты прибавки	индексация заработный плата с июнь 2023 вариант прибавка
1	524929	одобрение крупной сделки в процессе обычной хоз.деятельности	одобрение крупный сделка процесс обычный хоз деятельность
1	524929	крупная сделка в рамках обычной хозяйственной деятельности	крупный сделка рамка обычный хозяйственный деятельность
1	557703	справка в центр занятости	справка центр занятость
1	557703	в каких случаях работодатель должен выдать справку для пособия по безработице?	какой случай работодатель должный выдавать справка пособие безработица
1	557703	новая справка о среднем заработке	новый справка средний заработок
1	557703	справка о средней заработной плате (денежном довольствии) для определения размера пособия по безработице (стипендии)	справка средний заработный плата денежный довольствие определение размер пособие безработица стипендия
1	557703	как составить справку по безработице для сотрудника после декретного отпуска	составлять справка безработица сотрудник после декретный отпуск
1	557703	нужно ли выдавать при увольнении справку по безработице	выдавать увольнение справка безработица
1	557703	справка по безработице вахтовику	справка безработица вахтовик
1	557703	справка по безработице сразу после декрета	справка безработица сразу после декрет
1	557706	нужно ли выдавать при увольнении справку по безработице	выдавать увольнение справка безработица
1	557706	Кому работодатель должен выдать справку о заработке для расчета пособия по безработице	кто работодатель должный выдавать справка заработок расчет пособие безработица
1	492214	Справка о сторно	справка сторно
1	492214	как оформить операцию сторно	оформлять операция сторно
1	492214	как оформить справку о сторно	оформлять справка сторно
1	492214	документ сторно	документ сторно
1	524982	оспаривание крупной сделки, если отсутствует протокол учредителей	оспаривание крупный сделка отсутствовать протокол учредитель
1	557755	6-ндфл и рсв за полугодие сверка	6 ндфл и рсв полугодие сверка
1	557755	сверится 6-ндфл и рсв нельзя	сверяться 6 ндфл и рсв нельзя
1	557755	контрольные соотношения деклараций 6-ндфл и рсв	контрольный соотношение декларация 6 ндфл и рсв
1	557755	контрольные соотношения рсв и 6-ндфл 2023	контрольный соотношение рсв и 6 ндфл 2023
1	557786	ошибки в справке по безработице	ошибка справка безработица
1	557803	возврат переплаты по взносам за 2022 с енп	возврат переплата взнос 2022 с енп
1	557803	возврат переплаты на енс	возврат переплата енс
1	557808	сроки возврата налога с енс	срок возврат налог с енс
