TemplateID	LmQuery	Query
13438	аренда договор заключенный изменять срок сторона торги уменьшение	как изменить срок аренды в сторону уменьшения при заключенном договоре на торгах
13438	аренда договор дополнительный соглашение	дополнительное соглашение к договору аренды
13438	аренда договор допы соглашение	доп. соглашение к договору аренды
13900	возмездный договор оказание услуга форма	форма договора возмездного оказания услуг
13900	договор содержание экспертиза	содержание экспертизы в договоре
13900	договор экспертиза	договор на экспертизу
13900	223 государственный договор фз экспертиза	договор на государственную экспертизу по 223-фз
15268	выполнение договор исследовательский научно работа	договор на выполнение научно-исследовательские работы
15268	223 договор изыскательский проектный работа фз	договор по 223-фз на проектно изыскательские работы
15268	вы выполнение договор работа	договор на вы выполнение работ
15268	договор ниокрый форма	форма договора ниокр
21729	44 взнос гпх договор страховой фз	страховые взносы в договоре гпх по 44-фз
21729	гпх договор образец	образец договора гпх
16994	договор прописывать сумма	прописать сумму договора
16994	договор медосмотр прописывать сумма	как прописать сумму договора на медосмотры
19739	44 акт договор и копия фз	44-фз копии договоров и актов
19739	договор должный какой прикладывать участник	какие договоры должен приложить участник
19739	договор заказчик книжка конкурс копия открытый предоставление расписание требовать трудовой трудовой штатный	может ли заказчик требовать в открытом конкурсе предоставления копий трудовых книжек, трудовых договоров, штатное расписание
20051	договор практика фиктивный	фиктивных договоров практика
20051	договор практика строительный	практика договора строительного
20051	практика судебный	судебная практика
20263	договор срочный трудовой	срочный трудовой договор
20263	договор со срочный студент трудовой	срочный трудовой договор со студентом
20263	договор должность преподаватель срочный	срочный договор по должности преподаватель
21016	невозможность нмцк обоснование применение расчет рекомендация	обоснование невозможности применения рекомендаций расчета нмцк
21016	другой невозможность нмцк обоснование определение применение способ	обоснование невозможности применения других способов определения нмцк
21964	44 запрос нмцк фз форма	44-фз формы запросов для нмцк
21964	запрос коммерческий предложение форма	форма запроса коммерческого предложения
21965	запрос нмцк один ответ рассчитать	как рассчитать нмцк если на запросы один ответ
21965	запрос нмцк один ответ получать рассчитать	как рассчитать нмцк если на запросы получен один ответ
21757	223 договор еис и исполнение отчет размещать составлять фз	как составить и разместить в еис отчет об исполнении договора по 223-фз
21757	договор еис исполнение когда отчет размещать	когда разместить отчет по исполнению договора в еис
21757	223 договор исполнение когда отчет размещать фз	когда размещать отчет об исполнении договора по 223-фз
24474	единственный икз поставщик с	икз с единственным поставщиком
24474	100 единственный икз контракт поставщик присваивать рубль с тысяча	как присвоить икз в контрактах с единственным поставщиком до 100 тысяч рублей
24474	2020 год единственный икз поставщик формирование	формирование икз в 2020 году единственный поставщик
24474	единственный икз контракт ли поставщик с указывать	указывать ли икз в контрактах с единственным поставщиком
33899	госзакупки журнал ру	журнал Госзакупки.ру
33899	госзакупки журнал	журнал Госзакупки
33899	госзакупки ру	Госзакупки . ру
33900	административный доступ журнал практика	доступ к журналу Административная практика
33900	доступ журнал практика фас	доступ к журналу практика ФАС
33900	практика фас	практика ФАС
33901	госзаказ журнал и ответ	Журнал Госзаказ в вопросах и ответах
33901	госзаказ и ответ	в вопросах и ответах Госзаказ
33901	госзаказ журнал ответ	журнал Госзаказ. вопросы+ответы
33902	журнал тендер	журнал тендеры
33902	весь журнал поставщик тендер	Журнал «Поставщик все для тендеров»
33902	все поставщик тендер	Поставщик все для тендеров
33903	арбитражный журнал практика юрист	Журнал «Арбитражная практика для юристов»
33903	арбитражный практика юрист	Арбитражная практика для юриста
33903	журнал практика юрист	практика для юристов журнал
33904	журнал учет учреждение	Журнал Учет в учреждении
33904	вести учет учреждение	как вести учет в учреждении
33905	казенный учреждение фхд	вопросы ФХД казенных учреждений
33905	казенный налогообложение отчетность учет учреждение	Казенные учреждения: учет, отчетность, налогообложение
33835	допсоглашение изменение контракт стоимость	допсоглашение об изменении стоимости контракта
33835	дополнительный объем соглашение увеличение	дополнительное соглашение на увеличение объема
37373	223 договор заключение несостоявшийся торги фз	заключение договоров по несостоявшимся торгам по 223-фз
37373	223 запрос котировка не состояться фз	не состоялся запрос котировок по 223-фз
37373	договор единственный заключение несостоявшийся основание поставщик с торги	заключение договора с единственным поставщиком на основании несостоявшихся торгов
37373	аукцион договор заключение несостоявшийся порядок признавать	порядок заключения договора, если аукцион признан несостоявшимся
37373	223 договор заключение закон победитель рамка уклоняться	если победитель уклоняется от заключения договора в рамках закона № 223
37373	весь допуск закупка заявка заявка конкурс конкурс конкурс основание отказ подавать принимать протокол рассмотрение результат решение участие участие участие участник	протокол конкурса если на основании результатов рассмотрения заявок на участие в конкурсе принято решение об отказе в допуске к участию в конкурсе всех участников закупки, подавших заявки на участие
41681	график еис картридж план	в еис картриджи план график
41681	гис график новый план рис создавать	как создать новый план график в гис рис
41681	график единый заказчик информационный план размещаться система течение утверждать	утвержденный заказчиком план - график размещается в единой информационной системе в течение
41681	график еис закупка новый план функция	новые функции еис для планов-графиков закупок
41681	2020 год график заполнять план форма эб	как заполнить форму плана-графика в эб на 2020 год
41681	44 график еис инструкция источник план размещение фз	инструкция по размещению в еис план-графика по 44-фз источник/
41681	график еис и план размещение утверждение	утверждение и размещение плана графика в еис
42244	44 закупка обоснование осаго фз	обоснование закупки осаго по 44-фз
42244	закупка нмцк обоснование осаго	обоснование нмцк при закупке осаго
42244	2022 базовый определять осаго тариф	как определить базовый тариф осаго 2022
42244	осаго указание цб	осаго указания цб
42244	какой метод нмцк рассчитывать страхование услуга	услуги по страхованию каким методом нмцк рассчитывать
42244	осаго тариф	осаго тарифы
42245	базовый определять осаго тариф	как определить базовый тариф осаго
42245	обосновывать осаго цена	как обосновать цену осаго
42245	автотранспортный нмцк средство страхование	страхование автотранспортных средств нмцк
42245	метод осаго рынок	осаго метод рынка
42246	вправе заказчик закупать запрос котировка ли страхование	вправе ли заказчик закупить страхование запросом котировок
42246	запрос котировка осаго проводить электронный	как провести электронный запрос котировок осаго
42246	гражданский запрос котировка можно ответственность проводить страхование форма электронный	запрос котировок в электронной форме можно проводите по страхованию гражданской ответственности
42247	гражданский договор особенность ответственность страхование	особенности договора страхования гражданской ответственности
42247	договор осаго ответственность	ответственность в договоре осаго
42247	44 осаго ответственность сторона фз	ответственность сторон по 44-фз осаго
42247	гражданский договор исполнение контракт обеспечение ответственность страхование	обеспечение исполнения контракта по договорам страхования гражданской ответственности
42251	223 вариация коэффициент фз	коэффициент вариации по 223-фз
42251	вариация коэффициент	коэффициент вариации
42251	вариация коэффициент расчет	расчет коэффициент вариации
43573	аукцион не состояться	аукцион не состоялся
43573	01 04 2022 аукцион быть заключать заявка контракт не ни один подавать электронный	как заключить контракт 01.04.2022 если не было подано Ни одной заявки на электронный аукцион
43981	закупка и качественный конкурс объект функциональный характеристика экологический	качественные, функциональные и экологические характеристики объекта закупки при конкурсе
43981	закупка и качественный конкурс объект предложение участник форма функциональный характеристика экологический	форма предложения участника конкурса о качественных, функциональных и об экологических характеристиках объекта закупки
46932	единственный запрос поставщик с согласование фас форма	форма запроса о согласовании в фас с единственным поставщиком
46932	единственный поставщик с согласование фас форма	форма согласования с фас единственным поставщиком
396191	график изменение план форма	изменение формы плана графика
396191	2020 график изменение план шаблон	шаблон изменения плана графика 2020
396191	график изменение план пример	пример изменения плана графика
399740	запрос котировка образец отмена решение форма электронный	решение об отмене запроса котировок в электронной форме образец
399740	бланк запрос котировка определение отмена поставщик	бланк отмены определения поставщика запрос котировок
399740	запрос котировка отмена решение	решение об отмене запроса котировок
402022	график план позиция удаление	удаление позиции из план-графика
402022	вносить график закупка отмена план после	что вносить в план-график после отмены закупки
402022	график закупка закупка и отменять план план	как отменить закупку в плане закупки и плане графике
402022	44 график закупка отмена план фз	отмена закупки в план графике по 44-фз
402022	график отмена план позиция	отмена позиции плана графика
402022	график отменять план позиция	как отменить позицию в плане графике
402022	аукцион вносить график изменение отмена план	как внести изменения в план график при отмене аукциона
402022	график закупка изменение отмена план	изменение плана графика при отмене закупки
402517	единственный заключение контракт обращение поставщик поставщик с	обращение к поставщику о заключении контракта с единственным поставщиком
402517	1 25 единственный заключение контракт обращение поставщик рассмотрение с	рассмотрении обращений о заключении контракта с единственным поставщик 25.1
402517	единственный заключение контракт обращение поставщик с согласование	обращения о согласовании заключения контракта с единственным поставщиком
404692	договор пандемия расторжение с связь соглашение	соглашение о расторжении договора в связи с пандемией
404692	договор образец расторжение соглашение соглашение сторона	образец соглашения о расторжении договора по соглашению сторон
404692	223 образец площадка расторжение соглашение электронный	образец соглашение о расторжении по 223 на электронной площадке
404692	44 договор образец расторжение фз	образец расторжения договора 44-фз
404692	договор дополнительный поставка расторжение соглашение	дополнительное соглашение о расторжении договора поставки
404692	договор письмо расторжение	письмо на расторжение договора
404692	договор расторжение соглашение	соглашение о расторжении договора \
404721	договор максимальный начальный обоснование протокол цена шаблон	шаблон протокола обоснования начальной (максимальной) цены договора.
404721	договор и обоснование расчет цена	обоснование и расчет цены к договору
404721	223 договор обоснование образец фз	образец обоснование договора по 223-фз
404721	223 договор максимальный начальный обоснование протокол фз цена шаблон	шаблон протокола обоснования начальной (максимальной) цены договора 223-фз
22536	223 валютный договор открытие счет фз	договор на открытие валютного счета по 223-фз
22536	договор клиентский счет	договор клиентского счета
22536	223 выставлять договор счет считаться фз	может ли выставленный счет считаться договором по 223-фз
407159	заказчик использовать когда ктра обязывать	когда заказчик обязан использовать ктру
407159	использовать ктра	как правильно использовать ктру
407159	05 15 ктра обязательный огнетушитель применение с	обязательное применение ктру с 15.05 по огнетушителям
407159	использовать ктра не некоторый характеристика	можно ли не использовать некоторые характеристики ктру
407159	каталог ктра пользоваться	как пользоваться каталогом ктру
407159	ктра обязанность применение	обязанность применения ктру
407162	верный ктра не применять	не верно применили ктру
407162	использовать ктра не	как не использовать ктру
408098	внесение допускаться закупка изменение изменение не объект	внесение изменений изменение объекта закупки не допускается
408098	изменять ктра	как изменить ктру
408098	аукцион вносить документация закупка изменение объект описание электронный	можно ли внести изменение в описание объекта закупки в документацию электронного аукциона
408098	44 возможно заключение закупка контракт ли менять предмет фз	возможно ли менять предмет закупки при заключении контракта по 44-фз
408098	изменять ктра необязательный характеристика	можно ли изменять необязательные характеристики ктру
408098	закупка изменять предмет	как изменить предмет закупки
408098	каталог менять можно тереть характеристика	можно менять характеристики каталог тру
408099	добавлять ктра позиция	ктру как добавить позицию
408099	ктра подбирать	как подобрать ктру
408099	44 каталог пользоваться работа товар услуга фз	как пользоваться каталогом товаров, работ, услуг по 44-фз
408096	закупка использовать ктра малый	нужно ли использовать ктру в Малых закупках
408096	1 4 5 93 заключение использование контракт ктра необходимость п п ст ч	необходимость использования ктру при заключении контракта по ст. 93 ч. 1 п. 4, п. 5
408096	единственный закупка каталог поставщик применение работа товар услуга	применение каталога товаров, работ, услуг при закупке у единственного поставщика
408096	4 контракт ктра пункт	ктру в контрактах по пункту 4
408096	единственный закупка ктра поставщик применение товар характеристика	применение характеристик товара ктру при закупке единственным поставщиком
408096	ед закупка ктра поставщик практика применение	практика применения ктру при закупке ед поставщиком
408096	1 4 44 93 ктра п применение ст фз ч	применение ктру п. 4 ч. 1 ст. 93 44-фз
408096	заключение контракт ктра	ктру при заключении контракта
408096	4 44 93 контракт ктра п ст указывать фз	44-фз нужно ли в контракта по п. 4 ст 93 указывать ктру
408096	единственный закупка использование ктра поставщик	использование ктру при закупках у единственного поставщика
408096	ед ктра	ктру ед
408096	заказчик закупка использовать каталог ли малый обязывать осуществление	"обязан ли заказчик использовать каталог при осуществление ""малой"" закупки"
408096	4 93 ктра применение пункт статья	применение ктру по пункту 4 статьи 93
408094	дата заказчик каталог который обязанный позиция позиция применять с указывать	заказчики обязаны применять позицию каталога с даты, которая указана в позиции.
408094	добавлять который ктра поздно применять	Как применять информацию из КТРУ, которую добавили позже?
408095	график ктра отсутствовать план позиция руководить чем	если позиция в ктру отсутствует то в плане-графике чем руководит
408095	график ктра обязательно план указывать	обязательно указывать в плане-графике ктру
408095	каталог тереть	каталог тру
408095	ктра справочник	справочник ктру
410500	внесение вправе документация заказчик изменение конкурсный принимать решение	заказчик вправе принять решение о внесении изменений в конкурсную документацию
410500	вносить извещение изменение конкурс открытый форма электронный	как внести изменения в извещение об открытом конкурсе в электронной форме
410500	2022 внесение год извещение изменение срок	срок внесения изменений в извещение в 2022 году
410500	документация изменять конкурс электронный	как изменить документацию электронного конкурса
410501	запрос запрос котировка подавать разъяснение	можно ли подать запрос на разъяснение по запросу котировок
410501	документация запрос какой котировка разъяснение срок	в какой срок разъяснение документации по запросу котировок
410501	запрос запрос котировка нельзя подавать разъяснение электронный	в электронном запросе котировок нельзя подать запрос на разъяснение
410936	контракт образец письмо уменьшение цена	образец письма об уменьшении цены контракта
410936	допы соглашение уменьшение цена	доп соглашение на уменьшение цены
410936	дополнительный контракт соглашение уменьшение цена	Дополнительное соглашение об уменьшении цены контракта
410936	нмцк письмо снижение	письмо на снижение нмцк
412030	назначение приемка приказ уполномоченный электронный	приказ о назначении уполномоченных на электронную приемку
412030	документ и лицо назначение осуществление ответственный подписание подпись поставлять приемка приемка приказ работа товар товар услуга формирование электронный электронный	приказ о назначении лиц, ответственных за осуществление приемки товаров, работ, услуг, формирование и подписание электронной подписью электронных документов о приемке поставленного товара
412030	документ обновлять образец приемка электронный	обновленные образцы документов для электронной приемки
412030	акт важный и локальный ответственный почему приемка прописывать электронный это	как прописать в локальном акте ответственного за электронную приемку и почему это важно
412030	актирование образец электронный	образец электронного актирования
412030	актирование приказ шаблон электронный	шаблон приказа электронного актирования
412030	наделение осуществлять полномочие приемка приказ электронный	приказ о наделении полномочий осуществлять электронную приемку
412030	документ минфин приемка приказ форма формирование электронный	формирование документов о приемке в электронной форме приказ минфин
412040	комиссия приемочный приказ	приказ приемочная комиссия
412040	44 комиссия приемка приказ фз электронный	электронная приемка по 44-фз приказ комиссия
412667	без закупать объем определение товар	как закупать товар без определения объема
412667	единственный закупка неопределенный объем поставщик	закупка неопределенного объема у единственного поставщика
412667	44 закупка неизвестный объем с фз	закупка с неизвестным объемом по 44-фз
412667	2022 без закупка объем	закупки без объема 2022
412667	без единственный закупка объем поставщик	закупка у единственного поставщика без объема
412667	закупка неизвестный объем проводить с	как провести закупку с неизвестным объемом
412667	закупать неопределенный объем с услуга	как закупить услуги с неопределенным объемом
412667	единственный изменение объем оказывать поставщик с услуга	изменение объема оказанных услуг с единственным поставщиком
412667	без бить быть единственный закупка объем поставщик употребление	закупка у единственного поставщика без объема били бывшей в употреблении
412668	единственный контракт неопределенный объем поставщик с	контракт с неопределенным объемом у единственного поставщика
412668	видеонаблюдение выбор нмцк ремонт система	выбор нмцк при ремонте системы видеонаблюдения
412668	единица известно когда количество не нмцк	нмцк за единицу когда не известно количество
412668	44 и контракт контракт контракт максимальный неизвестный объем прописывать твердый товар фз цена цена являться	если неизвестен объем товара и цена контракта максимальная нужно ли в контракте прописывать что цена контракта является твердой 44-фз
413329	принцип профессионализм	принцип профессионализма
413329	44 принцип профессионализм фз	принцип профессионализма по 44-фз
413330	44 контрактный принцип система фз	принцип контрактной системы 44-фз
413330	контрактный принцип система	принципов контрактной системы
413331	денежный принцип расходование средство эффективность	принцип эффективности расходования денежных средств
413331	44 денежный принцип расходование средство фз эффективность	принцип эффективности расходования денежных средств по 44-фз
413332	закупка и информационный открытость принцип прозрачность	принципа информационной открытости и прозрачности закупок
