TemplateID	LmQuery	Query
422450	машиностроение область перечень профессия профстандарт	перечень профессий по профстандарту в области машиностроения
422450	перечень профстандарт	профстандарт перечень
422619	выдавать допуск кто наряд огневой предприятие работа	кто на предприятии выдает наряд-допуск на огневые работы
422619	выдавать высота допуск кто наряд	кто выдает наряд-допуск на высоте
422619	выдавать допуск кто наряд подрядчик	кто выдает наряд-допуск подрядчику
422619	быть выдавать иметь кто наряд право эу	кто имеет право быть выдающим наряд в эу
422619	допуск кто наряд подписывать	кто подписывает наряд-допуск
422619	выдача допуск наряд право	о праве выдачи нарядов-допусков.
422619	выдавать допуск кто наряд работа совмещать	кто выдает наряды-допуски на совмещенные работы?
422619	допуск допускать жилищный коммунальный кто наряд опасность повышенный производство работа хозяйство	кто такой допускающий в наряд-допуске на производство работ повышенной опасности в жилищно-коммунальном хозяйстве
422619	выдача допуск лицо наряд ответственный	ответственное лицо за выдачу наряда допуска
422619	выдавать должный допуск кто наряд огневой	кто должен выдавать наряд-допуск на огневые
422620	допуск закрытый наряд срок хранение	срок хранения закрытого наряда-допуска
422620	допуск наряд огневой работа хранение	хранение наряд-допуска на огневые работы
422620	допуск наряд огневой работа сколько храниться	сколько хранится наряд-допуск на огневые работы
422620	допуск журнал наряд регистрация срок хранение	срок хранения журнала регистрации нарядов допусков
422618	должность допуск какой можно назначать наряд производитель работа работник	работников каких должностей можно назначать производителями работ по наряду-допуску
422618	допуск и наряд производитель работа руководитель	производитель и руководитель работ наряд-допуск
432370	вводный журнал инструктаж противопожарный форма	форма журнала вводного противопожарного инструктажа
432370	безопасность вводный журнал заполнение и инструктаж новый первичный пожарный пример форма	пример заполнения журнала инструктажа по пожарной безопасности новая форма вводного и первичного
432370	2022 безопасность год журнал инструктаж пожарный регистрация	журнал регистрации инструктажа по пожарной безопасности в 2022 году
432370	безопасность журнал инструктаж место пожарный рабочий учет	журнал учета инструктажей по пожарной безопасности на рабочем месте
432370	1 2022 безопасность журнал инструктаж март пожарный регистрация с	с 1 марта 2022 журнал регистрации инструктажей по пожарной безопасности
432370	806 безопасность журнал заполнение инструктаж пожарный приказ пример проведение с соответствие	пример заполнения журнала проведения инструктажей по пожарной безопасности в соответствии с приказом № 806
432679	2022 безопасность вводный год инструктаж новый пожарный правило программа	программ вводного инструктаж по пожарной безопасности по новым правилам 2022 год
432679	безопасность вводный инструктаж пожарный программа	программа вводного инструктажа пожарная безопасность
432679	безопасность вводный и инструктаж образец охрана пожарный программа труд	образец программа вводного инструктажа по охране труда и пожарной безопасности
432679	вводный инструктаж новый программа противопожарный требование	программа вводного противопожарного инструктажа по новым требованиям
432679	безопасность вводный инструкция пожарный	инструкция по пожарной безопасности вводного
432855	безопасность внеочередной инструктаж пожарный программа	программа внеочередного инструктажа по пожарной безопасности
432855	01 03 22 безопасность внеочередной инструктаж инструкция пожарный проведение с	инструкция для проведения внеочередного инструктажа по пожарной безопасности с 01.03.22
432855	1 безопасность внеплановый изменение инструктаж март пожарный программа с	программа внепланового инструктажа по пожарной безопасности изменения с 1 марта
438093	опасность повышенный работа	работы повышенной опасности
438093	опасность перечень повышенный работа с	перечень работ с повышенной опасностью
438093	2464 весь опасность перечень повышенный работа	перечень всех работ повышенной опасности 2464
438093	вид опасность повышенный программа работа	виды работ повышенной опасности по программе в
438106	инструкция приказ утверждение	приказ об утверждении инструкций
438106	01 1 2023 вступать инструкция новый ознакомление приказ с с	приказ по ознакомлению с новыми инструкция вступающими с 1.01.2023
576652	быть возможность какой мочь опытный организация период применение принимать режим решение руководитель сосуд эксплуатация эксплуатировать	На какой период руководителем эксплуатирующей организации может быть принято решение о возможности эксплуатации сосуда в режиме опытного применения?
576654	100 баллон вместимость или кроме литр наноситься не не они приводить пуск работа сосуд табличка транспортировать указываться	Что из приведенного не указывается на табличке или не наносится на сосудах (кроме транспортируемых баллонов вместимостью до 100 литров) перед пуском их в работу?
576653	включение документ и какой основание остановка осуществляться пуск работа сосуд штатный	На основании какого документа осуществляется пуск (включение) в работу и штатная остановка сосуда
442107	выдача и инструкция организация охрана пересмотр порядок приказ применение разработка труд хранение	приказ об организации порядка разработки, применения, пересмотра, хранения и выдачи инструкций по охране труда
442107	инструкция охрана пересмотр приказ труд	приказ о пересмотре инструкций по охране труда
442662	пмло	пмла
442662	авария и ликвидация локализация мероприятие объект опасный план последствие производственный	планов мероприятий по локализации и ликвидации последствий аварий на опасных производственных объектах
444664	аптечка приказ	приказ аптечка
444664	аптечка комплектация обеспечение оказание первый помощь приказ работник	Приказ об обеспечении комплектации аптечек для оказания первой помощи работникам
446516	допуск наряд опасность повышенный производство работа	Наряд-допуск на производство работ повышенной опасности
446516	допуск наряд опасность повышенный работа	наряд-допуска на работы повышенной опасности
446517	допуск наряд электроустановка	наряд-допуск в электроустановках
446517	наряд работа электроустановка	наряд работы в электроустановках
446083	медицинский осмотр периодический подлежать поименный работник список	поименный список работников, подлежащих периодическим медицинским осмотрам
446083	поименный список	Поименный список
448552	план эвакуация	планы эвакуации
448552	и план пожар чс эвакуация	план эвакуации при пожаре и чс
448552	выглядеть должный план эвакуация	план эвакуации как должен выглядеть
448552	план требование эвакуация	требования к планам эвакуации
454002	лицо осмотр подлежать поступать предварительный работа список	Список лиц, поступающих на работу, подлежащих предварительным осмотрам
454002	медосмотр первичный список	список на первичный медосмотр
566524	документ какой объект обязательный опасный оценка применять производственный соответствие технический требование устанавливаться устройство форма	В каких документах устанавливаются формы оценки соответствия обязательным требованиям к техническим устройствам, применяемым на опасном производственном объекте?
463044	испытание лестница	испытания лестниц
463044	испытание лестница стремянка	испытания лестниц стремянок
463044	испытание лестница приставной	испытание приставных лестниц
467083	вводный инструктаж приказ	приказ о вводном инструктаже
467083	вводный инструктаж приказ прохождение	приказ о прохождении вводного инструктажа
566530	и и или машина не оборудование определяться перечисленный проектирование разработка	Что из перечисленного не определяется при разработке и проектировании машины и (или) оборудования
471763	безопасность инструктаж непосредственный пожарный проводить руководитель	может ли непосредственный руководитель проводить инструктаж по пожарной безопасности
471763	инструктаж кто первичный проводить противопожарный	кто проводит первичный противопожарный инструктаж
471763	безопасность должный инструктаж кто пожарный проводить	кто должен проводить инструктаж по пожарной безопасности
471763	инструктаж кто пб проводить	кто проводит инструктаж по пб
471763	безопасность вводный иметь инструктаж кто пожарный право читать	кто имеет право читать вводный инструктаж по пожарной безопасности
471764	безопасность вид инструктаж какой пожарный	какие виды инструктажей по пожарной безопасности
471764	инструктаж противопожарный	противопожарные инструктажи
471764	вид инструктжей противопожарный	виды противопожарных инструктжей
471765	2022 безопасность инструктаж новое первичный пожарный	первичный инструктаж по пожарной безопасности по новому 2022
471765	инструктаж первичный проводить противопожарный	Как провести первичный противопожарный инструктаж
471766	безопасность вводный инструктаж новое пожарный проходить	как проходит вводный инструктаж по пожарной безопасности по новому
471766	вводный	вводный по
471766	2022 безопасность вводный год инструктаж март пожарный с	вводный инструктаж по пожарной безопасности с марта 2022 года
471766	вводный инструктаж кто проводиться противопожарный с	с кем проводится вводный противопожарный инструктаж
471766	вводный инструктаж когда пожарный проходить	когда проходят вводный инструктаж по пожарной
471766	вводный инструктаж проведение противопожарный	проведения вводного противопожарного инструктажа
540187	обучение протокол электробезопасность	протокол обучения электробезопасности
540187	2023 знание образец проверка протокол электробезопасность	протокол проверки знаний по электробезопасности образец 2023
540187	аттестация внутри комиссия протокол свой электробезопасность	протокол аттестации по электробезопасности внутри своей комиссии
540187	2 3 группа и протокол электробезопасность	протокол по электробезопасности на 3 и 2 группу
471759	безопасность внеплановый инструктаж пожарный содержание	содержание внепланового инструктажа по пожарной безопасности
471759	безопасность инструктаж пожарный содержание целевой	содержание целевого инструктажа по пожарной безопасности
471762	безопасность инструктаж проведение противопожарный срок	сроки проведения инструктажей по противопожарной безопасности
471762	инструктаж пб периодичность проведение	периодичность проведения инструктажей по ПБ
471762	безопасность инструктаж периодичность пожарный	периодичность инструктажа пожарная безопасность
471762	инструктаж пожарный проводить часто	как часто проводить инструктаж по пожарной
471758	1 безопасность инструктаж март место пожарный рабочий с	инструктаж по пожарной безопасности на рабочем месте с 1 марта
471758	безопасность инструктаж новый пожарный правило	инструктаж по пожарной безопасности по новым правилам
471758	безопасность внутри инструктаж новый организация организовывать пожарный правило	как организовать инструктаж по пожарной безопасности внутри организации по новым правилам
471758	безопасность инструктаж пожарный провожать	как проводить инструктажи по пожарной безопасности
471758	1 2 безопасность безопасность весь должный допускаться и инструктаж мера мера обучение обучение осуществляться пожарный пожарный после предприятие прохождение работа работник работник	1.2. все работники предприятия должны допускаются к работе после прохождения инструктажа и обучения мерам пожарной безопасности. обучение работников мерам пожарной безопасности осуществляется
471758	безопасность даваться инструктаж ли обучать пожарный птм сотрудник	дается ли инструктаж по пожарной безопасности обученным птм сотрудникам
471770	2022 безопасность внеочередной изменение инструктаж пожарный	внеочередной инструктаж изменения пожарной безопасности в 2022
471770	безопасность внеочередной инструктаж пожарный	Внеочередной инструктаж по пожарной безопасности
471767	безопасность инструктаж ли повторный пожарный проводиться	проводится ли повторный инструктаж по пожарной безопасности
471767	инструктаж какой периодичность повторный проводить противопожарный с	С какой периодичностью нужно проводить повторный противопожарный инструктаж
471767	инструктаж повторный противопожарный рабочий	повторный противопожарный инструктаж для рабочих
471768	журнал инструктаж противопожарный	журнал противопожарного инструктаж
471768	вести журнал инструктаж какой место противопожарный рабочий случай	в каком случае нужно вести журнал противопожарного инструктажа на рабочем месте
471769	безопасность инструктаж пожарный целевой	целевой инструктаж по пожарной безопасности
471769	инструктаж обучение перечень программа противопожарный случай целевой	перечень случаев обучения по программам целевого противопожарного инструктажа
577191	бригада выполняться газоопасный два какой квалифицированный который мочь наиболее перечисленный поручаться работа рабочий рабочий руководство	Какая из перечисленных газоопасных работ может выполняться бригадой из двух рабочих, руководство которой поручается наиболее квалифицированному рабочему?
577192	выдаваться газоопасный документ какой производство работа	Какой документ выдается на производство газоопасных работ
577211	быть газовый газопровод где давление должный и контроль манометр проведение резка сварка устанавливать	Где должен быть установлен манометр для контроля давления в газопроводе при проведении газовой резки и сварки
476912	вещество опасный транспортирование	транспортирование опасных веществ
476912	вещество опасный опо перевозка	перевозка опасных веществ на ОПО
476912	вещество опасный транспортировать	как транспортировать опасные вещества
476914	документ какой электроустановка	какие документы для электроустановок
476914	документ электробезопасность	документы по электробезопасности
478948	безопасность годовой отчет пром формироваться	как формируется годовой отчет по пром. безопасности
478948	отчет пб ростехнадзор состояние форма	форма отчета в ростехнадзор по состоянию пб
478948	контроль производственный сведение	сведения по производственному контролю
478948	отчет пб состояние форма	форма отчета по состоянию пб
478948	1 апрель отчет оформление	оформление отчета к 1 апрелю
478948	безопасность контроль организация производственный промышленный сведение соблюдение требование	сведения об организации производственного контроля за соблюдением требований промышленной безопасности
478948	контроль отчет производственный спк шаблон	спк отчета по производственному контролю шаблон
478948	безопасность отчет промышленный сдача	сдача отчета по промышленной безопасности
515783	безопасность инструктаж место пожарный программа рабочий	программа инструктажа по пожарной безопасности на рабочем месте
515783	2022 безопасность инструктаж новый пожарный правило программа	программа инструктажа по пожарной безопасности по новым правилам 2022
515783	безопасность и инструктаж обучение пожарный программа птм	программа инструктажа по пожарной безопасности и обучения птм
481492	инструктаж лицо место назначение ответственный охрана подразделение приказ проведение работодатель рабочий структурный труд	приказ о назначении ответственных лиц, за проведение инструктажа по охране труда на рабочем месте в структурных подразделениях работодателя
481492	инструктаж место назначение ответственный проведение рабочий	о назначении ответственных за проведение инструктажа на рабочем месте
481492	организация охрана приказ труд	приказы в организации по охране труда
481492	инструктаж лицо ответственный приказ проведение	приказ об ответственном лице за проведение инструктажа
481492	инструктаж ответственный приказ проведение шаблон	шаблон приказа ответственный за проведение инструктажей
481492	инструктаж назначение ответственный приказ проведение	приказ назначение ответственного за проведение инструктажа
567394	безопасность иметь какой организация право проводить промышленный экспертиза	Какая организация имеет право проводить экспертизу промышленной безопасности
481824	металл обработка охрана правило труд	правила по охране труда при обработке металлов
481824	охрана правило труд электроустановка	правила по охране труда электроустановки
481824	ооо охрана правило строитель труд	правила по охране труда в ооо строитель
481824	2022 весь охрана охрана правило труд труд	все правила по охране труда по охране труда - 2022
481824	12 15 2020 7 903н минтруд охрана правило приказ труд утверждение эксплуатация электроустановка	7. приказ минтруда от 15.12.2020 № 903н об утверждении правил по охране труда при эксплуатации электроустановок.
481824	быть должный какой организация охрана правило труд	какие правила по охране труда должны быть в организации
481824	вступать новый охрана охрана правило с сделать сила специалист труд труд январь	с января вступили в силу новые правила по охране труда: что нужно сделать специалисту по охране труда
481824	документ новый охрана правило труд	новый документ правила по охране труда
481824	выполнение правило работа электросварочный	правила по от при выполнении электросварочных работ
481824	автомобильный межотраслевой охрана правило транспорт труд	межотраслевыми правилами по охране труда на автомобильном транспорте
481824	правило	правила
481824	1 2022 год март охрана правило с труд учитывать	что учесть в правилах по охране труда с 1 марта 2022 года
481824	и инструмент охрана правило работа с станок труд	правила охраны труда при работе с инструментами и на станках
481824	охрана правило строитель труд	правила по охране труда строитель
481824	550н вид отдельный охрана пищевой правило продукция производство труд	правила по охране труда в при производстве отдельных видов пищевой продукции 550н
481824	какой охрана правило сосуд труд эксплуатация	какие правила по охране труда при эксплуатации сосудов
480827	журнал направление освидетельствование псих учет	журнал учета направления псих освидетельствования
480827	выдача журнал направление освидетельствование псих	журнал выдачи направлений на псих освидетельствование
480827	журнал направление психосвидетельствование учет	журнал учета направлений психосвидетельствования
567404	безопасность ведение декларация кто объект опасный осуществлять производственный промышленный реестр	Кто осуществляет ведение реестра деклараций промышленной безопасности опасных производственных объектов
567403	безопасность декларация кто промышленный утверждать	Кто утверждает декларацию промышленной безопасности?
567405	безопасность декларация документация какой объект опасный перевооружение подлежать производственный промышленный разрабатывать состав технический экспертиза	Какой экспертизе подлежит декларация промышленной безопасности, разрабатываемая в составе документации на техническое перевооружение опасного производственного объекта
486924	группа перечень профессия электробезопасность	перечень профессий по группе электробезопасности
486924	группа неэлектротеха электробезопасность	группы по электробезопасности неэлектротех
576675	2 3 включительно высота диаметр значение каков м манометр минимальный наблюдение номинальный площадка сосуд уровень устанавливать	Каково минимальное значение номинального диаметра манометра, устанавливаемого на сосуде на высоте от 2 до 3 м включительно от уровня площадки наблюдения
576677	3 более высота диаметр значение каков м манометр минимальный наблюдение номинальный площадка сосуд уровень устанавливать	Каково минимальное значение номинального диаметра манометра, устанавливаемого на сосуде на высоте более 3 м от уровня площадки наблюдения
576894	безопасность давление избыточный какой который маркировка не оборудование оборудование подлежать подтверждать работать регламент соответствие технический требование	Какой маркировке подлежит оборудование, соответствие которого не подтверждено требованиям технического регламента «О безопасности оборудования, работающего под избыточным давлением»?
577098	газопотребление завершение какой осуществляться приемка работа сеть эксплуатация	По завершении каких работ осуществляется приемка сети газопотребления в эксплуатацию?
577099	власть входить газопотребление газораспределение и исполнительный какой комиссия не орган представитель приемка сеть состав федеральный эксплуатация	Представители какого федерального органа исполнительной власти не входят в состав комиссии по приемке сетей газораспределения и газопотребления в эксплуатацию
577100	входить документ документация или какой не перечисленный после приемо реконструкция сдаточный состав строительство	Какие из перечисленных документов не входят в состав приемо-сдаточной документации после строительства или реконструкции
577101	безопасность газопотребление газопотребление газораспределение газораспределение документальный и и или подтверждение построить регламент реконструировать сеть сеть соответствие технический требование установленный являться	Что является документальным подтверждением соответствия построенных или реконструированных сетей газораспределения и газопотребления требованиям, установленным в Техническом регламенте о безопасности сетей газораспределения и газопотребления
