TemplateID	LmQuery	Query
1933	временный день косг нетрудоспособность первый пособие работодатель средство счет три	КОСГУ пособие за первые три дня временной нетрудоспособности за счет средств работодателя
1933	266 квр косг	косгу 266 квр
1933	266 косг рассчитать	как рассчитать косгу 266
1933	266 косг отнесение статья	отнесение статей косгу 266
1933	266 косг проводка	проводки по косгу 266
1933	266 косг расшифровка	расшифровка косгу 266
1933	266 косг статья	статья косгу 266
1933	266 62 косг ф	косгу 266 в ф. 62
1933	266 косг	266 косгу
1933	266 косг распределять	как распределит косгу 266
1935	какой косг монтаж система управление	по какому косгу монтаж системы управления
1935	косг монтажный система учитывать	как учитывать монтажные системы косгу
1935	228 вложение капитальный косг работа услуга цель	"косгу 228 ""услуги, работы для целей капитальных вложений"""
1935	228 косг они относиться	косгу 228 что к ним относится
1935	209н 228 косг приказ	приказ 209н косгу 228
1935	228 косг применение	применение косгу 228
1935	228 исключать косг тфомс	тфомс исключили косгу 228
1935	228 косг относить	что относить в 228 косгу
1935	228 какой косг относиться расход	какие расходы относятся на косгу 228
1935	228 какой косг относить расход	какие расходы относить по косгу 228
1935	228 капитальный косг ремонт счет	капитальный ремонт за счет косгу 228
1935	2021 228 косг с	косгу 228 с 2021
1935	228 какой квр косг	косгу 228 какой квр
1935	228 243 квр косг	квр 243 косгу 228
1935	228 244 квр косг	косгу 228 квр 244
1935	косг монтаж узел	монтаж узла косгу
1935	какой косг платить псд	псд по какой косгу платить
1935	газификатор и косг монтаж покупка	косгу на покупку и монтаж газификатора
1935	косг оборудование установка	косгу установка оборудования*
1935	выполнение косг работа установка	косгу выполнение работ по установке
1935	здание косг обследование	обследование здания косгу
1935	доступ контроль косг приобретение система управление	приобретение системы контроля управления доступом косгу
1935	228 косг омс оплачивать	можем ли оплачивать из омс косгу 228
1935	228 косг омс оплата счет	оплата по КОСГУ 228 за счет омс
1935	228 косг омс	можно ли косгу 228 по омс
1939	11 2018 214 246н 30 косг минфин приказ россия	приказ минфина россии от 30.11.2018 № 246н 214 косгу
1939	214 вредный другой и косг молоко относить пищевой покупка продукт с сотрудник труд условие	214 косгу относить покупку молока и других пищевых продуктов для сотрудников с вредными условиями труда.
1939	2019году 214 косг	косгу 214 в 2019году
1939	214 вредный косг условие	косгу 214 вредные условия
1939	214 квр косг	КОСГУ 214 квр
1939	112 214 244 или квр косг	косгу 214 квр 112 или 244
1939	214 244 квр косг	214 косгу квр 244
1939	214 косг статья	214 статья косгу
1939	211 какой код косг относить подробно расход	какие расходы относить на код косгу 211 подробно
1939	211 косг	косгу 211
1939	212 косг статья	212 статья косгу
1939	вид выплата косг	косгу по видам выплат
1939	выплата дополнительный квр косг	дополнительные выплаты косгу квр
1939	212 выплата косг пример	примеры выплат по 212 косгу
1939	212 какой код косг относить подробно расход	какие расходы относить на код косгу 212 подробно
1939	212 косг	косгу 212
1939	212 65н косг применение	65н применение 212 косгу
1939	112 212 квр косг	косгу 112 квр 212
1939	2019 212 год косг	косгу 212 2019 год
1939	214 вредный выплата денежный занимать косг необходимость работа с с связь сотрудник средство труд условие	косгу 214 , в связи с необходимостью в выплате денежных средств сотрудникам, занятым на работах с вредными условиями труда
1939	214 244 вид косг расход	косгу 214 вид расхода 244
1939	214 244 вредник другой и квр косг молоко покупка проводка продукт с	квр 244 с 214 косгу при покупке молока и других продуктов для «вредников»; проводки
2128	224 какой квр косг	косгу 224 какой квр
2128	224 аренда косг услуга	услуга аренды по 224 косгу
2128	224 косг омс средство	224 косгу средства омс
2128	224 какой косг расход	224 косгу какие расходы
2128	224 косг расшифровка	224 косгу расшифровка
2128	224 косг статья	224 статья косгу
2128	224 244 квр косг	квр 244 косгу 224
2128	224 квр косг	косгу 224 квр
2128	224 косг	по косгу 224
2128	2019 224 косг	224 косгу 2019
2128	2019 224 год косг	косгу 224 в 2019 году
2128	2020 224 год косг	косгу 224 в 2020 году
2127	222 244 косг	косгу 244 222
2127	112 222 косг	112 222 косгу
2127	112 222 квр косг	квр 112 косгу 222
2127	2020 222 косг	косгу 222 в 2020
2127	222 косг	КОСГУ 222
2127	222 и квр косг расход соотносить	соотнести расходы по 222 косгу и квр
2127	222 226 груз доставка или косг	доставка груза косгу 222 или 226
2127	222 226 и косг	косгу 222 и 226
2127	2019 222 год командировка косг проезд с	косгу за проезд в командировке 222 с 2019 года
2127	222 226 или косг транспортный услуга	транспортные услуги косгу 222 или 226
2127	багаж и квр косг провоз проезд	проезд и провоз багажа косгу, квр
2127	222 входить косг	косгу 222 что входит
2127	222 какой код косг относить подробно расход	какие расходы относить на код косгу 222 подробно
2127	222 косг расшифровка	222 косгу расшифровка
2127	222 косг статья	косгу 222 статья
2127	222 65н инструкция косг	инструкция 65н косгу 222
2127	2020 222 год косг	косгу 222 в 2020 году
2127	2020 222 год косг расшифровка	косгу 222 расшифровка в 2020 году
2127	222 косг расшифровка транспортный услуга	косгу 222 транспортные услуги расшифровка
2129	229 входить косг	косгу 229 что входит
2129	2019 229 косг	косгу 229 в 2019
2129	2019 229 год косг	косгу 229 в 2019 году
2129	2020 229 косг расшифровка	229 косгу расшифровка 2020
2129	2019 229 год косг расшифровка	229 косгу расшифровка в 2019 году
2119	160 косг	косгу 160
2119	161 косг	косгу 161
2119	162 косг	косгу 162
2119	163 косг	косгу 163
2119	164 косг	косгу 164
2119	166 косг	косгу 166
2119	167 косг	косгу 167
2119	168 косг	косгу 168
2119	162 доходный косг	162 доходный косгу
2119	162 2020 год косг	косгу 162 в 2020 году
2119	162 когда косг применяться	косгу 162 когда применяется
2119	162 косг расшифровка	косгу 162 расшифровка
2119	162 2020 год косг расшифровка	косгу 162 расшифровка в 2020 году
2126	221 какой код косг относить подробно расход	какие расходы относить на код косгу 221 подробно
2126	221 косг относить	что отнести к косгу 221
2126	221 косг относить связь	что отнести к косгу 221 связь
2126	2 221 косг учитываться	что учитывается косгу 221.2
2126	03 103 112 вызов и канал косг маршрутизация организация связь	косгу организация каналов связи и маршрутизация вызовов 03, 103, 112
2126	2020 221 год косг расшифровка	косгу 221 расшифровка в 2020 году
2126	221 косг расшифровка	221 косгу расшифровка
2126	2020 221 косг расшифровка	221 косгу расшифровка 2020
2126	2019 221 год косг	косгу 221 в 2019 году
2126	косг подключение телефон	подключение телефона косгу
2126	221 косг	косгу 221
2126	1 221 косг	косгу 221.1
2126	221 244 косг	244 косгу 221
2126	221 226 косг	косгу 221 226
2126	атс виртуальный косг услуга	косгу услуга виртуальная атс
2126	косг почтовый расход	косгу на почтовые расходы
2126	221 242 квр косг	косгу 221 квр 242
2126	221 косг связь услуга	косгу 221 услуги связи
2126	221 конверт косг немаркированный статья	немаркированные конверты 221 статья косгу
2126	221 косг применение	применение 221 косгу
2126	221 косг статья	221 статья косгу
2126	221 242 вр косг	вр 242 косгу 221
2126	112 221 квр косг	квр 112 косгу 221
2126	221 входить косг	косгу 221 +что входит
2126	221 квр косг	косгу 221 квр
4456	бешенство вакцина можно омс против счет	вакцина против бешенства за счет омс можно
4456	клещевой омс счет энцефалит	клещевой энцефалит за счет омс
4456	вакцина купить омс счет	купить вакцину за счет омс
4456	вакцина имунноглобалин омс счет	имунноглобалин вакцина за счет омс
4456	имунноглобалин омс счет	имунноглобалин за счет омс
4456	вакцина омс покупка средство	покупка вакцины из средств омс
4456	бешенство вакцина омс	вакцина от бешенства из омс
4456	антирабический закупка иммуноглобулин омс противоклещевой счет	закупка противоклещевого антирабического иммуноглобулина за счет омс
4456	антирабический иммуноглобулин омс счет	антирабический иммуноглобулин за счет омс
4456	вакцина где имунноглобалин омс прописывать счет	имунноглобалин вакцина за счет омс где прописана
4456	омс прививики	прививики омс
4456	jvc вакцина противостолбнячный средство счет	противостолбнячная вакцина за счет средств jvc
4454	бензин омс оплата	оплата из омс бензин
4454	бензин омс оплачивать	можно ли оплачивать бензин из ОМС
4454	бензин омс оплачивать средство	можно ли оплачивать бензин из средств ОМС
4454	гсм омс	гсм омс
4454	гсм омс счет	гсм за счет омс
4454	гсм омс оплата счет	гсм за счет омс оплата
4454	гсм омс оплата	гсм оплата омс
4454	автомобиль гсм использование медицинский нецелевой омс помощь признавать скорый списание средст	списание гсм на автомобиль скорой медицинской помощи признали как нецелевое использование средст омс
2981	лс маркировка приказ	приказы по маркировке лс
2981	лекарственный маркировка приказ средство	приказ маркировка лекарственных средств
2981	введение лекарственный маркировка препарат приказ систам црб	приказы о введении систамы маркировки лекарственных препаратов для црб
2981	введение маркировка приказ систам црб	приказы о введении систамы маркировки для црб
2981	лекарство маркировка приказ	приказы по маркировки лекарств
2981	лекарство маркировка подготовка приказ	приказ о подготовке к маркировке лекарств
2981	лекарственный маркировка препарат приказ	приказ о маркировке лекарственных препаратов
2981	лекарственный мониторинг наличие препарат приказ проведение	приказ о проведении мониторинга наличия лекарственных препаратов
2981	внесение лекарственный мониторинг приказ система средство	приказ о внесении информации в систему мониторинга лекарственных средств
2981	ввод лекарственный маркировка приказ система средство	приказ о вводе системы маркировки лекарственных средств
2981	введение лечебный мдлп приказ учреждение	приказ о введении мдлп в лечебном учреждении
2981	введение мдлп мо приказ система	приказ о введении системы мдлп в мо
2981	лпу мдлп приказ	приказ мдлп в лпу
2972	лекарство маркировка система	система маркировки лекарств
2972	иса мдлп	ис мдлп
2972	лекарственный маркировка средство	маркировка лекарственных средств
2972	медикамент штрихкодирование	штрихкодирование медикаментов
3345	внеплановый какой медицинский мочь организац основание проверка провожать роспотребнадзор	на каком основании роспотребнадзор может проводить внеплановую проверку медицинской организац
3345	а действовать ежегодный медорганизация не план плановый приходить роспотребнадзор с указывать	как действовать, если медорганизацию не указали в ежегодном плане, а роспотребнадзор пришел с плановой
3345	год ли прийти проверка роспотребнадзор с узнавать этот	как узнать, придет ли с проверкой роспотребнадзор в этом году?
3345	незаконный проверка роспотребнадзор	незаконные проверки роспотребнадзора
3345	проверка роспотребнадзор	проверки роспотребнадзора
3345	лист проверочный роспотребнадзор	проверочный лист роспотребнадзора
3345	роспотребнадзор	роспотребнадзор
3345	проверять роспотребнадзор	роспотребнадзор что проверит
3345	медицинский организация проверять роспотребнадзор	что проверяет роспотребнадзор в медицинской организации
3345	ия	ии
3345	внеплановый лист проверка роспотребнадзор чек	чек лист для внеплановой проверки роспотребнадзор
3345	лист проверка роспотребнадзор чек	чек-лист проверка роспотребнадзор
3345	лист роспотребнадзор чек	чек-лист роспотребнадзор
3345	безопасность деятельность лист мед роспотребнадзор чек	чек лист роспотребнадзора безопасность мед.деятельности
3345	деятельность лист мед роспотребнадзор чек	чек лист роспотребнадзора мед деятельность
3346	действие должностной заявление лицо обжалование роспотребнадзор управление	заявление об обжаловании действий должностных лиц управления роспотребнадзора
3346	оспаривать проверка результат роспотребнадзор	как оспорить результаты проверки роспотребнадзора
3350	медицинский платный проверять роспотребнадзор услуга	как роспотребнадзор проверяет платные медицинские услуги
3350	ли медицинский медицинский оказание орган платный помощь проверяться роспотребнадзор соблюдение стандарт услуга	проверяется ли органами роспотребнадзора соблюдение стандартов медицинской помощи при оказании платных медицинских услуг?
3350	договор медуслуга основной ошибка платный роспотребнадзор	роспотребнадзор: основные ошибки в договорах платных медуслуг
3340	журнал инструктаж место рабочий электробезопасность	журнал инструктажа по электробезопасности на рабочем месте
3340	безопасность журнал инструктаж техника	журнал инструктажа техники безопасности
3340	безопасность журнал инструктаж проведение техника	журнал проведения инструктажа по техники безопасности
3340	журнал инструктаж охрана труд	журнал инструктажа по охране труда
3340	журнал инструктаж охрана труд целевой	журнал целевого инструктажа по охране труда
3340	ведение журнал инструктаж ответственный охрана правильность труд учреждение это	ответственный в учреждении за правильностью ведения журналов по охране труда инструктажей это
3340	безопасный журнал инструктаж обращение правило	журнал инструктажа по правилам безопасного обращения
3340	журнал инструктаж проведение тб	журнал проведения инструктажа по тб
3340	журнал инструктаж регистрация	журнал регистрации инструктажа
3342	здравоохранение охрана правило труд утверждение	об утверждении правил по охране труда в здравоохранении
3342	документ комплект охрана труд	комплект документов по охране труда
3342	охрана труд	охрана труда
3342	мо охрана труд	охрана труда в мо
3342	охрана предприятие труд	охрана труда на предприятии
3342	охрана политика труд	политика по охране труда
3342	инструкция охрана труд	инструкция по охране труда
3342	врач инструкция охрана труд	инструкции по охране труда врача
3342	медорганизация охрана труд	медорганизация охрана труда
3342	документация нормативный организация охрана труд	нормативная документация по охране труда в организации
3342	лицо назначение ответственный охрана приказ труд	приказ о назначении ответственного лица по охране труда
3342	назначение охрана приказ специалист труд	приказ о назначении специалиста по охране труда
3342	кто медорганизация назначать ответственный охрана труд	Кого назначить ответственным за охрану труда в медорганизации
3025	договор коллективный	коллективный договор
3025	договор коллективный медицинский учреждение	коллективный договор в медицинском учреждении
3025	договор коллективный правило составление	коллективный договор правило составления
3025	2020 договор коллективный медицинский организация скачать	скачать коллективный договор 2020 медицинской организации
3765	единственный закупка комиссия поставщик собирать	нужно ли собирать комиссию при закупке у единственного поставщика
3765	единый закупка комиссия положение	положение о единой комиссии по закупкам
3765	закупка комиссия	комиссия по закупкам
3765	закупка комиссия секретарь	секретарь комиссии по закупкам
3765	закупка заявка комиссия рассмотрение	комиссия по рассмотрению заявок на закупку
3498	акушерка должностной инструкция старший	должностная инструкция старшей акушерки
3498	акушерка должностной инструкция роддом	должностные инструкции акушерки роддома
