TemplateID	LmQuery	Query
5166	заявка конкурс не один состояться	не состоялся конкурс, одна заявка
5166	конкурснесотояться открытый	открытый конкурснесотоялся
5166	аукцион заявка один	одна заявка на аукцион
1998	2023 год изменение	Изменения в 2023 году
1998	2023 год госзакупки закон изменение	изменения закона о госзакупок в 2023 году
5168	договор заключать конкурс не повторный разыгрываться	как заключить договор если повторный конкурс не разыгрался
5168	государственный государственный закупка закупка источник несостоявшийся один осуществление способ	осуществление государственных закупок способом из одного источника по несостоявшимся государственным закупкам
5168	конкурс не состояться	если конкурс не состоялся
5168	делать закупка не пункт с состояться	что делать с пунктами закупка не состоялась
5168	зцп источник несостоявшийся один после	из одного источника после зцп по несостоявшимся
5168	договор закупка несостоявшийся создание	создание договора по несостоявшимся закупкам
5230	110	110
5230	110 правило	правила 110
5230	375 закуп лсими правило	закуп ЛСиМИ по правилам 375
5230	закуп и лс ми	закуп ЛС и МИ
5429	разгрузка склад товар	разгрузка товара на склад
5429	кто разгружать товар	кто разгружает товар
317	инвалид не состояться среди	не состоялся среди инвалидов
317	инвалид не организация состояться среди	если среди организаций инвалидов не состоялся
1289	инвалид среди	среди инвалидов
1289	вид закупать инвалид общественный объединение отдельный перечень рк тру	перечень отдельных видов тру, закупаемых у общественных объединений инвалидов рк
1289	1181	1181
1289	закупка инвалид организация	закупка у организаций инвалидов
1289	закуп инвалид	закуп у инвалидов
5669	второй не рамочный состояться этап	не состоялся второй этап рамочного
5669	нет рамочный	нет рамочного
5670	акт рекламационный	рекламационный акт
5670	акт рекламация	акт рекламации
5670	рекламационный	рекламационный
2004	бюджет годовой государственный день день десять заказчик закупка или индивидуальный план план рабочий развитие со соответствующий течение утверждаться утверждение уточнение уточняться	годовой план государственных закупок утверждается (уточняется) заказчиком в течение десяти рабочих дней со дня утверждения (уточнения) соответствующего бюджета (плана развития) или индивидуального
2004	план утверждение	утверждение плана
970	конкурс не повторный состояться	повторный конкурс не состоялся
970	закупка источник несостоявшийся один с	с одного источника по несостоявшимся закупкам
970	закупка конкурс несостоявшийся	закупки по несостоявшемуся конкурсу
970	закупка не повторный состояться	повторные закупки не состоялись
970	закупка конкурс повторный способ	повторные закупки способом конкурса
970	госзакупки зцп источник не один приказ состоять	приказ о госзакупках из одного источника по не состоявшему зцп
5583	зцп участвовать	участвовать в зцп
5583	запрос заявка предложение ценовый	заявка по запросу ценовых предложений
5583	заявка зцп	заявку по зцп
5583	зцп поставщик	поставщику по зцп
2055	госзакупки должностной инструкция менеджер образец	должностная инструкция менеджера по госзакупкам(образец)
2055	должностной инструкция	должностная инструкция
2055	должность квалификационный справочник	квалификационный справочник должностей
2016	2023 год изменение	изменения в 2023 году
2016	2023 закупка	закупки 2023
46	документация конкурсный	конкурсная документация
46	материальный ресурс	материальные ресурсы
46	ресурс трудовой	трудовые ресурсы
47	где квалификация поставщик смотреть	где смотреть квалификацию поставщика
47	реестр	реестры
710	постельный происхождение сертификат	сертификаты происхождения на постельное
710	kz ст	СТ KZ
710	происхождение товар	происхождение товара
2346	ключ	ключ
2346	подпись цифровой	цифровая подпись
365	конкурс открытый повторный	повторный открытый конкурс
365	конкурс повторный срок	повторный конкурс сроки
614	авторизационный письмо	авторизационные письма
614	авторизационный	авторизационное
618	06 09 2022 закупка изменение правило	изменения в правила закупок от 09.06.2022
618	1 госзаказ изменение июль с	изменения в госзаказах с 1 июля
618	1 2022 год госзакупки изменяться с январь	что изменится в госзакупках с 1 января 2022 года
576	автотранспорт какой купить способ	каким способом купить автотранспорт
576	служебный_автомобиль	служебный_автомобиль
576	авто его закуп проводить	как провести закуп авто у его
813	каталог товар электронный	Электронный каталог товаров
813	каталог электронный	электронный каталог
813	экт	экт
858	1000 kz мрп сертификат ст товар	на товары до 1000 мрп  сертификат  СТ KZ
858	изымать нацрежим товар	товары изъятые из нацрежима
858	kz изымать сертификат ст товар	сертификат  СТ KZ на товары изъятые
1621	когда не пко состояться	когда пко не состоится
1621	grj	grj
1621	квалификационный конкурс не отбор предварительный с состояться	конкурс с предварительный квалификационным отбором не состоялся
1622	677 приказ	приказ 677
1622	бесперебойный деятельность продлять	продлить бесперебойной деятельности
1622	итог перечень подведение	по перечню до подведения итогов
1628	лот объединять товар	объединенный лот товар
1628	лотов объединение товар	объединение лотов товары
1628	лот объединять создавать	как создать объединенный лот
1634	договор исполнять	как исполнить договор
1634	государственный невовремя оплачивать поставщик учреждение	государственное учреждение невовремя оплатило поставщику
1634	договор заказчик исполнять	как заказчику исполнить договор
1722	ограничение представительский расход	представительские расходы ограничения
1722	ограничение предел представительский расход	предел ограничений по представительским расходам
1999	вносить годовой изменение план	внести изменения в годовой план
1999	изменение план срок	срок изменении в план
1999	гз изменение план рк	изменение плана гз рк
5668	закупка источник обоснование один	обоснование для закупки из одного источника
5668	закупка источник один приказ	приказ для закупки из одного источника
5668	источник обоснование один	обоснование из одного источника
5671	не соответствовать спец товар тот	Если товар не соответствует тех спец
5671	не соответствовать техспек товар	товар не соответствует техспеке
5671	не соответствовать товар	товар не соответствует
5672	государственный заказчик закупка определять осуществление способ	как заказчик определяет способ осуществления государственных закупок
5672	определять способ	как определить способ
5672	выбирать госзакупать способ	как выбрать способ госзакупи
5676	договор электроэнергия	договор на электроэнергию
5677	аукцион проводить	как провести аукцион
5677	аукцион закупка способ	способ закупки аукцион
5678	договор заключение заключение источник один прямой путем	при заключения договора из одного источника путем прямого заключения
5678	источник один приказ прямой путем	приказ из одного источника путем прямого
5678	источник один приказ	приказ из одного источника
5679	41 статья	41 статья
5679	41 ст	ст. 41
5680	акт несоответствие	акт несоответствия
5680	акт несоответ	акт несоответ
5680	акт выполнять работа	акты выполненных работ
251	годовой изменение план срок	срок изменения годового плана
251	план	план
251	госзакупки изменять когда план	когда изменить план госзакупок
392	квалификационный соответствие требование	соответствие квалификационным требованиям
392	наличие помещение требование	требование о наличии помещения
392	разрешение товар требование	требования разрешения на товары
392	заказчик какой конкурс открытый проведение требование указывать	какие требования указывает заказчик при проведении открытого конкурса
394	индустриальный перечень сертификат тереть товар	перечень товара тру индустриальный сертификат
394	закупать изымать национальный режим товар	как закупать товары изъятые из национального режима
395	закупка запрос коммерческий предложение приказ три	приказ при закупке по запросам трех коммерческих предложений
395	источник один приказ	из одного источника приказ
633	3 вносить не поставщик своевременно срок	если поставщик в срок не внес 3% своевременно
633	19 4 43 п пп статья	статья 43 п 19 пп. 4
633	исполнение обеспечение	обеспечение исполнения
633	уклонение	уклонение
634	бумажный договор	бумажный договор
634	бумажный государственный договор закупка или электронный	бумажный или электронный договор о государственных закупках
635	магазин приобретать электронный	электронный магазин как приобретать
635	омаркет	омаркет
635	магазин электронный	через электронный магазин
635	закуп омаркет	закуп омаркет
635	kz omarket	OMarket.kz
635	изымать магазин нацирежим товар	товары изъятые из нацирежима через магазин
972	зцп производитель указывать	указать производителя по зцп
972	а запрос знак знак и иной место модель наименование наименование наименование образец обслуживание определять отдельный патент полезный поставщик предложение принадлежность приобретать производитель происхождение промышленный работа также товар товар товарный указывать услуга фирменный характеристика ценовый	запросу ценовых предложений указывать товарные знаки, знаки обслуживания, фирменные наименования, патенты, полезные модели, промышленные образцы, наименование места происхождения товара и наименование производителя, а также иные характеристики, определяющих принадлежность приобретаемого товара, работы, услуги отдельному поставщику
993	договор обеспечение уменьшение	обеспечение договора при уменьшении
993	оид сумма уменьшение	ОИД при уменьшении суммы
993	договор договор обеспечение сумма уменьшение	обеспечение договора при уменьшении суммы договора
992	вносить кто не обеспечение	кто не вносит обеспечение
992	антидемпинговый вносить договор и исполнение не обеспечение поставщик сумма	поставщик не внесет обеспечение исполнения договора и антидемпинговую сумму.
995	договор нет обеспечение	нет обеспечения в договоре
995	вносить договор закупка исполнение источник несостоявшийся обеспечение один	нужно ли вносить обеспечение исполнения договора из одного источника по несостоявшимся закупкам?
995	договор исполнение нет обеспечение ои	в договоре из ОИ нет обеспечения исполнения
1001	бумажный договор подписание срок	бумажный договор срок подписания
1002	договор заключение план предварительный	заключение договора по предварительному плану
1002	зцп объявлять план предварительный	можно ли по предварительному плану объявить зцп
1002	договор предплан	договор по предплану
925	закупка конкурс отказываться способ	как отказаться от закупки способом конкурса
925	закупка отказ	отказ от закупка
926	поставщик согласный	согласен поставщик
926	закупка несостоявшийся	закупки по несостоявшейся
926	источник конкурс не один поставщик согласный состояться	поставщик согласен из одного источника по не состоявшемуся конкурсу
926	договор заказчик заключать закупка не состояться	как заказчику заключить договор по не состоявшимся закупкам
929	источник один отказ	отказ от одного источника
929	заявка не несостоявшийся подавать поставщик	поставщик не подал заявку по несостоявшимся
1840	кошелек	кошелек
1840	гз подключать тариф	подключить тариф в гз
2021	закупка легкий промышленность товар	закупка товаров легкой промышленности
2021	индустриальный сертификат	индустриальный сертификат
2021	индустриальный	индустриальный
2253	закупка поменять способ	как поменять способ закупки
2253	госзакупки поменять способ	поменять способ госзакупки
2253	изменять способ	изменить способ
2573	день договор ждать сколько	сколько дней ждать договор
2573	договор заказчик когда поставщик	когда заказчик отправит договор поставщику
2591	доверенный продукция реестр	реестр доверенной продукции
2591	обеспечение программный реестр	реестр программного обеспечения
2591	доверенный и программный продукция реестр	реестр доверенной продукции и программного
5229	686 приказ	приказ № 686
5229	1200 пп	ПП 1200
5229	особый порядок применение с	с применением особого порядка
5457	выговор объявлять	объявили выговор
5457	наказание работник	наказание работника
5457	взыскание дисциплинарный	дисциплинарное взыскание
5457	увольнять	уволить
6092	отчисление социальный	социальным отчислениям
6092	задолженность налог	задолженность по налогам
6092	взнос обязательный пенсионный	по обязательным пенсионным взносам
6105	мзп	мзп
6105	2023 год мрп	мрп на 2023 год
6105	мрп	МРП
6107	заказчик пожаловаться	пожаловаться на заказчика
6107	жалоба	жалоба
327	ндс рассчитать	рассчитать ндс
327	ндс плательщик реестр	реестр плательщиков ндс
716	yf закупка повторный приказ	приказ yf повторные закупки
716	закуп повторный приказ	приказ о повторном закупе
717	375 постановление	постановление № 375
717	2022г 375 июнь правило	правила 375 на июнь 2022г
717	375 ghfdbkf yf портал	375 ghfdbkf yf портале
718	какой представлять сертификат	какой сертификат представить
718	сертификат	сертификат
718	происхождение сертификат товар	Сертификат происхождения товара
718	постельный принадлежность сертификат соответствие	сертификаты соответствия на постельные принадлежности
726	внустристрановой отчет ценность	отчет о внустристрановой ценности
726	местный содержание справка	справка о местном содержании
726	заполнение местный содержание справка шаблон	справка о местном содержании шаблон заполнения
726	внутристрановой	внутристрановая
1335	веб плата портал услуга	плата за услуги веб-портала
1335	веб оплата портал услуга	оплата услуг веб-портала
1335	ао безналичный веб портал путем расчет услуга финансы центр электронный	"услуга веб-портала, путем безналичного расчета в ао ""центр электронных финансов""."
1336	375 заявка срок	срок заявки по 375
1336	375 новый правило	375 правила новые
1336	2022г 375 июнь правило	правила 375 на июнь 2022г
1941	заказ социальный	социальный заказ
1941	заказ соц	соц. заказ
314	конкурс открытый приказ	открытый конкурс приказ
314	2022 30 335 год казахстан март министр приказ республика финансы	приказ министра финансов республики казахстан от 30 марта 2022 года № 335
314	кд приказ утверждение	приказ на утверждение кд
313	комиссия приказ согласительный шаблон	шаблон приказа по согласительной комиссии
313	комиссия приказ согласительный	приказ согласительной комиссии
313	комиссия приказ согласительный создание	приказа о создании согласительной комиссии
1279	закупка закупка источник несостоявшийся один приказ проведение способ	приказ на проведение закупки способом из одного источника по несостоявшимся закупкам
1279	источник несостоявшийся один приказ	приказ из одного источника по несостоявшимся
1286	1 10 приложение	приложение 10-1
1286	крбс протокол	протокол КРБС
1286	бальный итог протокол рейтинговый система	протокол итогов по рейтингово-бальной системе
1910	недостоверный	недостоверная информация
1910	недостоверный сведение	недостоверные сведения
1910	государственный закупка иск не недобросовестный обращаться поставщик признание с суд участник	если не обратиться с иском в суд о признании поставщика недобросовестным участником государственных закупок
1884	договор имущество купля недвижимый продажа шаблон	шаблон договора купли-продажи недвижимого имущества
1884	госзакупки договор жилище	договор госзакупки жилища
1884	госзакупки договор жилье	договор госзакупки жилья
1892	марк товар	марку товара
1892	наименование программный продукт	наименование программного продукта
1892	нельзя указывать	нельзя указывать
4086	выписывать кто сэф	кто выписывает сэф
4086	выписывать кто счет фактура	кто выписывает счет-фактуру
4442	авр оформлять	как оформить авр
4442	акт выполнять иса оформление работа электронный	оформление электронного акта выполненных работ в ИС
4442	иса оформление эавр эсф	оформление ЭАВР в ИС ЭСФ
4443	документ операция подтверждать совершение факт	документ, подтверждающим факт совершения операции .
4443	авр иса	АВР в ИС
4470	работа реализация товар указывать услуга эсф	что указывать в эсф при реализации товаров, работ, услуг
4470	работа реализация товар услуга эсф	эсф при реализации товаров, работ, услуг
4470	писать эсф	что писать в эсф
4880	бымажный выписывать когда можно эсф	когда можно выписать бымажный ЭСФ
4880	бумажный выписывать когда сф	когда выписать бумажную СФ
4880	бумажный сф	бумажная СФ
4881	выписка ндс неплательщииком счет фактура электронный	выписка электронной счет фактуры неплательщииком ндс
4881	выписка ндс неплательщик эсф	выписка ЭСФ неплательщиком НДС
4882	регистрация эсф	регистрация ЭСФ
4882	информационный система счет фактура электронный	Информационная система электронных счетов-фактур
5298	устойчивость финансовый это	финансовая устойчивость это
5298	поставщик потенциальный признаваться устойчивый финансовый	потенциальный поставщик признается финансово устойчивым
5298	2022 показатель рк устойчивость финансовый	показатель финансовой устойчивости рк 2022
5298	закупка ои ппзд требование устойчивость финансовый	требование финансовой устойчивости по закупкам из ои ппзд
5299	9 стиатья	стиатьи 9
5299	квалификационный требование	квалификационные требования
5300	трудовой	трудовые
5300	какой поставщик ресурс с требовать	какие ресурсы требовать с поставщика
5301	работник стаж	стаж работника
5301	подтверждать ресурс трудовой	подтвердить трудовые ресурсы
5301	ресурс трудовой	трудовые ресурсы
5302	материальный ресурс товар	материальные ресурсы по товарам
5302	товар требование	требования по товарам
5303	гражданский дееспособность	гражданская дееспособность
5303	дееспособность	дееспособность
5304	дееспособность	дееспособность
5304	правоспособность	правоспособность
5305	оплата труд фонд	фонд оплаты труда
5305	фот	ФОТ
5305	оплата фонд	фонд оплаты
5306	сведение финустойчивость	сведения по финустойчивости
5306	обновление сведение финустойчивость	обновление сведений по финустойчивости
5306	когда обновлять сведение финустойчивость	когда обновят сведения по финустойчивости
5308	акт подпись	подпись акта
5308	акт кто утверждать	кто утверждает акт
5309	акт электронный	электронный акт
5309	акт заказчик когда подписывать	когда заказчик подписывает акт
5309	акт кто утверждать	кто утверждает акт
5309	веб портал	на веб-портале
5310	исполнять не обязательство поставщик	если поставщик не исполнил обязательства
5310	отказ поставка товар	отказ поставки товара
5311	отказываться письменно поставщик	поставщик отказался письменно
5311	отказ поставщик	отказ поставщика
5312	акт не соответствие составление товар	составление акта не соответствие товара
5312	акт разногласие	акт разногласий
5312	не соответствовать товар	не соответствует товар
5312	не соответствовать	не соответствует
5547	неустойка	неустойки
5547	кто неустойка платить	кто платит неустойку
5547	пеня	пени
5548	неустойка	на неустойку
5548	неустойка оплата	оплата неустойки
5560	демпинг магазин электронный	демпинг в электронном магазине
5560	демпинг запрос ценовый	демпинг по запросу ценовых
5560	omarket демпинг	демпинг в omarket
5504	исполнение	исполнение
5504	договор исполнять	исполнить договор
5505	договор исполнение частичный	частичное исполнение договора
5505	исполнять частично	частично исполнить
5505	частично	частично
5525	антидемпинговый вносить когда сумма	когда внести антидемпинговую сумму
5525	антидемпинг вносить когда	когда внести антидемпинг
5525	антидемпинг срок	срок антидемпинга
5526	антидемпинг сумма	сумму антидемпинга
5526	демпинг обеспечение	обеспечение демпинга
785	алгоритм конкурс открытый	алгоритм открытого конкурса
785	заказчик конкурс проводить	как заказчику провести конкурс
1166	банковский гарантия заявка	банковская гарантия для заявки
1166	банк услуга	услуг банк
1166	банковский обслуживание	банковскому обслуживанию
1167	аванс выплата	выплата аванса
1167	предоплата	предоплата
1170	внесение недобросовестный поставщик реестр	недобросовестный поставщик внесение в реестр
1170	недобросовестный недостоверный поставщик предоставление реестр	реестр недобросовестных поставщиков за предоставление недостоверной информации
1170	включение поставщик рну	о включении поставщик в рну
1170	внесение реестр рну	внесение в реестр рну
1610	комиссия приказ согласительный состав утверждение	приказ об утверждении состава согласительной комиссии
1610	документация конкурсный приказ проект утверждение	приказ об утверждении проекта конкурсной документации
1610	изменение комиссия конкурс образец открытый приказ	приказ на изменение комиссии в открытом конкурсе образец
1674	единый заявка организатор рамочный соглашение	заявка единому организатору рамочные соглашения
1674	далее и перечень рамочный рс соглашение товар услуга	перечень товаров и услуг рамочного соглашения (далее -рс),
2405	39 статья	статья 39
2405	3 39 4 п пп ст	ст 39 пп 4 п 3
2405	госзакупки и источник один ппзд провожать	как проводить госзакупки из одного источника ппзд и
2406	2 3 39 50 гз договор закон месяц п продлять пункт рк статья	как продлить договор на 2 месяца по п. 50 пункта 3 статьи 39 закона рк о гз
2406	2 договор месяц ока проведение продлять	как продлить договор на 2 месяца до проведения ок
2406	договор итог подведение продлять	как продлить договор до подведение итогов
2406	2 договор интернет месяц продлять услуга	договор на услуги интернета на 2 месяца как продлить
115	1729 гобмп	1729 ГОБМП
115	375	375
72	закупка со способ таблица	таблица со способами закупок
72	аукцион способ	способ аукциона
72	конкурс способ	способ конкурс
75	иск	иск
75	заявление суд	заявление в суд
75	заказчик заявление исковой	исковое заявление заказчика
76	иск поставщик форма	форма иска поставщика
76	задержка оплата	задержка оплаты
500	отечественный список товаропроизводитель	список отечественных товаропроизводителей,
500	отечественный поддержка товаропроизводитель	поддержка отечественных товаропроизводителя
500	товаропроизводитель	товаропроизводители
1106	балльный рейтинговый	рейтинговой балльная
1106	бальный конкурс контроль логический рейтинговый с система форматный	форматно логический контроль по конкурсу с рейтингово бальной системе
1106	конкурс рбс с флк	ФЛК на конкурс с РБС
1106	закупать какой обоснование способ технико экономический	каким способом закупать технико экономическое обоснование
1106	бальный рейтинг система	рейтинга бальная система
1106	бал рейтинго	рейтинго-бал
1108	бальный система	бальной системе
1108	балльный использование конкурс рейтинговый с система способ	способом конкурса с использованием рейтинговой-балльной системы
1108	бальный конкурс перечень система тереть	перечень тру по конкурсу бальной системы
1108	рейтинговый	рейтингово
1353	закупка какой способ	какой способ закупки
1353	конкурентный	конкурентные
1353	способ	способы
1353	госзакупки заказчик какой применять способ	какие способы госзакупок применять заказчику
2169	скидка условный услуга	условные скидки на услуги
2169	работа скидка условный	условные скидки на работы
2169	заполнение скидка условный	заполнение условных скидок
2170	начислять скидка условный услуга	как начислять условные скидки на услугу
2170	опыт	опыт
2168	заполнение скидка условный	заполнение условных скидок
2168	расчет скидка товар условный	расчет условных скидок на товар
2168	критерий	критерии
2168	какой ко критерий рассчитать	ко каким критериям рассчитать
2168	пример скидка условный	пример условная скидка
2168	работа скидка считать условный	как считать условные скидки по работам
2165	скидка условный	условная скидка
2165	заполнять скидка условный	как правильно заполнить условные скидки
2361	поставка срок увеличивать	увеличить срока поставки
2361	можно планировать поставка продлять срок срок	можно продлить срок планируемый срок поставки
2364	второй договор не победитель подписывать	второй победитель не подписал договор
2364	второй победитель	второй победитель
2365	вносить второй не обеспечение победитель	второй победитель не вносит обеспечение
2365	второй обеспечение победитель	обеспечение второй победитель
2365	второй договор обеспечение победитель	обеспечение договора вторым победителем
5026	акт несоответствие	акт несоответствие
5026	не соответствовать техспецификация	не соответствует техспецификации
5687	гпх договор заключать кто с	с кем заключить договор гпх
5687	гражданско правовой	гражданско-правовой
5687	аудит внутренний гпх договор заключать услуга	можно ли заключить договор гпх на услугу внутреннего аудита
5689	24 год календарь	календарь на 24 год
5689	2024 год календарь производственный	производственный календарь на 2024 год
5689	2024 год календарь	календарь на 2024 год
5690	3 39 50 гз договор закон источник один п пп рк ст	договор из одного источника по пп. 50) п. 3 ст. 39 Закона РК ГЗ.
5690	договор итог подведение	договор до подведения итогов
5690	3 39 50 гз закон п пп рк ст	пп. 50) п. 3 ст. 39 Закона РК ГЗ.
5691	госзакупки заполнять план	как заполнить план госзакупок
5691	годовой госзакупки план	годовой план госзакупок
5691	план пункт	пункты плана
5695	вид конкурс	виды конкурсов
5695	выбирать какой конкурс	какой конкурс выбрать
5696	гарантийный срок срок	срок гарантийный срок
5696	гарантия срок	срок гарантии
5696	гарантийный срок	гарантийный срок
5697	жилище закупка	закупка жилища
5697	жилище приобретать	как приобрести жилища
5698	конкурс открытый участие	участие в открытом конкурсе
5698	конкурс открытый участвовать	открытый конкурс как участвовать
5698	конкурс кто мочь открытый участвовать	кто может участвовать на открытом конкурсе
5699	электроэнергия	электроэнергию
5699	товар электроэнергия	электроэнергия товар
5699	купить электроэнергия	как купить электроэнергию
5701	счет условный экономия	счет условной экономии
5701	договор сумма счет увеличение экономия	увеличение суммы договора за счет экономии
6029	перечень профиль риск	Перечень профилей рисков
6029	камеральный контроль перечень профиль риск	Перечень профилей рисков камерального контроля
6029	и их камеральный контроль перечень профиль риск способ устранение	Перечень профилей рисков камерального контроля и способы их устранения
6033	ебк изменение	изменение ебк
6033	изменять специфика	изменить специфику
6033	поменять специфика	как поменять специфику
6034	надо не подавать суд	подавать в суд не надо
6034	второй заказчик обязанный победитель подавать поставщик суд	обязан заказчик подать в суд на второго поставщика победителя
6037	нотариус услуга	услуги нотариуса
6037	адвокат	адвокат
1291	инвалид организация становиться	как стать организацией инвалидов
1291	закупка инвалид среди участвовать	как участвовать в закупке среди инвалидов
1291	инвалид общественный объединение попадать реестр	как попасть в Реестр общественных объединений инвалидов
1292	договор односторонний расторжение	одностороннее расторжение договора
1292	договор отменять	как отменить договор
1292	договор документ какой основание расторгать	на основании какого документа расторгнуть договор
2145	00 870 быть машина надо она сдавать ф	надо сдавать ф. 870.00 если есть только она машина
2145	машина один платиь	платиь за одну машину
4940	акт бумажный договор	акт бумажному договору
4940	бумажный договор счет фактура	счет фактура по бумажному договору
4940	бумажный договор исполнение	исполнение бумажного договора
5977	проводить рано расторгать	расторгнуть, провели раньше
5977	2 договор месяц расторгать	расторгнуть договор на 2 месяца
5977	договор заключать итог подведение расторжение	расторжение договора заключенный до подведения итогов
5977	итог подведение	до подведения итогов
5335	акт бензин	акт на бензин
5335	акт гсм	акт на ГСМ
5335	1 41 приложение	приложение 41-1
5347	интернет	интернет
5347	интернет какой купить способ	каким способом купить интернет
5348	договор обеспечение	обеспечение договора
5348	обеспечение удерживать	удержать обеспечение
208	когда подавать суд	когда в суд подаем
208	вносить договор есть иск не обеспечение он подавать поставщик суд	как подать иск в суд на поставщика ели он не внес обеспечение договора
208	суд	в суд
1192	заявка один скидка условный	условная скидка если одна заявка
1192	заявка один скидка считать условный	считать условную скидку по одной заявке
191	время инвалид можно общественный объединение поставка продлять товар	общественным объединениям инвалидов можно продлить время поставки товара
191	время закупка инвалид можно общественный объединение организация продлять создавать	закупка у организаций, созданных общественными объединениями инвалидов можно продлить время
195	договор инвалид исполнение обеспечение общество	общество инвалидов обеспечение исполнения договора
195	договор инвалид исполнение общество	общество инвалидов исполнение договора
200	закупка инвалид организация перечень среди товар	закупка среди организаций инвалидов перечень товаров
200	инвалид среди	среди инвалидов
201	закуп инвалид среди штраф	штраф по закупу среди инвалидов
201	закупать инвалидка не среди	среди инвалидок не закупили
205	факторинг	что такое факторинг
583	комиссия согласительный	согласительная комиссия
583	комиссия согласительный создавать	как создать согласительную комиссию
914	договор запрос можно предложение проведение продлять срок ценовый	можно продлить срок договора проведений запрос ценовых предложении
914	договор продлять срок	продлить срок договора
914	исполнение продление срок	продление сроков исполнения
1640	6 гз государственный закон закупка иметь ограничение с связывать согласно статья участие	согласно статье 6 закона о гз имеет ограничения, связанные с участием в государственных закупках
1640	6 договор иметь ограничение односторонний порядок поставщик расторжение ст	расторжение договора в одностороннем порядке если поставщик имеет ограничения по ст. 6
1640	6 ограничение поставщик статья	у поставщика ограничения по статье 6
1640	государственный закупка иметь ограничение поставщик с связывать участие	поставщик имеет ограничения, связанные с участием в государственных закупках
1641	6 договор иметь нарушение ограничение поставщик предусмотренный расторгать статья	можно ли расторгнуть договор если поставщик имеет нарушение ограничений предусмотренных статьей 6
1641	обнаруживать ограничение поставщик	у поставщика обнаружили ограничение
5448	акт заказчик не подписывать	заказчик не подписал акт
5448	акт заказчик не подписывать почему	почему заказчик не подписал акт
5448	акт не подписывать	не подписал акт
5449	акт заказчик не подписывать	заказчик не подписал акт
5449	акт заказчик не подписывать почему	почему заказчик не подписал акт
5449	акт не подписывать	не подписал акт
5780	бумага	бумага
5780	а3 бумага	бумага А3
774	госзакупки зцп источник не один приказ состоять	приказ о госзакупках из одного источника по не состоявшему зцп
774	госзакупка зцп источник несостоявшийся один приказ	приказ о госзакупке из одного источника при несостоявшемся ЗЦП
774	зцп не приказ состояться	приказ если зцп не состоялось
1387	гражданский договор журнал ответственность правовой регистрация страхование	журнал регистрации договоров страхования гражданско-правовой ответственности
1387	договор журнал регистрация страхование	журнал регистрации договоров страхования
1387	гпо договор журнал регистрация страхование	журнал регистрации договоров страхования ГПО
1598	актуалис купить	Как купить актуалис
1598	actualis	Actualis
1599	договор закупка источник несостоявшийся один с	договор с одного источника по несостоявшимся закупкам
1599	делать закупка не состояться	что делать если закупка не состоялся
1599	закупка несостоявшийся повторный	закупка повторная по несостоявшимся
1599	конкурс не повторный состояться	если повторный конкурс не состоялся
1599	не предложение состояться ценовый	если ценовое предложение не состоялось
1605	6 гз государственный закон закупка иметь ограничение с связывать согласно статья участие	согласно статье 6 закона о гз имеет ограничения, связанные с участием в государственных закупках
1605	6 договор и иметь нарушение ограничение подавать поставщик предусмотренный расторгать статья суд	можно ли расторгнуть договор если поставщик имеет нарушение ограничений предусмотренных статьей 6 и надо ли подавать в суд
