TemplateID	LmQuery	Query
1936	226 косг	226 косгу
1936	226 какой косг относить расход	какие расходы относить к косгу 226
1936	226 косг противопожарный	косгу 226 противопожарные
1936	112 226 квр косг	квр 112 косгу 226
1936	2019 226 косг расшифровка	расшифровка косгу 226 в 2019
1933	266 выплата денежный и квр косг несоциальный персонал прочий форма	прочие несоциальные выплаты персоналу в денежной форме квр и косгу 266
1933	2019 266 год и квр косг соответствие таблица	таблица соответствия квр и косгу 266 на 2019 год
1933	2021 266 год компенсация косг применяться проезд с	компенсация за проезд косгу 266 применяется с 2021 года
1933	111 266 квр косг относиться	косгу 266 квр 111 относятся
1933	выплата какой косг относить социальный специальный	специальная социальная выплата на какой косгу отнести
1933	выход какой косг материальный пенсия помощь проводить с связь старость трудовой	материальная помощь в связи с выходом на трудовую пенсию по старости по какому косгу проводить
1933	111 266 вид выплата какой косг относить расход	какие выплаты по косгу 266 отнести к 111 виду расходов
1933	выплата выплата единовременный косг юбилейный	единовременная выплата к юбилейным выплатам косгу
1933	266 косг название	косгу 266 название
1935	какой косг монтаж система учитывать	по какому косгу учитывать монтаж системы
1935	228 использовать какой косг случай	в каких случаях использовать 228 косгу
1935	228 косг	228 косгу
1935	косг монтаж	косгу монтаж
1935	делать какой косг псд	псд по какой косгу делать
1935	228 косг омс счет	КОСГУ 228 за счет омс
1939	214 башкортостан косг минфин письмо применение республика	письмо минфина по республике башкортостан по применению косгу 214
1939	214 косг	214 косгу
1939	211 косг расход	косгу 211 расходы
1939	212 косг омс счет	счет омс 212 косгу
1939	врач консультант косг оплата	оплата врачей консультантов косгу
2128	аренда косг помещение	косгу аренда помещений
2128	224 аренда косг	аренда косгу 224
2128	2020 224 год косг расшифровка	косгу 224 расшифровка в 2020 году
2127	222 244 квр косг	квр 244 косгу 222
2127	222 квр косг	квр косгу 222
2127	222 косг транспортный услуга	косгу 222 транспортные услуги
2127	2020 222 косг расшифровка	222 косгу расшифровка 2020
2129	229 какой квр косг	косгу 229 какой квр
2129	229 косг	косгу 229
2129	арендный земля и квр косг плата	арендная плата за землю косгу и квр
2129	229 косг расшифровка	косгу 229 расшифровка
2119	165 косг	косгу 165
2119	162 доход косг	доходы косгу 162
2119	150 161 162 163 164 165 166 167 168 аналитический безвозмездный безвозмездный группа доход и какой какой код код косг косг отражать отражать подвид поступление поступление	какие безвозмездные поступления отразить по кодам косгу 161, 162, 163, 164, 165, 166, 167, 168 и аналитическим группам подвида доходов 150 «какие безвозмездные поступления отразить по кодам косгу
2126	1 221 косг учитываться	что учитывается косгу 221.1
2126	03 103 112 вызов и какой канал косг маршрутизация оплачивать организация связь услуга	по каким косгу нужно оплачивать услуги: организация канала связи и маршрутизация вызовов 03, 103, 112
2126	2020 221 год косг	косгу 221 в 2020 году
2126	2019 221 косг	косгу 221 2019
2126	221 косг почтовый расход	почтовые расходы косгу 221
2126	112 2212 квр косг	косгу 2212 квр 112
4456	вакцина омс энцефалит	вакцина энцефалит омс
4456	омс прививка	прививки омс
4456	вакцина противостолбнячный средство счет	противостолбнячная вакцина за счет средств
4454	бензин омс оплата средство	оплата из средств ОМС бензин
4454	входить гсм омс структура тариф	входит гсм в структуру тарифа омс
2674	охрана положение система труд управление	положение о системе управления охраной труда
2674	охрана система труд управление	система управления охраной труда
2674	суот	СУОТ
2981	маркировка приказ	приказ о маркировке
2981	группа лекарственный мониторинг препарат приказ рабочий создание	приказ о создании рабочей группы по мониторингу лекарственных препаратов
2981	мдлп мо приказ	приказ мдлп в мо
2972	лекарство маркировка	маркировка лекарств
2972	зарегистрироваться иса мдлп	как зарегистрироваться в ис мдлп
2972	документ лекарственный маркировка средство	документы по маркировке лекарственных средств
3345	а действовать ежегодный лпу материал медорганизация не план плановый подробный приходить проверка роспотребнадзор с система справочный указывать экономика	как действовать, если медорганизацию не указали в ежегодном плане, а роспотребнадзор пришел с плановой проверкой © материал из справочной системы «экономика лпу». подробнее:
3345	какой проверка проводить роспотребнадзор случай	в каких случаях роспотребнадзор проведет проверку
3345	лист роспотребнадзор санэпид чек	чек лист роспотребнадзора санэпид
3346	обжаловать проверка роспотребнадзор	как обжаловать проверку Роспотребнадзора
3346	акт возражение пример роспотребнадзор	примеры актов возражений роспотребнадзору
3350	медуслуга платный проверка роспотребнадзор	Роспотребнадзор проверка платные медуслуги
3350	vs включать договор какой нельзя обзор платный практика роспотребнадзор условие услуга учреждение	учреждение vs роспотребнадзор: какие условия нельзя включать в договор на платные услуги. обзор практики
3340	безопасность журнал инструктаж место рабочий техника	журнал инструктажа на рабочем месте по технике безопасности
3340	журнал инструктаж место рабочий регистрация	журнал регистрации инструктажа на рабочем месте
3342	здравоохранение охрана правило труд утверждение учреждение	об утверждении правил по охране труда в учреждениях здравоохранения
3342	документ охрана труд	документы по охране труда
3342	аптека заведующий инструкция охрана труд	инструкция по охране труда для заведующего аптекой
3025	договор коллективный медицинский	коллективный договор в медицинской
3025	внесение договор изменение коллективный порядок	порядок внесения изменений в коллективный договор
3025	2020 договор коллективный	коллективный договор 2020
3765	единый закупка комиссия	единая комиссия по закупкам
3765	закупка комиссия проверка	проверка комиссии по закупкам
3765	закупка заседание комиссия протокол профессиональный стандарт	протокол заседания комиссии по профессиональным стандартам в закупках
3765	закупка заявка комиссия рассмотрение спецификация	комиссия по рассмотрению заявок-спецификаций на закупку
3185	новый правило узи	новые правила по узи
3185	правило узи	правила по узи
3185	правило проведение узи	правила проведения УЗИ
3498	акушерка должностной инструкция	Должностные инструкции акушерки
3498	акушерка	акушерка
3720	19 covid внедрять тесто услуга	внедрить услугу теста на covid-19
3720	19 зев и ковид нос образец платный посев приказ расчет услуга	образец приказа по расчету платных услуг посева из носа и зева на ковид-19
3720	коронавирус платно тестировать	можно Ли тестировать на коронавирус платно
3720	бюджет коронавирус счет тест	тест на коронавирус за счет бюджета
3524	короновирус приказ простой	приказ о простое из-за короновируса
3524	выведение отделение простой стационар	выведение в простой отделения стационара
3525	отмена приказ простой	приказ об отмене простоя
3525	окончание приказ простой	приказ об окончании простоя
3393	документ плановый проверка роспотребнадзор	документы плановая проверка Роспотребнадзора
3393	документ затребовать инспектор инфекция который норма очаг примерный проверка роспотребнадзор санитарный список	примерный список документов, которые затребуют инспекторы роспотребнадзора при проверке санитарных норм в очаге инфекции
3517	омс психиатр счет услуга	услуга психиатра за счет омс
3517	зарплата омс психолог с	зарплата с омс психологу
3517	врач консультация оплата психиатр	оплата консультаций врача психиатра
3517	детский диспансеризация омс оплачивать психиатр ребенок сирота средство счет	можно ли за счет средств омс оплачивать психиатру детскому по диспансеризации детей-сирот
3386	выявлять какой нарушение плановый проверка роспотребнадзор	какие нарушения выявляет роспотребнадзор при плановой проверке
3386	нарушение плановый проверка роспотребнадзор	Плановая проверка Роспотребнадзор нарушения
3388	роспотребнадзор штраф	Роспотребнадзор штрафы
3388	наказывать роспотребнадзор	как накажет роспотребнадзор
3514	выходной доплата и праздник работа устанавливать	как установить доплату за работу в выходные и праздники
3514	выходной день и нерабочий оплата праздничный размер ставка считаться часовой	как считается размер часовой ставки для оплаты нерабочих выходных и праздничных дней
3514	06 2020 24 выходной день или праздничный привлечение приказ работа	приказ о привлечении к работе в выходной или праздничный день 24.06.2020
3514	153 рф согласие тк	153 тк рф согласие
3514	выходной доплата и праздник работа	доплата за работу в выходные и праздники
3514	2022 день оплачивать праздничный январь	как оплатить праздничные дни в январе 2022
4306	дистанционный заявление перевод работа	заявление на перевод на дистанционную работу
4306	дистанционный заявление перевод работа связь сквид	заявление на перевод на дистанционную работу в связи сквид
4307	дистанционный заявление перевод работа	заявление на перевод на дистанционную работу
4307	дистанционный заявление перевод работа связь сквид	заявление на перевод на дистанционную работу в связи сквид
4476	оплата платный положение работник средство счет труд услуга	положение об оплате труда работников за счет средств от платных услуг
4476	платный положение разрабатывать	положение по платным разработать
4476	медуслуга оплата платный положение труд	положение об оплате труда за платные медуслуги
4332	162 код субсидия	субсидия по коду 162
4332	выполнение задание косг муниципальный субсидия	субсидия на выполнение муниципального задания косгу
4332	иной косг поступление субсидия цель	косгу поступления субсидии на иные цели
4398	омс расход счет	расходы за счет омс
4398	омс счет	можно ли за счет омс
4398	можно омс оплачивать средство счет	что можно оплатить за счет средств омс
4398	входить омс	что входит в омс
4398	и медицинский омс оплата помощь ппорядок стрктур тариф фап формирование	ппорядок формирования и стрктура тарифа на оплату медицинской помощи по омс на фап
4459	медицинский оборудование омс ремонт средство счет	ремонт медицинского оборудования за счет средств омс
4459	оборудование омс оплата ремонт	оплата ремонта оборудования омс
4459	омс ремонт средство счет томограф	ремонт томографа за счет средств омс
4395	обсервационный отделение положение работа	положение о работе обсервационного отделения
4395	обсерватор положение	Положение по обсерватору
4395	обсерватор положение работа	положение о работе обсерватора
4396	обсервация отделение положение	положение об отделении обсервации
4396	обсерватор положение работа	положение о работе обсерватора
4447	аутопсия нецелевой омс расходование средство	нецелевое расходование средств омс аутопсии
4447	омс счет транспортировка умирать	транспортировка умерших за счет омс
4447	оказание омс патологоанатомический услуга это	оказание патологоанатомических услуг это омс?
4447	анатомический источник какой отделение патолый счет финансироваться	за счет каких источников финансируется патолого-анатомическое отделение
1960	152 косг	косгу 152
1960	150 доход косг	косгу 150 доходы
1960	152 косг новый	новые косгу 152
1960	150 безвозмездный денежный косг поступление текущий характер	"косгу 150 ""безвозмездные денежные поступления текущего характера"
1961	косг путевка	косгу путевки
1961	267 косг	косгу 267
1961	квр путевка	квр путевки
1961	косг оплата путевка санаторий	косгу оплата путевки в санаторий
4239	19 covid временный койка образец расписание с штатный	временное штатное расписание для коек с covid-19 образец
4239	временный приказ расписание штатный	приказ временное штатное расписание
4313	ли оплачиваться работа режим совмещение удаленный	оплачивается ли совмещение при режиме удаленной работе
4313	оформлять совмещение удаленке	как оформить совмещение на удаленке
4313	дистанционный должность работа совмещение	Совмещение должностей при дистанционной работе
4315	дежурство дом	дежурство на дому
4315	а время время выходной дежурство день дом и нерабочий норма осуществлять отработанный половинный праздничный предел работник рабочий размер состав учитываться фактически	дежурства на дому работника, осуществляемые в выходные и нерабочие праздничные дни за пределами нормы рабочего времени, учитываются в составе фактически отработанного времени в половинном размере, а
4320	время забор кровь норматив	норматив времени на забор крови
4320	вена время забор кровь норматив	нормативы времени на забор крови из вены
4320	время забор кровь норматив проведение	нормативы времени на проведение забора крови
4321	дистанционный приказ работа	приказ дистанционная работа
4321	перевод приказ работа сотрудник удаленный	приказ о переводе сотрудников на удаленную работу
4321	дистанционка переход приказ	приказ о переходе на дистанционку
4321	дистанционный переход приказ работа	Приказ о переходе на дистанционную работу
4311	дистанционный работа	дистанционная работа
4311	дистанционный здравоохранение немедицинский перевод персонал работа сотрудник	перевод сотрудника на дистанционную работу немедицинского персонала в здравоохранении
4312	дистанционный работа сотрудник табелировать	как табелировать сотрудников при дистанционной работе
4312	дистанционный заработный оплата плата работа	дистанционная работа оплата заработной платы
4312	работа работник табелировать удаленный	как табелировать работника на удаленной работе
4312	время дистанционный обозначение работа рабочий табель условный учет	условные обозначения в табели учета рабочего времени при дистанционной работе
4229	выписка раписание штатный	выписка из штатного раписания
4229	выписка расписание штатный	штатное расписание выписка
4229	выписка расписание форма штатный	форма выписки из штатного расписания
7744	больничный общий персонал рекомендовать штат	рекомендованный штат обще больничного персонала
7744	порядок с соответствие штат	штаты в соответствии с порядками
7744	должность приказ	приказы по должностям
7744	мед норматив статистик штатный	штатные нормативы мед.статистиков
7744	здравоохранение норматив штатный	штатные нормативы в здравоохранении.
7744	весь нии норматив семашко таблица штатный	все штатные нормативы: таблицы от нии семашко
7733	врач диагностика клинический лабораторный норматив штатный	врач клинической лабораторной диагностики штатный норматив
7733	кдл расчитывать штат	как правильно расчитать штаты для кдл
7733	массаж	"массажу"""
7733	заведующая кдл норматив штатный	штатные нормативы заведующей кдл
7733	диагностический клинико лаборатория отделение штат	отделение клинико-диагностической лаборатории штат
7733	медицинский норматив сестра штатный	"""штатные нормативы медицинская сестра по"
7675	норматив узи штатный	штатный норматив узи
7675	врач диагностика норматив ультразвуковой штатный	врач ультразвуковой диагностики штатные нормативы
7675	06 08 2020 557н минздрав приказ	Приказ Минздрава от 08.06.2020 № 557н
7677	врачебный медицина норматив общий отделение практика семейный центр штатный	штатные нормативы Центра (отделения) общей врачебной практики (семейной медицины)
7677	консультативный поликлиника штат	консультативная поликлиника штат
7677	должность звено норматив первичный рассчитать число штатный	как рассчитать число должностей по штатным нормативам первичное звено
7677	акушерский медсестра норматив патронажный пункт фельдшерский штатный	штатные нормативы патронажной медсестры фельдшерско-акушерского пункта
7678	норматив отделение штатный эндоскопия	отделения эндоскопии штатные нормативы
7678	06 12 2017 974н приказ	приказ от 06.12.2017 № 974н
7681	роддом штат	штаты роддома
7681	женский консультация норматив штатный	штатные нормативы женской консультации
7681	акушерский отделение рекомендовать штат	рекомендуемый штат акушерского отделения
7681	10 1130н 20 2020 приказ	приказ от 20.10.2020 № 1130н
7684	анатомический оснащение отделение пат стандарт	стандарты оснащения пат анатомических отделений
7684	врач вскрытие норматив патологоанатом проведение штатный	штатные нормативы врача патологоанатома при проведении вскрытий
7684	03 179н 2016 24 минздрав приказ россия	Приказ Минздрава России от 24.03.2016 № 179н
7686	врач норматив стоматолог штатный	врач-стоматолог штатные нормативы
7686	детский норматив стоматология штатный	штатные нормативы детской стоматологии
7686	врач норматив общий практика стоматолог	врач-стоматолог общей практики норматив
4328	день праздничный привлечение приказ работа работник	приказ о привлечении работников к работе в праздничные дни
4328	дежурство дом приказ	приказ о дежурстве на дому
4389	исследование лабораторный один рассчитать себестоимость	как рассчитать себестоимость одного лабораторного исследования
4389	платный себестоимость услуга	себестоимость платных услуг
4391	лист платный расчет услуга чек	чек-лист расчета платных услуг
4391	коми медицинский платный расчет республика услуга	расчет платных медицинских услуг в республике коми
4391	платный расчет услуга	расчет платной услуги
4391	методический платный расчет рекомендация услуга	методические рекомендации по расчету платных услуг
4394	обсерватор положение	Положение по обсерватору
4394	обсерватор положение работа	положение о работе обсерватора
4394	обсервационный отделение положение работа	положение о работе обсервационного отделения
7584	вмп медицинский минздрав направление помощь порядок приказ рамка россия специализированный утверждение	приказ минздрава россии об утверждении порядка направления на специализированную медицинскую помощь в рамках вмп
7584	796н	796н
7723	клинический лаборатория расчет стационар численность штатный	расчет штатной численности клинической лаборатории стационара
7723	кдл норматив штатный	штатные нормативы кдл
7711	медицинский норматив операционный сестра штатный	штатные нормативы операционная медицинская сестра
7711	внерабочий во врач время норматив оказание помощь хирург штатный экстренный	штатные нормативы врача-хирурга (по оказания экстренной помощи во внерабочее время)
7711	10 2012 31 562н приказ	Приказ от 31.10.2012 № 562н
7711	оперблок расчет штат	расчет штатов оперблок
7711	отделение хирургический штат	штаты хирургического отделения
7711	блок норматив операционный штат	нормативы штатов операционного блока
7711	операционный	операционный
7712	диспансер кардиологический норматив штатный	штатные нормативы кардиологического диспансера
7712	918 приказ	приказ 918
7712	11 15 2012 918н больной заболевание медицинский минздрав оказание помощь порядок приказ россия с сердечно сосудистый утверждение	Приказ Минздрава России от 15.11.2012 № 918н Об утверждении порядка оказания медицинской помощи больным с сердечно-сосудистыми заболеваниями
7712	и интенсивный кардиохирургический норматив отделение палата реанимация с терапия штатный	штатные нормативы кардиохирургического отделения с палатой реанимации и интенсивной терапии
8043	лишний третий	Третий лишний
8043	102 постановление	Постановление 102
8415	качество контроль приказ служба создание	приказ о создании службы по контролю качества
8415	вкк комиссия приказ	приказ комиссия ВКК
4446	вред выплачивать моральный омс с	можно ли выплачивать моральный вред с омс
4446	омс оплата штраф	оплата штрафов по омс
4446	госпошлина иск омс судебный	госпошлина по судебным искам из омс
4446	омс пеня учет	пени учет в омс
9214	больничный включать который находиться сотрудник среднесписочный численность	нужно ли включать в среднесписочную численность сотрудника который находился на больничном
9214	больничный среднесписочный	больничный среднесписочная
10662	действие круглогодичный лагерь норматив оздоровительный санаторный штатный	штатные нормативы санаторного оздоровительного лагеря круглогодичного действия
10662	05 05 2016 279н минздрав приказ россия	Приказ Минздрава России от 05.05.2016 № 279н
10662	грязелечебница норматив штатный	штатные нормативы грязелечебницы
10668	диспансер лаборатория наркологический норматив токсикологический химико штатный	штатные нормативы химико-токсикологической лаборатории наркологического диспансера
10668	1034н 12 2015 30 минздрав приказ россия	Приказ Минздрава России от 30.12.2015 № 1034н
10668	больница психиатрический рекомендовать штат	рекомендуемые штаты психиатрических больниц
11300	косг лифт	лифт КОСГУ
11300	квр лифт ремонт	квр на ремонт лифта
11296	акарицидный косг обработка	Акарицидная обработка КОСГУ
11296	акарицидный какой косг обработка отражать	по какому КОСГУ отразить акарицидную обработку
11371	3 больничный день косг	больничный 3 дня косгу
11371	возмещение временный выплата квр косг нетрудоспособность пособие расход	возмещение расходов на выплату пособия по временной нетрудоспособности косгу, квр
11371	больничный день лист оплата первый три	больничные листы оплата первых трех дней
11391	блок замена косг оконный	КОСГУ замена оконных блоков
11391	замена здание капитальный ли окно ремонт являться	является ли замена окон в здании капитальным ремонтом
11391	замена и квр косг окно	замена окон косгу и квр
11391	блок замена или какой капитальный оконный относиться полный ремонт текущий	полная замена оконных блоков к какому ремонту относится к текущему или капитальному
10473	388 н приказ	приказ 388 н
10473	норматив педиатрия штатный	штатные нормативы по педиатрии
10473	92н	92н
10473	норматив отделение педиатрический штатный	штатные нормативы педиатрического отделения
10473	03 07 2018 92н минздрав приказ	Приказ Минздрава от 07.03.2018 № 92н
10470	помощь скорый штат	штаты по скорой помощи
10470	больница медицинский норматив помощь скорый штатный	штатные нормативы больницы скорой медицинской помощи
10470	388 н приказ	приказ 388 н
10470	06 20 2013 388н минздрав приказ россия	Приказ Минздрава России от 20.06.2013 № 388н
10529	норматив платсичекий хирург штатный	штатные нормативы платсичекий хирург
10529	05 2018 298н 31 минздрав приказ россия	Приказ Минздрава России от 31.05.2018 № 298н
10529	платический хирургия штат	штаты платическая хирургия
10529	и их медицинский норматив оздоровление организация отдых пункт ребенок штатный	штатные нормативы медицинского пункта организаций отдыха детей и их оздоровления
10530	норматив остеопатия центр штатный	штатные нормативы центра остеопатии
10530	01 19 2018 21н минздрав приказ россия	приказ Минздрава России от 19.01.2018 № 21н
10530	остеопат штат	штаты остеопат
10530	врач кабинет норматив остеопат штатный	штатные нормативы кабинета врача-остеопата
10599	инвалид норматив реабилитация штатный	Штатные нормативы реабилитации инвалидов
10599	09 2017 27 700 приказ	Приказ от 27.09.2017 № 700
10604	диагностика и кабинет нервный норматив периферический система функциональный центральный штатный	штатные нормативы кабинета функциональной диагностики центральной и периферической нервной системы
10604	12 2016 26 997н минздрав приказ	Приказ Минздрава от 26.12.2016 № 997н
10724	отделение профилактика штат	штаты отделение профилактики
10724	здоровье норматив центр штатный	штатные нормативы центра здоровья
10724	10 1177н 2020 29 приказ	Приказ от 29.10.2020 № 1177н
10728	выездной медпомощь норматив отделение паллиативный патронажный ребенок штатный	штатные нормативы отделения выездной патронажной паллиативной медпомощи детям
